字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H主角		伊切尔在做什么？		
page1.2	H伊切尔		找虫子。		
page1.3	H主角		基地里会有这种东西？		
page1.4	H伊切尔		后厨的阿姨说有虫子，从厨房里钻出来的。		
page1.5			……从厨房里爬出来的虫子，不管怎么想都很让人抗拒。		
page1.6	H主角		伊切尔为什么要找它们？		
page1.7	H伊切尔		找到就有肉吃。		
page1.8	H主角		？？？？		
page1.9	H主角		那些虫子可不兴吃啊！！		
page1.10	H伊切尔		伊切尔没想吃虫子。		
page1.11	H伊切尔		后厨阿姨说，伊切尔干掉那些虫子，就给伊切尔吃好吃的肉。		
page1.12	H主角		这样啊……那我放心了。		
page1.13	H伊切尔		分析员。		
page1.14	H主角		伊切尔是找累了，不想找了吗？		
page1.15	H伊切尔		嗯！另外，伊切尔很聪明。		
page1.16	H伊切尔		伊切尔知道，分析员不用伊切尔找虫子，也会给伊切尔肉吃。		
page1.17			被这孩子用那样带着纯真期待的目光注视着……我实在没法狠心拒绝。		
page1.18	H主角		走吧！正好我发工资了。		
page1.19	H伊切尔		如果分析员没发工资，也能给伊切尔吃肉吗？		
page1.20	H主角		当然可以！！！		
