字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H里芙		亲爱的。		
page1.2			返回房间的半路上，里芙叫住了我。		
page1.3			她没有说话，先是拉住我的手掌，然后细致入微地帮我捋平衣服上的皱褶，就像是恒约对象一样。		
page1.4			不……不是像，对我来说，她就是。		
page1.5	H里芙		这样就好了。		
page1.6			里芙一直都很在意我身上的这套装扮，我不好意思挠了挠头。		
page1.7	H主角		刚才紧急出去了一趟，我还真没注意衣服被弄成这样了。		
page1.8	H里芙		没关系，我会帮亲爱的注意的。		
page1.9	H里芙		……看到这样的你，总是会让我想起那天的晚上。		
page1.10			里芙看上去清冷的脸上带着些浅浅的酡红，过去很难看到里芙这样娇俏的模样。		
page1.11	H主角		要是里芙喜欢的话……我每天都能让你回忆那天晚上的。		
page1.12			突然之间，里芙脸上的酡红变得明显起来，她露出像是吃惊，又有些欲言又止的表情。		
page1.13	H主角		啊不对，我不是那个意思……我只是想让你多体验下美好的回忆。		
page1.14			……我意识到自己刚才的说法有着怎样的歧义。		
page1.15	H里芙		……亲爱的想那样做的话，也不是不行。		
page1.16	H主角		里芙……？		
page1.17			这下，滚烫的温度好像也蔓延向我的身体。		
page1.18			我抓住里芙的手，她的肌肤似乎有些冰冷，可我很清楚她包容我的内在滚烫的足以让人灵魂融化。		
