字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page0.1			琴诺一直在餐桌旁坐着，低着头像是在思考什么的样子。		
page0.2	H主角		小琴诺在想什么？		
page0.3	H琴诺		刚才后勤姐姐吵起来了。		
page0.4	H主角		吵起来了？为什么？		
page0.5	H琴诺		她们在争论豆浆应该加糖还是加盐。		
					
choice01	H主角		这不是理所当然应该加糖吗？？		
page1.1	H琴诺		她们有一个是像分析员这样说的，然后另一个喊着不该是加盐吗，就这样吵起来了。		
					
choice02	H主角		这不是理所当然应该加盐吗？？		
page2.1	H琴诺		她们有一个是像分析员这样说的，然后另一个喊着不该是加糖吗，就这样吵起来了。		
					
page3.1	H琴诺		我想不明白她们为什么会因为这种事情争吵……		
page3.2	H主角		这原因就有些复杂了……		
page3.3	H主角		话说回来，琴诺和莫尔索要是在口味上有分歧会怎么办？		
page3.4	H主角		就比如豆浆，如果一个想喝咸的一个想喝甜的……		
page3.5	H琴诺		盐和糖一起加就好了吧？		
page3.6			……我好像知道琴诺令人痛哭流涕的厨艺是怎么来的了。		
