字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1			午休的时间，恩雅姐一个人在看书。		
page1.2	H主角		恩雅姐，这是新出的故事书？		
page1.3	H恩雅		不是故事书哦。		
page1.4			她拿起书本展示给我看——《腿部保养的一百种方法》		
page1.5			懂了，这就是女生精致修行的一部分吧。		
page1.6	H主角		恩雅姐也会抽空看这种书学习啊。		
page1.7	H恩雅		嗯，是为了分析员哦。		
page1.8	H主角		为了……我？		
page1.9	H恩雅		要猜猜是为什么吗？		
page1.10	H主角		……猜不到，根本猜不到。		
page1.11	H恩雅		最近看分析员总是很疲惫没睡好的样子，姐姐可是很心疼的。		
page1.12	H恩雅		所以姐姐决定给分析员提供膝枕，让分析员随时随地能够利用碎片时间补充睡眠。		
page1.13	H主角		膝，膝枕？？		
page1.14	H恩雅		是的~不过想要让分析员睡得舒服，腿部保养很有必要。		
page1.15	H恩雅		话说回来，分析员更喜欢什么样的腿？		
page1.16	H恩雅		是肉肉的，丰满些，手感饱满的腿，还是纤细笔直，看上去曲线更柔美的？		
page1.17	H主角		这个……		
page1.18	H恩雅		分析员不用急着回答，也可以先体验下再给我答案~		
page1.19			恩雅姐拍了拍她身旁的位置。		
page1.20			今天肯定会有个好梦。		
