字符串索引	中文简体	中文繁体	日语	韩语	英语	法语	西班牙语	德语	泰语	印尼语	1=临时文案  0和不填都=正式文案	备注
Key	zh_CN	zh_TW	ja_JP	ko_KR	en_US	fr_FR	es_ES	de_DE	th_TH	id_ID	disable	Remark
1	嘎唔……	嘎唔……	ガウゥ……	끄아아악…	Gurghhh...						0	
2	想跑？	想跑？	逃げるつもり？	어딜 도망가려고?	Want to escape?						0	
3	终于，最后一只异化人也解决了。	終於，最後一隻異化人也解決了。	遂に、最後の変異者も片付けられた。	마침내 마지막 변이자까지 처리했다.	Finally, the last Changed was cleaned up.						0	
4	我抱着那堆模型们，从躲藏的棚子里出来，安卡希雅看见我立马冲了过来。	我抱著那堆模型們，從躲藏的棚子裡出來，安卡希雅看見我立刻衝了過來。	プラモデルを抱えながら、隠れていた小屋から出た私を見ると、アカシアはすぐに走ってきた。	모형들을 끌어안고 숨어 있던 헛간에서 나오자 아카시아는 곧장 달려왔다.	I emerged from the shelter with the pile of figures in my arms. Acacia rushed over as she saw me.						0	
5	没想到她这么关心我啊。	沒想到她這麼關心我啊。	こんなに私のことを心配してくれたんだ。	날 이렇게까지 신경 쓸 줄은 몰랐다.	I never knew she cared about me this much.						0	
6	你们都没事吧？	你們都沒事吧？	みんな、無事？	너희들 모두 아무 일 없었던 거지?	Are you all okay?						0	
7	“你们”？除了我还有谁。	“你們”？除了我還有誰。	みんなって？私以外誰もいないよ。	'너희?' 여기 나 말고 누가 더 있다는 거지…	You all? It's just me here.						0	
8	安卡希雅走过来，拿过我手中的模型，轻轻地擦拭起灰尘来。	安卡希雅走過來，拿過我手中的模型，輕輕地擦拭起灰塵來。	アカシアは近寄って、私が持っているプラモデルを取って、丁寧にほこりを拭き始めた。	아카시아는 내게 다가와 손안에 있는 모형들을 가져가더니 천천히 먼지를 닦아내기 시작했다.	Acacia ran over, took the figures in my hands, and gently brushed the dust off them.						0	
9	好吧，她比较关心这些家伙。	好吧，她比較關心這些傢伙。	心配したのはそっちかい。	그래… 아카시아는 이 녀석들한테 관심을 갖고 있었던 거야.	Right, it's those that she cares about.						0	
10	我们回去继续买吧。	我們回去繼續買吧。	買い物に戻ろう。	그럼 다시 쇼핑하러 가볼까.	Let's go back and keep shopping.						0	
b-1											0	
11	不过，他们好像都不见了。	不過，他們好像都不見了。	でも、誰もいないよ。	근데 점포 주인들은 이미 전부 도망간 것 같은데.	Seems like everyone's disappeared, though.						0	
12	这位客人！哦不，恩人！	這位客人！哦不，恩人！	お客さん！いや、命の恩人！	손님! 아… 아니… 은사님!	Excuse me, miss! I mean, savior!						0	
13	从哪里冒出来的？	從哪裡冒出來的？	どこから出てきたの？	어디서 나온 거지?	Where'd she come from?						0	
14	这边请这边请！	這邊請這邊請！	どうぞこちらへ！	이리로 오세요! 이리로 오세요!	Over here!						0	
15	我这里的东西你随便拿！	我這裡的東西你隨便拿！	店にあるものを好きに持って行ってくれ！	마음에 드는 물건 마음에 드시는 거 있으시면 전부 가져가시죠!	You can take whatever you like!						0	
16	我的也是！	我的也是！	私も！	제 것도 가져가세요!	Same here!						0	
17	还有我！	還有我！	私もだ！	제 것도요!	Here too, it's all yours!						0	
18	虽然有想过他们会因为感谢安卡希雅而给点优惠，但着实没想到他们会直接白送。	雖然有想過他們會因為感謝安卡希雅而給點優惠，但著實沒想到他們會直接白送。	お礼に安く売ってくれるのかなとは思ったが、さすがにタダでくれるとは思わなかった。	아카시아한테 고마운 마음에 혜택을 줄 거란 생각은 했지만, 공짜로 줄 거라곤 상상도 못 했다.	I'd thought they might give Acacia a discount, but I didn't expect they'd be so grateful that they'd give her things for free.						0	
19	这几年我们一直被那群家伙欺负，今天第一次看他们那么狼狈！	這幾年我們一直被那群傢伙欺負，今天第一次看他們那麼狼狽！	ここ数年間、ずっとあいつらに邪魔されていて、やっと気が晴れた！	최근 몇 년 동안 변이자들한테 계속해서 괴롭힘을 당했었는데 오늘 이렇게까지 처리하니 속이 다 시원하네요!	We've been tormented by that lot for years. It was high time someone made them suffer like that!						0	
20	这是感谢救命之恩，不够我们再去捡都行！	這是感謝救命之恩，不夠我們再去撿都行！	命を助けてくれたお礼だ。足りなければまたいくらでも拾ってくるさ！	목숨을 구해줘서 정말 감사합니다. 부족하신 게 있으면 말씀 주세요. 저희가 어떻게든 더 구해보겠습니다!	This is for saving our lives! If it's not enough, we can hunt down even more collectibles for you!						0	
21	可她应该是给那些商品出头……	可是她應該是給那些商品出頭……	でも彼女はその商品のために戦ったはず……	하지만 아카시아는 받았던 상품들을 되돌려 주었고…	I think it's not your lives that she was trying to protect...						0	
22	不用，该付还是得付。	不用，該付還是得付。	お礼はいらない。払うべきお金は払う。	됐습니다. 지불할 건 해야죠.	Thanks, but there's no need. I'll pay properly.						0	
23	那怎么行！	那怎麼行！	それはいかん！	그건 말도 안 돼요!	How can we allow that!?						0	
24	不然我都不要了。	不然我都不要了。	じゃあ貰わない。	원하시지 않는다면 저 역시 가져가지 않겠습니다.	If you don't, I won't be buying anything else.						0	
25	这……行行行！都听您的！	這……好好好！都聽您的！	……分かった！言う通りにしよう！	알겠어요! 알겠어요! 젊은 아가씨 마음대로 해요!	Urgh... Ok, ok! As you say!						0	
26	虽然老板们都答应收费了，但是价格都便宜了十倍不止，安卡希雅并没有戳破，或许是怕麻烦吧。	雖然老闆們都答應收費了，但是價格都便宜了十倍不止，安卡希雅並沒有戳破，或許是怕麻煩吧。	店主たちはアカシアの要求を呑んでくれたが、値段は1割以下にまで下げられた。面倒になったのか、アカシアもそれを黙認した。	결국에 점포 주인들은 돈을 받겠다고 했지만, 가격은 이전의 10배가량 저렴해졌고 더 이상의 협상도 없었다.	The owners all agreed to charge her, but the prices were all a mere fraction of what they should be. Acacia didn't challenge it, though.						0	
27	我们就一直选购了好一会儿才往回走……原本用来装“辉夜”的箱子装满，我们各自也拎了数个袋子。	我們就一直選購了好久才往回走……原本用來裝“輝夜”的箱子完全裝滿了，我們各自也拎了數個袋子。	こうして長い時間をかけて買い物をしてから帰り始めた……もともと「輝夜」を入れていた箱はいっぱいになって、私たちはそれぞれ袋をいくつか持つことになった。	우리는 한참을 그렇게 쇼핑하다가 돌아가기로 했다… '카구야'를 담았던 박스를 가득 채웠을 뿐만 아니라, 각자 쇼핑백도 몇 개나 더 들었다.	We shopped for ages before finally going back. The Kaguya case ended up stuffed full and we'd got several bags' worth too.						0	
28	但是，安卡希雅好像不是很高兴。	但是，安卡希雅好像不是很高興。	しかし、アカシアはあまり嬉しくないようだ。	하지만 아카시아는 그렇게까지 기뻐 보이지 않았다.	But Acacia didn't seem that happy.						0	
29	你盯着我看做什么？	你盯著我看做什麼？	何じっと見てるの？	뭘 자꾸 그렇게 빤히 쳐다보는 거야?	What are you staring at me for?						0	
30	再看我要收费了。	再看我要收費了。	これ以上見ると料金を取るよ。	계속 보면 내가 요금 청구한다고 했지.	I'll charge you if you keep staring.						0	
b-2											0	
31	可以啊，我想多看会儿。	可以啊，我想多看一下。	別にいいけど、もっと見たいから。	좋아. 그럼 요금 청구하고 계속 보지 뭐.	Sure, I'd like to look a little longer.						0	
32	……	……	……	…	...						0	
33	你有什么想问的吗？	你有什麼想問的嗎？	何か聞きたいことでもあるの？	뭐가 궁금한데?	Something you want to ask?						0	
b-3											0	
34	我问了你会如实回答吗？	我問了你會如實回答嗎？	聞いたら正直に答えてくれる？	물어보면 대답은 해줄 거야?	If I do, will you answer me honestly?						0	
35	看心情。	看心情。	気分次第。	그건 생각해 볼게.	If I feel like it.						0	
b-4											0	
36	为什么一开始就确定这个市场是存在的？	為什麼一開始就確定這個市場是存在的？	どうしてここにフリマがあるって確信できたの？	어떻게 캄브리아기 중고시장이 있을 거라고 확신했던 거야?	Why were you so sure that this market existed?						0	
37	以前这附近，有个很多动画漫画游戏店铺的商业街。	以前這附近，有個很多動畫漫畫遊戲店舖的商店街。	この近くには昔、アニメやマンガやゲームの販売店がいっぱいの商店街があった。	예전부터 이 주변은 애니메이션 게임 점포들이 많은 상업거리였어.	There used to be a commercial street around here filled with manga and animation stores.						0	
38	这里的东西，应该都是从那里来的。	這裡的東西，應該都是從那裡來的。	ここのものは、全部そこで拾ってきたんだと思う。	여기 있는 것들을 보니 전부 상업거리에서 나온 물건들 같더라고.	The products sold here are probably all from those stores.						0	
39	为什么你不接受他们的谢礼？	為什麼你不接受他們的謝禮？	どうしてお礼を受け取らなかったの？	점포 주인들의 사례는 왜 거절한 거야?	Why didn't you accept their gratitude?						0	
40	我出手是为了保护那些商品，不是保护他们。	我出手是為了保護那些商品，不是保護他們。	私は商品を守るために戦った。彼らを守るためではなく。	내가 손을 쓴 건 단지 물건들을 보호하려고 했던 거지 점포 주인들을 보호하려고 했던 게 아니니까.	I fought in order to protect the figures, not them.						0	
41	果然啊。	果然啊。	やっぱりね。	과연…	I guessed as much.						0	
42	如果接受礼物，就变成我和他们有交情了。	如果接受禮物，就變成我和他們有交情了。	お礼を受け取ったら、彼らと関係ができちゃうから。	그리고 점포 주인들한테 선물을 받으면 쓸데없는 친분을 쌓게 되잖아.	If I accept their gifts, I enter into a kind of relationship with them.						0	
43	原来是这样啊。	原來是這樣啊。	そういうことか。	이유가 있었구나.	So that's why.						0	
b-5											0	
44	还有个问题，为什么要拒绝“辉夜”？	還有個問題，為什麼要拒絕“輝夜”？	それともう一つ、どうして「輝夜」を断ったの？	 '카구야'는 왜 줄곧 그렇게 거절해 왔던 거야?	One more thing. Why did you refuse to wear the Kaguya?						0	
45	……你知道“辉夜”是怎么来的吗？	……你知道“輝夜”是怎麼來的嗎？	……「輝夜」がどうやって作られたのか知ってる？	… 분석가는 혹시 '카구야'의 배경을 알아?	...Do you know where the Kaguya comes from?						0	
46	我摇了摇头。	我搖了搖頭。	私は首を横に振った。	나는 고개를 저었다.	I shook my head.						0	
47	你还记得你发现我的地方吗？它的数据来自那里。	你還記得你發現我的地方嗎？它的數據來自那裡。	私を見つけた場所はまだ覚えてる？「輝夜」のデータを手に入れたのはあそこ。	처음에 날 찾았었던 장소 기억하지? 휘야의 데이터는 그곳으로부터 온 거야.	Do you remember where you found me? That's where they got all their data for it.						0	
b-6											0	
48	那个冷冻舱？	那個冷凍艙？	あの低温ポッド？	동면실?	That cryo pod?						0	
49	“辉夜”是世界树那帮人通过数据还原的，原本它就是为我定制的。	“輝夜”是世界樹那幫人通過數據還原的，原本它就是為我訂製的。	ユグドラシルの人たちがデータを使って「輝夜」を復元した。もともと私のために作られたもの。	 '카구야'는 위그드라실에서 데이터를 통해 복원한 건데, 애초에 날 위해 제작됐던 거야.	The Yggdrasil staff modeled the Kaguya using that hibernation pod's data. It was always custom-made for me.						0	
50	“辉夜”，和我来自同一个世界，一旦穿上它，就会时时刻刻提醒我——我不属于这里，可是它又不能带我回去。	“輝夜”，和我來自同一個世界，一旦穿上它，就會時時刻刻提醒我——我不屬於這裡，可是它又不能帶我回去。	「輝夜」は私と同じ世界から来たもの。それを着ると、ここが私の居場所じゃないように感じる。けど、元の世界に戻ることもできない。	 '카구야'는 나랑 같은 세계에서 왔어. 입고 있으면 내가 지금 세상에 속하지 않는다는 걸 일깨워주지. 나를 돌려보낼 수도 없으면서 말이야.	It comes from the same world as me. When I wear it, it reminds me that I don't belong here, but it can't take me back either.						0	
51	毕竟“辉夜”是战术外骨骼不是天人的羽衣……	畢竟“輝夜”是戰術外骨骼不是天人的羽衣……	「輝夜」は天の羽衣ではなく、あくまで戦術外骨格だ……	사실 '카구야'는 전술 슈트지 언제든지 착용이 가능한 천인의 우의가 아니다.	Because it's a combat exosuit, not the wings of an immortal...						0	
52	安卡希雅说完，抬头看着天空。	安卡希雅說完，抬頭看著天空。	アカシアは言い終えると、空を見上げた。	아카시아는 말을 마치더니 고개를 들고는 하늘을 바라봤다.	Acacia fell silent and looked up at the sky.						0	
53	不知道为什么，总感觉安卡希雅会随着渐渐暗淡的月光一起消失……	不知道為什麼，總感覺安卡希雅會隨著漸漸暗淡的月光一起消失……	だんだん暗くなる月光と共に、アカシアが消えてしまいそうに錯覚した……	뭔지는 모르겠지만 어두운 달빛과 함께 아카시아가 점점 사라지는듯한 느낌을 받았다…	I got the feeling that Acacia was like the moonlight, that she would gradually fade and disappear...						0	
b-7											0	
54	安卡希雅，是有想去的地方吗？	安卡希雅，是有想去的地方嗎？	アカシア、どこか行きたいところ、ある？	아카시아, 어디 가고 싶은 곳 있어?	Acacia, is there anywhere you want to go?						0	
55	嗯？	嗯？	ん？	응?	Huh?						0	
56	想去的地方没有，不过，有想回去的地方。	想去的地方沒有，不過，有想回去的地方。	行きたいところは、ない。けど、帰りたい場所ならある。	가고 싶은 곳은 없는데, 돌아가고 싶은 곳이야 있지.	There's nowhere I want to go. Only places to which I want to return.						0	
57	playername，你应该能明白吧？	playername，你應該能明白吧？	playername、あなたなら分かってくれるでしょう？	playername, 넌 알고 있지?	Playername, you understand, don't you?						0	
b-8											0	
58	明白，但无法体会。	明白，但無法體會。	分かるけど、理解できない。	알고말고… 근데 잘 느껴지지가 않아.	I do, but I can't really feel it myself.						0	
59	我，你，都错过了很多时间。	我，你，都錯過了很多時間。	私もあなたも、時をたくさん逃がした。	너랑 난 많은 시간들을 놓쳤어.	Me, you. We've both lost so much time.						0	
60	不同的是你幸运一点，你可以重新找到归处。	不同的是你幸運一點，你可以重新找到歸處。	ただ、分析員の方が運が良い。もう一度、帰る場所を見つけることができる。	다른 점은 네가 좀 더 운이 좋다는 거? 너는 돌아갈 곳이 있으니까.	You were luckier, though. You could find your place to return to.						0	
b-9											0	
61	安卡希雅……	安卡希雅……	アカシア……	아카시아…	Acacia...						0	
62	我很想告诉她，她也是我“归处”的一部分。	我很想告訴她，她也是我“歸處”的一部分。	伝えたい、アカシアも私の「帰る場所」の一部なのだと。	나는 그녀에게 말해주고 싶었다. 그녀 역시 내가 '돌아갈 곳'의 일부분이라고.	I really wanted to tell her that she was part of the place I belonged.						0	
63	刚刚你垫付的钱，我会还你。	剛剛你墊的錢，我會還你。	さっきのお金、後で返すから。	분석가가 계산했었던 돈 돌려줄게.	I'll pay you back for the money you lent me.						0	
b-10											0	
64	不用还了。	不用還了。	いいよ。	돌려줄 필요 없어.	No need.						0	
65	真这么大方？	真的這麼大方？	ほんとに？	진짜 사준다고?	That's very generous of you?						0	
b-11											0	
66	你一直穿着“辉夜”就行。	你一直穿著“輝夜”就行。	ずっと「輝夜」を着てくれるなら。	대신에 '카구야'를 계속해서 입고 있어주면 돼.	Just keep wearing the Kaguya.						0	
67	你果然变狡猾了。	你果然變狡猾了。	やっぱりズルくなった。	분석가, 너 좀 가증스러운 거 알지?	You really have become sneaky.						0	
68	算了，走吧，还有一大堆模型要清洗修复呢。	算了，走吧，還有一大堆模型要清洗修復呢。	まあいい、行こう。手入れしなきゃいけないプラモデルがまだたくさんあるから。	됐다. 그냥 가자. 아직도 닦아야 할 모형들이 산더미야.	Whatever, let's go. There's still a large pile of figures we need to clean and repair.						0	
69	我点点头，跟了上去。	我點點頭，跟了上去。	私は頷いて、ついていった。	난 수긍하고 그녀를 따라 걸어갔다.	I nodded and followed her up.						0	
