字符串索引	中文简体	中文繁体	日语	韩语	英语	法语	西班牙语	德语	泰语	印尼语	1=临时文案  0和不填都=正式文案	备注
Key	zh_CN	zh_TW	ja_JP	ko_KR	en_US	fr_FR	es_ES	de_DE	th_TH	id_ID	disable	Remark
1	十个月前。	十個月前。	10ヶ月前。	10개월 전	Ten months ago.						0	
2	我了解你，陶。所以我没有紧张的理由。	我了解你，τ。所以我沒有緊張的理由。	τのことなら分かっていますから、緊張する理由なんてありません。	난 자네를 잘 알아, τ. 굳이 긴장할 이유가 없지.	I understand you, τ, so I have no reason to be nervous.						0	
3	第五研究所，门禁系统的密钥，我可以交给你们。	第五研究所，門禁系統的密鑰，我可以交給你們。	第5研究所、入退室システムのキーなら渡してもいいですよ。	제5연구소 보안 시스템 키를 너희에게 넘겨줄게.	The Fifth Research Institute — I can give you the access key to the control room.						0	
4	它会在交易完成后生效。	它會在交易完成後生效。	取引後に有効になりますので。	이건 거래가 완료되면 효력이 발생하게 될 거야.	It will be activated after our transaction is complete.						0	
b-1											0	
5	第五研究所？	第五研究所？	第5研究所？	제5연구소?	The Fifth Research Institute?						0	
6	你还没告诉他吗？陶。	你還沒告訴他嗎？τ。	τ、まだ教えていないのですか？	τ, 아직 분석가한테는 말을 안한 건가?	You haven't told him yet, τ?						0	
7	泰坦是从谁的手中诞生……又因为谁从牢笼逃脱？	泰坦是從誰的手中誕生……又因為誰從牢籠逃脫？	タイタンは誰の手により生まれたのか……また、誰のせいで牢獄から逃げたのかを。	타이탄이 누구의 손에서 탄생했는지… 또 누구 때문에 감옥에서 탈출할 수 있었는지?	From whose hands were the Titans born... And who escaped their cage, leading to all of this?						0	
8	真相，都藏在那所研究所里。	真相，都藏在那所研究所裡。	真相は、すべてあの研究所の中に隠されています。	모든 진실은 제5연구소에 숨겨져 있어.	The truth is hidden in the research institute.						0	
9	高大的男人没有多语，拍了拍我的肩膀后，走向了安全门。	高大的男人沒有多說什麼，拍了拍我的肩膀後，走向了安全門。	長身の男はそれ以上語ることなく、私の肩を軽く叩いてみせてから、セーフドアに向かった。	키가 큰 남자는 아무 말도 하지 않고 내 어깨를 두드리며 안전문을 향해 걸어갔다.	The large man didn't say anything else, patting my shoulder and walking toward the security door.						0	
10	我很欣赏你，分析员。你是我见过最优秀的年轻人，相信你一定能平安抵达那里，并知晓一切。	我很欣賞你，分析員。你是我見過最優秀的年輕人，相信你一定能平安抵達那裡，並知曉一切。	……生きてあの場所に辿り着ければ、知りたいことはすべて分かりますよ。	분석가는 내가 본 최고의 젊은이일세, 아주 좋게 보고 있어. 분석가가 그곳에 도착하면 모든 것을 알게 될 거야.	I admire you, Adjutant. You are the most extraordinary young man I've ever met. I believe you will make it there and learn everything.						0	
11	然而，这也不过是有关神明真知的一角……罢了。	然而，這也不過是有關神明真知的一角……罷了。	まぁ……知り得たところで、それは神の持つ知恵のほんの一端に過ぎませんがね。	다만 이건 신에 대한 진리의 일면일… 뿐이야.	However, as far as true knowledge of the divine is concerned, it is only the tip of the iceberg... That's it.						0	
12	拐杖撞击地面发出的闷响，好似一声无言的号令，使面前的安全门打开了。	拐杖撞擊地面發出的悶響，好似一聲無言的號令，使面前的安全門打開了。	彼が杖で地面を叩くと、その号令に応えるように目の前のドアが開いた。	지팡이가 땅을 때리는 소리가 울려 퍼지며 안전문이 열렸다.	The sound of his cane hitting the ground acted like a silent order, leading the security door in front of him to open.						0	
13	陶，谢谢你给予了我接近神明的机会……这是一笔划算的买卖。	τ，謝謝你給了我接近神明的機會……這是一筆划算的買賣。	神へ近づくチャンスを与えてくれてありがとうございます、τ。悪くない取引でしたよ。	τ, 신에게 다가갈 수 있는 기회를 줘서 고마워… 이득이 있는 거래였어.	τ, thank you for giving me the opportunity to get closer to the divine... It was a good deal.						0	
14	再会，愿你我都能在追寻真知的途中保持自我。	再會，願你我都能在追尋真知的途中保持自我。	それでは。知識を探究する道のりの中で、理性を失わぬよう気を付けましょう。お互いにね。	그럼 잘 지내, 우리 모두가 진정한 진리를 찾아가는 여정에서 자신에게 충실하기를…	Farewell. May you and I remain true to ourselves in our pursuit of true knowledge.						0	
