字符串索引	中文简体	中文繁体	日语	韩语	英语	法语	西班牙语	德语	泰语	印尼语	1=临时文案  0和不填都=正式文案	备注
Key	zh_CN	zh_TW	ja_JP	ko_KR	en_US	fr_FR	es_ES	de_DE	th_TH	id_ID	disable	Remark
1	小狮子温情提示：	小獅子溫情提示：	ライオンちゃんからのアドバイス：	리틀 라이언의 알림 사항:	Friendly Reminder From the Little Lioness:						0	
2	为了获得更好的体验，游玩该个人故事前，推荐分析员优先观看《空都演绎》剧情。	為了獲得更好的體驗，遊玩該個人故事前，推薦分析員優先觀看《空都演繹》劇情。	シナリオをより楽しめるように、このエピソードの前に、まずストーリー『幕開け、蒼穹にて』を読むことをお勧めします。	개인 스토리를 보기 전에 더 나은 체험을 하고 싶으면 <부양 도시의 추리극>을 먼저 보고 와~!	For an optimal experience, you are encouraged to complete the "Suspense in Skytopia" main story before playing this Personal File.						0	
3	果然，还是无法释怀。	果然，還是無法釋懷。	やはり、引きずっている。	역시나, 마음을 놓을 수는 없었다.	Heh. I just couldn't let go of the past.						0	
4	纵使精心打扮，衣着华装也无法掩盖自己作为落败者的事实。	縱使精心打扮，衣著華裝也無法掩飾自己身為落敗者的事實。	どれだけ綺麗に着飾っても、敗者は敗者でしかない。	아무리 정성껏 치장하고 화려한 옷을 입어도 자신이 패배자라는 사실은 숨길 수 없었다.	Behind the facade of triumph I tried to maintain with the careful makeover was the stark truth of my defeat.						0	
5	……	……	……	…	...						0	
6	最可笑的是……自以为是地涂上了象征着“成长”的口红，但到头来也只是……	最可笑的是……自以為是地塗上了象徵著「成長」的口紅，但到頭來也只是……	しかも滑稽なことに……良かれと思って「成長」を意味する口紅を塗っても、結局は……	가장 웃긴 것은… 스스로 '성장'을 상징한다고 여겼던 립스틱을 발랐지만, 결국에는 그저…	The irony was... I thought the lipstick would make me look mature, but all it did was...						0	
7	也只是，笨拙地画着从容自信的假面罢了。	也只是，笨拙地畫著從容自信的假面罷了。	結局は、「自信」と言う拙い仮面を描いて、被っているだけだ。	다만 그녀는 서투르게 여유롭고 자신감 있는 가면을 쓰고 있었을 뿐이다.	Put on a mask of easy assurance to hide my insecurities.						0	
8	而内心的空白，究竟该由何种色彩来填充……	而內心的空白，究竟該由何種色彩來填滿……	心に開いた穴を埋めるには、どんな色を使えばいいのだろうか……	내면의 빈틈은 어떤 색으로 채워야 할지…	What could possibly fill this void inside...?						0	
9	欢迎回家，多亏了各位，新恒提罗的危机总算是告一段落了。	歡迎回家，多虧了各位，新恆提羅的危機總算是告一段落了。	おかえりなさい。皆さんのおかげで、ニューガントラの危機を乗り越えることが出来ました。	돌아온 걸 환영해요~ 여러분 덕분에 뉴헨틸로의 위기가 한숨을 돌렸어요.	Welcome home, everyone. Thanks to your efforts, the crisis in New Hentiro is finally behind us.						0	
10	托分析员的福，我们都平安无事。	托分析員的福，我們都平安無事。	分析員のおかげで、全員無事でした。	분석가님 덕분에 저희 모두 무사할 수 있었어요.	It's all thanks to the Adjutant that we're safe.						0	
11	嗯，再过两天等他回来了，可要好好办个庆功宴~	嗯，再過兩天等他回來了，可要好好辦個慶功宴~	あいつが戻ったら、盛大な打ち上げをやらないとね～	맞아. 이틀 후에 분석가가 돌아오면 성대하게 축하 파티라도 열어야겠어~	Yeah, and we should definitely throw him a big welcome-back party~! He's coming back in a couple of days.						0	
12	情报官嘴角挂上了一抹无奈，她似乎有什么难言之隐。	情報官嘴角掛上了一抹無奈，她似乎有什麼難言之隱。	しかし、カロリンは浮かない顔をしている。何やら事情がありそうだ。	정보관의 입가에는 숨길 게 있는 듯 무기력한 기색이 역력했다.	The intelligence officer's lips twitched into a wry smile, hinting at some unspoken concerns.						0	
13	分析员的话……可能还要再晚几天才能回来。	分析員的話……可能還要再晚幾天才能回來。	分析員が戻ってくるのは……もう少しあとになります。	분석가님 말에 따르면… 다시 돌아오는 데 며칠이 더 걸릴 수도 있어요.	About the Adjutant... he might be delayed a bit longer...						0	
14	……	……	……	…	...						0	
15	再晚几天？	再晚幾天？	もう少しあと……ですか？	며칠 후요?	Delayed?						0	
16	卡罗琳，这是什么意思……	卡羅琳，這是什麼意思……	それ、どういう意味よ？	캐롤린, 그게 무슨 뜻이야?	What do you mean, Caroline?						0	
17	实际上，他向公司提交了一份新的作战计划，而这次行动的时间暂定为……	實際上，他向公司提交了一份新的作戰計劃，而這次行動的時間暫定為……	実は、分析員から、新しい作戦計画書が提出されました。その作戦の遂行には……	실제로 그는 회사에 새로운 작전 계획을 제출했고, 그리고 이번 작전의 시기는 잠정적으로…	Actually, he has proposed a new operation plan to Yggdrasil, and the mission is expected to last...						0	
18	至少两周。	至少兩週。	少なくとも二週間かかります。	적어도 2주 후에요.	At least two weeks.						0	
19	什么？！	什麼？！	なんですって……！？	네?!	What!?						0	
20	他又要将自己置身于危险当中了吗？	他又要將自己置身於危險當中了嗎？	また危険なことに首を突っ込む気？	설마 또다시 자신을 위험에 빠뜨리려는 건가?	Is he putting himself in danger again?						0	
