字符串索引	中文简体	中文繁体	日语	韩语	英语	法语	西班牙语	德语	泰语	印尼语	1=临时文案  0和不填都=正式文案	备注
Key	zh_CN	zh_TW	ja_JP	ko_KR	en_US	fr_FR	es_ES	de_DE	th_TH	id_ID	disable	Remark
1	迷雾将我困在此处……	迷霧將我困在此處……	霧が俺をここに閉じ込めた……	안개가 나를 이곳에 가두고…	The fog trapped me here...						0	
2	阻止我跨越现实与梦境的边界，	阻止我跨越現實與夢境的邊界，	現実と夢の境界を越え、	꿈과 현실의 경계를 넘어,	It stopped me from crossing the boundary between reality and dreams,						0	
3	抵达那片深海。	抵達那片深海。	あの深海に辿り着くのを……阻止してくれ。	심해로 향하는 것을 막는다.	from reaching that deep sea.						0	
4	失去锚定的记忆被浪潮席卷而去，	失去定錨的記憶被浪潮席捲而去，	錨を失った記憶は波に飲まれ、	닻을 잃은 기억은 파도에 휩쓸려 사라지고,	Without an anchor, my memories were swept away with the tide,						0	
5	只留下满怀愤懑的躯壳，	只留下滿懷憤懣的軀殼，	ただ怒りに燃える身体が残るのみ……	분노에 가득 찬 육체만 남은 채,	leaving nothing but a bitter husk.						0	
6	用手指在湿润的沙中雕刻。	用手指在濕潤的沙中雕刻。	砂が湿っている方が、跡はしっかり残るだろう……？	손가락으로 젖은 모래를 조각한다.	And there I sat, drawing aimlessly in the wet sand.						0	
7	从运输回来直到现在，它没有活动过，也没有任何产生自主意识的迹象。	從運輸回來直到現在，它沒有活動過，也沒有任何產生自我意識的跡象。	輸送されてから今までずっと動かないし、自我意識があるようには全く見えない。	이송된 이후로 지금까지, 움직임도 없었고 자의식이 깨어날 조짐도 보이지 않습니다.	Since it was transported back, it hasn't moved or shown any signs of independent consciousness.						0	
8	不会对外界刺激作出任何反应，对环境也不存在适应性，个体的质量既不会增加也不会减少。	不會對外界的刺激產生任何反應，對環境也不存在適應性，個體的質量既不會增加也不會減少。	外界刺激に反応せず、環境にも適応していない。個体の質量は増減せず、新陳代謝も自己修復もしない。	외부의 자극에 어떠한 반응도 없습니다. 환경 적응력도 없고, 개체 질량에도 변화가 없습니다.	It does not respond to external stimuli or adapt to the environment, its mass does not increase nor decrease.						0	
9	没有脑神经活动，没有血液循环，没有新陈代谢，没有自我修复。	沒有腦神經活動，沒有血液循環，沒有新陳代謝，沒有自我修復。	脳神経活動なし、血液循環なし、新陳代謝なし、自己修復なし。	뇌신경 활동, 혈액 순환, 신진대사, 자가 회복 기능 모두 발견되지 않았습니다.	It has no neural activity, no blood circulation, no metabolism.						0	
10	虽然看起来，它就像一个……小女孩？	雖然看起來，它就像一個……小女孩？	小さい女の子に……見えるけど？	겉보기엔… 그냥 여자아이로 보입니다만?	But it looks like... a little girl?						0	
11	……甚至生理结构上也很接近，但它不具备“活着”的特性。	……甚至在生理結構上也很相似，但它不具備“活著”的特性。	……体の構成も似ているが、「生きる」という特性を持っていない。	… 생리 구조도 비슷하지만, '생명'의 특성이 딱히 보이지는 않습니다.	...Even though there is a physical resemblance, it has no characteristics of a "living" being.						0	
12	在所有指标上都和由我们所捕获的其他“<snowbreak>思念体</>”保持一致。	在所有指標上都和由我們所捕獲的其他「<snowbreak>思念體</>」保持一致。	パラメータを総合的に見ると、私たちが捕まえた「<snowbreak>アニムス</>」と同じだ。	모든 지표에서 우리가 포착한 기타 <snowbreak>사념체</>와 일관성이 있어야 합니다.	It is entirely consistent with other <snowbreak>Mori Fragments</> we have captured.						0	
13	将它保存在这里，理论上是绝对安全。	將它保存在這裡，理論上是絕對安全。	理論上、ここに保管していれば絶対安全と言える。	이론적으로는 이곳에 보존하는 게 절대적으로 안전할 겁니다.	Theoretically, it should be completely safe to store it here.						0	
14	看来“埃达”仍未摆脱我所施加的影响。这一具通过读取我的神格神经编码，再由尤弥尔所生成的思念体，仍旧处于沉睡状态。	看來“埃達”仍未擺脫我所施加的影響。這一具透過讀取我的神格神經編碼，再由尤彌爾所生成的思念體，仍舊處於沉睡狀態。	どうやら「エッダ」はまだ私が与えた影響から逃れていないようだ。私の神格神経を読み取り、ユミルが生成したアニムスはまだ睡眠中だ。	'에다'는 여전히 내가 가했던 영향으로 벗어나지 못하고 있는 모양이다. 내 만트라 신경 코드를 읽어내고 이미르가 생성한 사념체는 여전히 잠들어 있다.	It seemed as if Edda still hadn't overcome the influence I exerted on it. This Mori Fragment generated by Ymir after reading my Theotropic Nerves was still in a deep slumber.						0	
15	在确认思念体的状态后，我将注意力转向另一个疑问。	在確認思念體的狀態後，我將注意力轉向另一個疑問。	アニムスの状態を確認してから、私は他の問題に目を向けた。	사념체의 상태를 파악한 뒤, 나는 다른 의문점에 관심을 기울였다.	After learning of the Mori Fragment's current status, I shifted my attention to another question.						0	
b-1											0	
16	其他“思念体”？	其他“思念體”？	他の「アニムス」？	다른 '사념체'라고?	Other Mori Fragments?						0	
17	呃……	呃……	うぅ……	음…	Uh...						0	
18	那是……	那是……	それは……	그게…	I meant...						0	
19	可以告诉他。	可以告訴他。	教えて構いません。	말해줘도 돼.	You can tell him.						0	
20	不是……抱歉……陶董……我想说的是，这部分内容我也不太清楚。	不是……抱歉……τ董……我想說的是，這部分內容我也不太清楚。	いいえ……申し訳ございません。τさん……私が言いたいのは、それに関する内容は分からないということです。	그게… 죄송합니다, τ 대표님… 이 부분은 저도 잘 모르는 부분이라…	It's not that... I'm sorry, Director τ... but I don't actually know much about it.						0	
21	大部分资料只有您才有权限阅读和编辑……可能由您来解释会更合适。	大部分的資料只有您才有權限閱讀和編輯……可能由您來解釋會更合適。	多くの資料はτさんにしか閲覧権限、編集権限がないため……τさんから説明した方がいいかと。	대부분 자료의 열람 권한은 대표님께 있어서… 대표님께서 설명하시는 게 좋을 것 같습니다.	You were the only one with authorization to read and edit most of the documentation... Maybe it would be better for you to explain.						0	
22	好。	好。	分かりました。	그러도록 하지.	Okay then.						0	
23	你可以回去工作了。	你可以回去工作了。	仕事に戻っていいです。	그럼 돌아가서 마저 하던 일을 보도록 해.	You can go get back to work.						0	
24	公司确实捕获过不止一个“思念体”。	公司確實捕獲過不止一個“思念體”。	会社が捕まえた「アニムス」は確かに多くいます。	사실 회사에서 '사념체'를 몇 번 포획했던 적이 있었어.	It's true that Yggdrasil has captured more than one Mori Fragment.						0	
25	神格神经的初始样本，就是来源于对“思念体”的解剖。	神格神經的初始樣本，就是源於對“思念體”的解剖。	神格神経の最初のサンプルも、「アニムス」を解体して手に入れたものです。	만트라 신경의 초기 샘플은 '사념체'를 해부해서 만들었던 거지.	The first Theotropic Nerve sample was actually extracted from a Mori Fragment.						0	
b-2											0	
26	天启者的力量实际上是来源于泰坦？	天啟者的力量實際上是源於泰坦？	覚醒者の力はタイタンから？	계시자 힘의 원천이 타이탄으로부터 왔다고 볼 수 있는 건가요?	So the power of Manifestation actually came from the Titans?						0	
27	可以这么理解。	可以這麼理解。	そう理解してもいいです。	그렇게 이해할 수 있지.	You could put it that way.						0	
28	人在追寻泰坦的力量，而创造泰坦的埃达却一直想要成为人……	人在追尋泰坦的力量，而創造泰坦的埃達卻一直想要成為人……	人々はタイタンの力を求めるものの、タイタンの創造主であるエッダは人間になりたがっている……	인간은 타이탄의 힘을 찾고, 타이탄을 만든 에다는 계속해서 인간이 되고 싶어 한다니…	Humans desired the power of Titans, but Edda, the one who created the Titans, always wanted to be human...						0	
b-3											0	
29	真是讽刺……	真是諷刺……	皮肉ですね……	아이러니하네…	How ironic...						0	
30	讽刺？你指什么？	諷刺？你指什麼？	皮肉というと？	아이러니? 뭐가 말이지?	Ironic? What do you mean?						0	
