字符串索引	中文简体	中文繁体	日语	韩语	英语	法语	西班牙语	德语	泰语	印尼语	1=临时文案  0和不填都=正式文案	备注
Key	zh_CN	zh_TW	ja_JP	ko_KR	en_US	fr_FR	es_ES	de_DE	th_TH	id_ID	disable	Remark
1	中午在员工餐厅吃饭的时候，正好赶上之前的雨燕宣传片在公司内的首播。	中午在員工餐廳吃飯的時候，正好趕上之前的雨燕宣傳片在公司內的首播。	社員食堂で昼食を取る時、ちょうどアマツバメのPVが社内でプレミア公開されていた。	점심시간에 직원식당에서 밥을 먹던 중, 마침 스위프트 영상이 회사 안에서 방영됐다.	When I went to eat lunch in the staff cafeteria, I found myself just in time for the first broadcast of the Swift's promotional clip.						0	
2	雨燕的惊艳首秀成为了世界树内部最近的热点话题。宣传片一出，餐厅里立马开始了新一轮的赞叹。	雨燕的驚豔首秀成為了世界樹內部最近的熱門話題。宣傳片一出，餐廳裡立刻開始了新一輪的讚嘆。	人々を驚かせるアマツバメのお披露目はユグドラシル社で話題になった。PVが公開され次第、食堂にはまた称賛の声が溢れ返った。	스위프트의 첫 방송은 위그드라실 사내에서 최대 화두로 떠올랐다. 홍보 영상이 나오자마자 식당에서는 감탄사가 쏟아지기 시작했다.	Swift's stunning first show had become the hottest topic inside Yggdrasil, and sighs of awe filled the room once again as the promotional clip played out.						0	
3	配合最后茉莉安那负伤归来的特写画面，演出效果几乎可以给满分了。	配合最後茉莉安那受傷歸來的特寫畫面，演出效果幾乎可以給滿分了。	最後はマリアンが傷だらけで凱旋するクローズアップで終わり、演出は最高と言っても過言ではない。	마지막 마리안의 부상 복귀 클로즈업 화면까지, 연출 효과는 거의 만점에 가까웠다.	And when combined with the close-up of Marian at the end, injured but safe and sound, the performance was carried out pretty well perfectly.						0	
4	不得不承认，的确是一个十分出色的演示。	不得不承認，的確是一個十分出色的展示	認めざるを得ない。あれは素晴らしいお披露目だった。	최고의 연출이었음을 인정하지 않을 수 없었다.	I couldn't help but admit that she'd done quite an incredible job.						0	
5	哎…………	哎…………	はぁ…………	에휴…	*sigh*...						0	
6	整个餐厅沉浸在热烈气氛的时候，我却听到了一阵叹息。	整個餐廳沉浸在熱烈氣氛的時候，我卻聽到了一陣嘆息。	食堂が盛り上がっている中、ため息が聞こえた。	식당 전체가 열기에 휩싸여 있던 중, 나는 옆에서 탄식하는 소리를 들었다.	As bubbly, enthusiastic voices filled the cafeteria, I caught someone letting out a sigh.						0	
7	循着声音看过去，发现竟然是愁眉苦脸的芙提雅。	循著聲音看過去，發現竟然是愁眉苦臉的芙提雅。	声を辿ると、浮かない顔をしているフリティアがいた。	소리를 따라가보니 수심에 가득 찬 얼굴의 프티야를 발견할 수 있었다.	I looked in the direction of the voice and saw Fritia, her eyebrows creased in a frown.						0	
8	好奇……我立马将餐盘端到了她对面坐了下来。	好奇……我立刻將餐盤端到了她對面坐了下來。	気になる……すぐトレイを持ってフリティアの向かいの席に座った。	어찌 된 일인지 궁금해서 나는 식판을 가지고 그녀의 앞에 가 앉았다.	Out of curiosity, I immediately picked up my tray, went over, and sat opposite her.						0	
9	是分析员啊……	是分析員啊……	あ、分析員……	분석가구나…	Oh, Adjutant...						0	
