字符串索引	中文简体	中文繁体	日语	韩语	英语	法语	西班牙语	德语	泰语	印尼语	1=临时文案  0和不填都=正式文案	备注
Key	zh_CN	zh_TW	ja_JP	ko_KR	en_US	fr_FR	es_ES	de_DE	th_TH	id_ID	disable	Remark
page1.1	唔，分析员，我们处理了两个都市传说了。但总觉得没什么很大的收获。	唔，分析員，我們處理了兩個都市傳說了。但總覺得沒什麼很大的收穫。	うーん、五不思議の2つを解決したけど、あまり大きな収穫がない気がするね。	음, 분석가, 두 개의 도시 전설을 해결했지만 그다지 큰 수확은 없는 것 같아.	Uh, Adjutant, we've solved two mysteries so far. But I can't help feeling like we haven't acquired much.						0	dlc30蓝图岛对话
page1.2	确实呢。卡比自从上次之后我就再也没找到过它。夏克威弗明明超强，却丢失了它的专用武器电吉他。	的確呢。卡比自從上次之後我就再也沒找到過它。夏克威弗明明超強，卻丟失了它的專用武器電吉他。	確かに。カーピィはあれ以来見かけないし、シャークイフは強いのに、専用武器のギターを失くしたし。	맞아. 카비는 지난번 이후로 다시 보이지 않았고, 샤크 위버는 엄청 강하지만 전용 무기인 일렉기타를 잃어버렸어.	True. I haven't checked in with Kirby since last time. Shackweif's definitely strong, but not so much anymore without its electric guitar.						0	dlc30蓝图岛对话
page1.3	这算什么，“洗白弱三分”？	這算什麼，「洗白弱三分」？	やっぱり、味方になると弱体化するのか？	착해진 빌런은 능력치가 떨어지는 설정인가?	Is this what happens when badasses join the good guys?						0	dlc30蓝图岛对话
page1.4	很多游戏就是这样设计的。	很多遊戲就是這樣設計的。	ゲームによくある話だよね。	대부분의 게임에 그런 설정이 있지.	It's actually pretty common in game design.						0	dlc30蓝图岛对话
page1.5	真正的强者不需要电吉他，就像我四个爪子都能将坏蛋按在地上旋转摩擦。	真正的強者不需要電吉他，就像我四個爪子都能將壞蛋按在地上旋轉摩擦。	本当の強者にエレキギターは不要。この四つの爪があれば、悪党を鎮圧できるのさ。	진정한 강자는 일렉기타가 필요 없어. 난 네 발로도 나쁜 녀석들을 바닥에 눌러서 빙글빙글 문지를 수 있다고.	True strength doesn't need an electric guitar's power, I've got four paws to take down the creeps and make them cower.						0	dlc30蓝图岛对话
page1.6	想要更多收获？就继续在岛上展开调查！	想要更多收穫？就繼續在島上展開調查！	収穫が欲しいなら、調査を続けよ！	더 많은 수확을 원하나? 그럼 계속 섬을 조사하도록!	Want the prize? Keep the search alive. There's more to find, so let the island quest thrive!						0	dlc30蓝图岛对话
page1.7	下一个都市传说是……不死不灭的海妖啊……	下一個都市傳說是……不死不滅的海妖啊……	次の五不思議は……不死不滅のセイレーンか……	다음 도시 전설은… 불사불멸의 세이렌이구나…	The next mystery is... the immortal sea monster...						0	dlc30蓝图岛对话
page1.8	听起来就像是那种，周期性更新的模式里会出现的，招式简单，但数值极高的敌人。	聽起來就像是那種，週期性更新的模式裡會出現的，招式簡單，但數值極高的敵人。	なんだか、時々更新されるモードに出てきそうな、技は単純だけどめちゃくちゃ強い敵みたいだ。	주기성으로 업데이트되는 모드에서 나올 법한, 단순한 공격 패턴에 스탯만 엄청 높은 타깃 같은데.	Sounds like one of those seasonal bosses with basic moves but ridiculous stats.						0	dlc30蓝图岛对话
page1.9	有大海的地方一定会出现海妖呢。	有大海的地方一定會出現海妖呢。	海があるところには必ずセイレーンがいる。	바다가 있는 곳엔 세이렌도 있기 마련이지.	Wherever there's a sea, a sea monster is bound to show up.						0	dlc30蓝图岛对话
page1.10	就像谁都不能想象一个没有安卡希雅的蓝图岛。	就像誰都不能想象一個沒有安卡希雅的藍圖島。	ビジョン島があるところには必ずアカシアがいる、的なことか？	아카시아가 없는 설계의 섬은 상상조차 하기 힘든 것처럼.	Just like no one can imagine a Builder Island without Acacia.						0	dlc30蓝图岛对话
page1.11	奇怪的类比，分析员。是你特有的幽默细胞吗，那我就笑一下好了。嘿，嘿。	奇怪的比喻，分析員。是你特有的幽默細胞嗎，那我就笑一下好了。嘿、嘿。	なにそれ。あなた特有のジョーク？笑ったほうがいい？あは、あはは。	이상한 비유네, 분석가. 너만의 유머 감각인가? 그럼 한번 웃어줄게. 헤, 헤.	That's a weird comparison, Adjutant. Is this you trying to be funny? Well, guess it doesn't hurt to laugh. Haha.						0	dlc30蓝图岛对话
page1.12	这个笑容也是安卡希雅的幽默细胞就是了……	這個笑容也是安卡希雅的幽默細胞就是了……	笑ってくれる君は優しいな……	그 웃음도 아카시아의 유머 감각이겠지…	Thank you, I suppose...						0	dlc30蓝图岛对话
page1.13	咳咳，言归正传。要去蓝图岛的各处找海妖啊……总觉得会很麻烦。搜索范围好大。	咳咳，言歸正傳。要去藍圖島的各處找海妖啊……總覺得會很麻煩。搜索範圍好大。	コホン、本題に戻ろうか。セイレーンを探す、か……なんだか面倒だね。捜索範囲が広すぎるから。	크흠, 본론으로 돌아가자. 설계의 섬 곳곳을 다니며 세이렌을 찾아야 한다니… 너무 귀찮을 것 같아. 탐색 범위가 너무 넓어.	Ahem, anyway, back on track. It will be kind of a pain to search the entire Builder Island for the sea monster...						0	dlc30蓝图岛对话
page1.14	让夏克威弗和尖尖耳动员所有伙伴一起帮忙找吧！我们制定一下各自的巡逻路线。	讓夏克威弗和尖尖耳動員所有夥伴一起幫忙找吧！我們制訂一下各自的巡邏路線。	シャークイフとウサミミに頼んで、全スタッフで探すか！それぞれの巡回ルートを決めよう。	샤크 위버랑 뾰족귀한테 부탁해서 모든 동료를 동원해 같이 찾자! 각자 순찰 경로를 정하는 거야.	Let's get Shackweif and Sharpear to rally everyone. We can each plan out a patrol route.						0	dlc30蓝图岛对话
page1.15	……行。不过我走不动的时候，分析员要背我。	……好。不過我走不動的時候，分析員要背我。	……わかった。私が歩けなくなったら、分析員がおんぶしてね。	… 알았어. 근데 내가 힘들어서 못 걸을 땐 분석가가 업어줘야 해.	...Alright. But if I get too tired, you'll have to carry me, Adjutant.						0	dlc30蓝图岛对话
