字符串索引	中文简体	中文繁体	日语	韩语	英语	法语	西班牙语	德语	泰语	印尼语	1=临时文案  0和不填都=正式文案	备注
Key	zh_CN	zh_TW	ja_JP	ko_KR	en_US	fr_FR	es_ES	de_DE	th_TH	id_ID	disable	Remark
page1.1	话说尖尖耳，你是在什么时候被放入蓝图岛的？	話說尖尖耳，你是在什麼時候被放入藍圖島的？	そういえば、ウサミミはいつビジョン島に来たんだ？	그런데 말이야, 뾰족귀, 넌 언제 설계의 섬에 들어오게 됐어?	By the way, Sharpear, when were you added to Builder Island?						0	dlc30蓝图岛对话
page1.2	终于要被分析员看到了吗？	終於要被分析員看到了嗎？	分析員、やっと聞いてくれるの？	드디어 분석가님의 관심을 받는 건가요?	This sudden attention from you, Adjutant...						0	dlc30蓝图岛对话
page1.3	尖尖耳……感受到了与分析员深深的羁绊……从此，我会对您更加忠诚！	尖尖耳……感受到了與分析員深深的羈絆……從此，我會對您更加忠誠！	ウサミミ……分析員との深い絆を感じたよ……これから、分析員にもっともっと忠誠を誓うよ！	뾰족귀… 분석가님과의 깊은 인연을 느꼈어요… 이제부터 더욱 충성을 다하겠습니다!	I can feel our bond growing... From now on, I'll be even more loyal to you!						0	dlc30蓝图岛对话
page1.4	尖尖耳，想要对您倾诉我的所有~	尖尖耳，想要對您傾訴我的所有~	あなたにウサミミのすべてを打ち明けたいな～	뾰족귀의 모든 것을 알려드릴게요~	I want you to know everything about me~						0	dlc30蓝图岛对话
page1.5	我并不想知道关于你的事情……	我並不想知道關於你的事情……	君のことは別に知りたくないんだけど……	네 이야기는 그다지 궁금하지 않은데…	That's really not necessary...						0	dlc30蓝图岛对话
page1.6	呜~尖尖耳心碎。不过，有一个人的事情你肯定想要知道。	嗚~尖尖耳心碎。不過，有一個人的事情你一定想要知道。	うぅ～ウサミミ、悲しい。でも、ある人の情報なら、きっと知りたいと思うよ。	흑~ 뾰족귀는 상처받았어요. 하지만 어떤 한 사람의 이야기라면 분명 궁금하실 거예요.	Ooooh... That breaks my heart. But, there's someone you definitely do want to learn more about.						0	dlc30蓝图岛对话
page1.7	识别到分析员读取蓝图岛构建资料的需求，已检测到最高权限，资料开放中。	識別到分析員讀取藍圖島構建資料的需求，已檢測到最高權限，資料開放中。	分析員からビジョン島構築資料を読みたいニーズを察知。最高権限を検出、資料開示中。	분석가님에게서 온 설계의 섬 구축 자료 열람 요청을 확인했습니다. 최고 권한이 확인되어 자료를 개방합니다.	Detected the Adjutant's need to access Builder Island's origin data. Highest-level permissions verified. Data now accessible.						0	dlc30蓝图岛对话
page1.8	继续进入深情叙述模式——	繼續進入深情敘述模式——	これより、愛情たっぷりナレーションモードに――	계속해서 감성 서술 모드로 진입합니다.	Switching to heartfelt storytelling mode—						0	dlc30蓝图岛对话
page1.9	别深情了，既然已经开放资料读取了， 我想看看安卡希雅当时制作蓝图岛时的情形。	別深情了，既然已經開放資料讀取了，我想看看安卡希雅當時製作藍圖島的情形。	愛情はいいから。資料を読む許可が出たんだし、アカシアがビジョン島を作る時の様子が見たいな。	감성적인 건 그만하자. 이제 자료 열람이 가능해졌으니, 아카시아가 설계의 섬을 만들 당시 상황을 살펴보고 싶어.	None of that, please. I'd like to see what it was like when Acacia was putting together Builder Island.						0	dlc30蓝图岛对话
page1.10	区域大小目前看还算合适，后面可以再扩展一下……	區域大小目前看還算合適，後面可以再擴展一下……	エリアの広さはちょうどいい感じだね。あとでもう少し拡張すればいいし……	구역 크기는 지금 적당해 보이네. 나중에 좀 더 확장할 수 있겠어…	The size of this area looks decent for now. I can always expand it later...						0	dlc30蓝图岛对话
page1.11	光照……嗯，已经很不错了，和之前一起去过的海岛没差。	光照……嗯，已經很不錯了，和之前一起去過的海島沒差。	日当たりは……うん、いい感じ。前に一緒に行った島とそう変わらないみたい。	조명… 음, 이미 훌륭한데? 전에 같이 가봤던 섬이랑 비슷해.	Lighting... hmm, it's pretty good, almost identical to that island we visited together.						0	dlc30蓝图岛对话
page1.12	这个区域，分析员会计划建什么呢？	這個區域，分析員會計畫建造什麼呢？	分析員はこのエリアで、何を建てるのかな？	이 구역에는 분석가가 뭘 지으려고 할까?	What would the Adjutant want to build here?						0	dlc30蓝图岛对话
page1.13	如果分析员想建造游乐场的话，场地规划还要再大一些……	如果分析員想建造遊樂場的話，場地規劃還要再大一點……	遊園地なら、敷地をもっと大きくしないと……	분석가가 놀이공원을 짓는다면 부지 계획을 좀 더 크게 잡아야 할 텐데…	If it's a theme park, I'll need to make more space...						0	dlc30蓝图岛对话
