//描述	GDPL(有根据时间判断和谐的内容，就填写资源对应的GDPL，没有就不填)	原资源路径	其他资源路径
Des	GDPL	Original_Path	18ban_path
##剧情故事2D图素			
凯西娅好感度故事3		/Game/UI/Picture/Dialogue/PlotCG_718.PlotCG_718	/Game/UI/Iterative/Picture/Dialogue/PlotCG_718.PlotCG_718
凯西娅CH12主线1		/Game/UI/Picture/Dialogue/PlotCG_064_1.PlotCG_064_1	/Game/UI/Iterative/Picture/Dialogue/PlotCG_064_1.PlotCG_064_1
凯西娅CH12主线2		/Game/UI/Picture/Dialogue/PlotCG_064_2.PlotCG_064_2	/Game/UI/Iterative/Picture/Dialogue/PlotCG_064_2.PlotCG_064_2
凯西娅CH12主线3		/Game/UI/Picture/Dialogue/PlotCG_064_3.PlotCG_064_3	/Game/UI/Iterative/Picture/Dialogue/PlotCG_064_3.PlotCG_064_3
凯西娅CH12主线4		/Game/UI/Picture/Dialogue/PlotCG_064_4.PlotCG_064_4	/Game/UI/Iterative/Picture/Dialogue/PlotCG_064_4.PlotCG_064_4
凯西娅个人故事履历3		/Game/UI/Picture/Dialogue/PlotCG_122.PlotCG_122	/Game/UI/Iterative/Picture/Dialogue/PlotCG_122.PlotCG_122
PlotCG_087		/Game/UI/Picture/Dialogue/PlotCG_087.PlotCG_087	/Game/UI/Iterative/Picture/Dialogue/PlotCG_087_a.PlotCG_087_a
PlotCG_133		/Game/UI/Picture/Dialogue/PlotCG_133.PlotCG_133	/Game/UI/Iterative/Picture/Dialogue/PlotCG_133_a.PlotCG_133_a
PlotCG_084_1		/Game/UI/Picture/Dialogue/PlotCG_084_1.PlotCG_084_1	/Game/UI/Iterative/Picture/Dialogue/PlotCG_084_1_a.PlotCG_084_1_a
PlotCG_084_2		/Game/UI/Picture/Dialogue/PlotCG_084_2.PlotCG_084_2	/Game/UI/Iterative/Picture/Dialogue/PlotCG_084_2_a.PlotCG_084_2_a
PlotCG_084_3		/Game/UI/Picture/Dialogue/PlotCG_084_3.PlotCG_084_3	/Game/UI/Iterative/Picture/Dialogue/PlotCG_084_3_a.PlotCG_084_3_a
PlotCG_086_1		/Game/UI/Picture/Dialogue/PlotCG_086_1.PlotCG_086_1	/Game/UI/Iterative/Picture/Dialogue/PlotCG_086_1_a.PlotCG_086_1_a
PlotCG_086_2		/Game/UI/Picture/Dialogue/PlotCG_086_2.PlotCG_086_2	/Game/UI/Iterative/Picture/Dialogue/PlotCG_086_2_a.PlotCG_086_2_a
PlotCG_085_1		/Game/UI/Picture/Dialogue/PlotCG_085_1.PlotCG_085_1	/Game/UI/Iterative/Picture/Dialogue/PlotCG_085_1_a.PlotCG_085_1_a
PlotCG_085_2		/Game/UI/Picture/Dialogue/PlotCG_085_2.PlotCG_085_2	/Game/UI/Iterative/Picture/Dialogue/PlotCG_085_2_a.PlotCG_085_2_a
sp_cg048-背景图		/Game/Plot/CgPlot/Chapter12_Plots/PoltAsset/Bg/bg_PlotCG_048.bg_PlotCG_048	/Game/Plot/CgPlot/Chapter12_Plots/PoltAsset/Bg/bg_PlotCG_048_a.bg_PlotCG_048_a
PlotCG_061		/Game/UI/Picture/Dialogue/PlotCG_061.PlotCG_061	/Game/UI/Iterative/Picture/Dialogue/PlotCG_061_a.PlotCG_061_a
PlotCG_076		/Game/UI/Picture/Dialogue/PlotCG_076.PlotCG_076	/Game/UI/Iterative/Picture/Dialogue/PlotCG_076_a.PlotCG_076_a
PlotCG_073		/Game/UI/Picture/Dialogue/PlotCG_073_1.PlotCG_073_1	/Game/UI/Iterative/Picture/Dialogue/PlotCG_073_1_a.PlotCG_073_1_a
PlotCG_422_1		/Game/UI/Picture/DLC11/Plot_CG_422_1.Plot_CG_422_1	/Game/UI/Iterative/Picture/Dialogue/Plot_CG_422_1_a.Plot_CG_422_1_a
PlotCG_422_2		/Game/UI/Picture/Dialogue/Plot_CG_422_2.Plot_CG_422_2	/Game/UI/Iterative/Picture/Dialogue/Plot_CG_422_2_a.Plot_CG_422_2_a
PlotCG_409		/Game/UI/Picture/DLC03/PlotCG_409.PlotCG_409	/Game/UI/Iterative/Picture/Dialogue/PlotCG_409_a.PlotCG_409_a
PlotCG_414		/Game/UI/Picture/DLC03/PlotCG_414.PlotCG_414	/Game/UI/Iterative/Picture/Dialogue/PlotCG_414_a.PlotCG_414_a
PlotCG_070		/Game/UI/Picture/Dialogue/PlotCG_070_2.PlotCG_070_2	/Game/UI/Iterative/Picture/Dialogue/PlotCG_070_2_a.PlotCG_070_2_a
PlotCG_427		/Game/UI/Picture/DLC11/Plot_CG_427.Plot_CG_427	/Game/UI/Iterative/Picture/Dialogue/Plot_CG_427_a.Plot_CG_427_a
PlotCG_427_1		/Game/UI/Picture/Dialogue/Plot_CG_427_1.Plot_CG_427_1	/Game/UI/Iterative/Picture/Dialogue/Plot_CG_427_1_a.Plot_CG_427_1_a
PlotCG_426		/Game/UI/Picture/DLC11/Plot_CG_426.Plot_CG_426	/Game/UI/Iterative/Picture/Dialogue/Plot_CG_426_a.Plot_CG_426_a
PlotCG_426_1		/Game/UI/Picture/DLC11/Plot_CG_426_1.Plot_CG_426_1	/Game/UI/Iterative/Picture/Dialogue/Plot_CG_426_1_a.Plot_CG_426_1_a
PlotCG_426_2		/Game/UI/Picture/Dialogue/Plot_CG_426_2.Plot_CG_426_2	/Game/UI/Iterative/Picture/Dialogue/Plot_CG_426_2_a.Plot_CG_426_2_a
PlotCG_424		/Game/UI/Picture/DLC11/Plot_CG_424.Plot_CG_424	/Game/UI/Iterative/Picture/Dialogue/Plot_CG_424_a.Plot_CG_424_a
PlotCG_425		/Game/UI/Picture/Dialogue/Plot_CG_425.Plot_CG_425	/Game/UI/Iterative/Picture/Dialogue/Plot_CG_425_a.Plot_CG_425_a
PlotCG_071		/Game/UI/Picture/Dialogue/PlotCG_071_1.PlotCG_071_1	/Game/UI/Iterative/Picture/Dialogue/PlotCG_071_1_a.PlotCG_071_1_a
PlotCG_129		/Game/UI/Picture/Dialogue/PlotCG_129.PlotCG_129	/Game/UI/Iterative/Picture/Dialogue/PlotCG_129_a.PlotCG_129_a
PlotCG_088_1_A		/Game/UI/Picture/Dialogue/PlotCG_088_1.PlotCG_088_1	/Game/UI/Iterative/Picture/Dialogue/PlotCG_088_1_a.PlotCG_088_1_a
PlotCG_088_2_A		/Game/UI/Picture/Dialogue/PlotCG_088_2.PlotCG_088_2	/Game/UI/Iterative/Picture/Dialogue/PlotCG_088_2_a.PlotCG_088_2_a
PlotCG_089_A		/Game/UI/Picture/Dialogue/PlotCG_089.PlotCG_089	/Game/UI/Iterative/Picture/Dialogue/PlotCG_089_a.PlotCG_089_a
PlotCG_090_A		/Game/UI/Picture/Dialogue/PlotCG_090.PlotCG_090	/Game/UI/Iterative/Picture/Dialogue/PlotCG_090_a.PlotCG_090_a
PlotCG_134_A		/Game/UI/Picture/Dialogue/PlotCG_134.PlotCG_134	/Game/UI/Iterative/Picture/Dialogue/PlotCG_134_a.PlotCG_134_a
PlotCG_0101_2_A		/Game/UI/Picture/Dialogue/PlotCG_0101_2.PlotCG_0101_2	/Game/UI/Iterative/Picture/Dialogue/PlotCG_0101_2_a.PlotCG_0101_2_a
PlotCG_0102_1_A		/Game/UI/Picture/Dialogue/PlotCG_0102_1.PlotCG_0102_1	/Game/UI/Iterative/Picture/Dialogue/PlotCG_0102_1_a.PlotCG_0102_1_a
PlotCG_096_1_A		/Game/UI/Picture/Dialogue/PlotCG_096_1.PlotCG_096_1	/Game/UI/Iterative/Picture/Dialogue/PlotCG_096_1_a.PlotCG_096_1_a
PlotCG_096_2_A		/Game/UI/Picture/Dialogue/PlotCG_096_2.PlotCG_096_2	/Game/UI/Iterative/Picture/Dialogue/PlotCG_096_2_a.PlotCG_096_2_a
##PlotCG_098_A			
Plot_CG_079_1_A	{1,18,1,1}	/Game/UI/Picture/Dialogue/Plot_CG_079_1.Plot_CG_079_1	/Game/UI/Iterative/Picture/Dialogue/Plot_CG_079_1_a.Plot_CG_079_1_a
Plot_CG_080_A	{1,18,1,1}	/Game/UI/Picture/Dialogue/Plot_CG_080.Plot_CG_080	/Game/UI/Iterative/Picture/Dialogue/Plot_CG_080_a.Plot_CG_080_a
Plot_CG_081_1_A	{1,18,1,1}	/Game/UI/Picture/Dialogue/Plot_CG_081_1.Plot_CG_081_1	/Game/UI/Iterative/Picture/Dialogue/Plot_CG_081_1_a.Plot_CG_081_1_a
Plot_CG_081_2_A	{1,18,1,1}	/Game/UI/Picture/Dialogue/Plot_CG_081_2.Plot_CG_081_2	/Game/UI/Iterative/Picture/Dialogue/Plot_CG_081_2_a.Plot_CG_081_2_a
Plot_CG_130_1_A	{1,18,1,1}	/Game/UI/Picture/Dialogue/Plot_CG_130_1.Plot_CG_130_1	/Game/UI/Iterative/Picture/Dialogue/Plot_CG_130_1_a.Plot_CG_130_1_a
Plot_CG_130_2_A	{1,18,1,1}	/Game/UI/Picture/Dialogue/Plot_CG_130_2.Plot_CG_130_2	/Game/UI/Iterative/Picture/Dialogue/Plot_CG_130_2_a.Plot_CG_130_2_a
Plot_CG_130_3_A	{1,18,1,1}	/Game/UI/Picture/Dialogue/Plot_CG_130_3.Plot_CG_130_3	/Game/UI/Iterative/Picture/Dialogue/Plot_CG_130_3_a.Plot_CG_130_3_a
PlotCG_035_A	{1,6,2,1}	/Game/UI/Picture/Dialogue/PlotCG_035.PlotCG_035	/Game/UI/Iterative/Picture/Dialogue/PlotCG_035_a.PlotCG_035_a
