字符串索引	中文简体	中文繁体	日语	韩语	英语	法语	西班牙语	德语	泰语	印尼语	1=临时文案  0和不填都=正式文案	备注
Key	zh_CN	zh_TW	ja_JP	ko_KR	en_US	fr_FR	es_ES	de_DE	th_TH	id_ID	disable	Remark
1	安静的博物馆内回荡着少女急促而轻快的脚步声。	安靜的博物館內迴盪著少女急促而輕快的腳步聲。	静かな博物館に、シーリスの軽やかな足音が響き渡った。	조용한 박물관 안, 소녀의 다급하면서도 경쾌한 발걸음 소리가 울려 퍼졌다.	Her light, brisk footsteps echoed through the quiet museum halls.						0	3.2主线剧情
2	就在几秒前，她刚刚收获了恋人的回应，如果可以，好想现在就奔赴去他的身边。	就在幾秒前，她剛剛收穫了戀人的回應，如果可以，好想現在就奔到他的身邊。	本当は、今すぐにでも彼の元へ駆けつけたかった。	불과 몇 초 전에 연인의 답장을 받은 그녀는, 가능하다면 지금 당장이라도 그의 곁으로 질주하고 싶었다.	Just moments ago, the one she loved had returned her feelings. If she could've, she'd have run straight into his arms.						0	3.2主线剧情
3	但眼下还有更重要的事情……	但現在還有更重要的事情……	でも、今はもっと大事な用件がある。	하지만 지금은 더 중요한 일이 있다…	But right now, there was something more urgent to handle.						0	3.2主线剧情
4	很快，瑟瑞斯就来到了SpH-L12的花根所在。	很快，瑟瑞斯就來到了SpH-L12的花根所在。	SpH-L12の根っこがある場所にたどり着くのに、さほど時間がかからなかった。	세리스는 곧바로 SpH-L12의 꽃 뿌리가 있는 곳에 도착했다.	Before long, Siris arrived at the growth pod containing the remains of the SpH-L12 plant.						0	3.2主线剧情
5	四周弥漫着细密的粉末，让人视线有些模糊，好在瑟瑞斯现在已经有了抗体，便大胆地上前观察起来。	四周瀰漫著細密的粉末，讓人視線有點模糊，好在瑟瑞斯現在已經有了抗體，便大膽地上前觀察起來。	宙に浮かんでいる細かい粉末で視界が少しぼやけたが、もう抗体を持っているから怖くないと思ったのか、彼女は培養器に思いっきり顔を近づけて、観察した。	사방에 자욱하게 퍼진 미세 가루 때문에 시야가 흐릿했지만, 다행히도 이미 항체가 생긴 세리스는 용기 있게 다가가 관찰할 수 있었다.	A fine mist of motes hung in the air, blurring the edges of her vision. But now that she had antibodies in her system, she stepped forward without hesitation.						0	3.2主线剧情
6	粗壮的灰蓝茎干早就突破了培养仓的束缚，玻璃碎片散了一地。	粗壯的灰藍莖幹早就突破了培養艙的束縛，玻璃碎片散了一地。	灰青色の太い茎が培養器を突き破ったせいで、ガラスの破片は床一面に散らばっていた。	굵은 청회색 줄기는 육성 캡슐의 구속에서 벗어난 지 오래된 듯했고, 유리 파편이 바닥에 널브러져 있었다.	The plant's thick, gray-blue stalk had long ago broken through the confines of the pod, shattered glass lay scattered across the floor.						0	3.2主线剧情
7	咔——咔……	咔——咔……	パリッ……パリッ……	바스락… 바스락…	Crack... crunch...						0	3.2主线剧情
8	瑟瑞斯踩在铺在地上、已经干枯的巨大叶片上，脚下不断传来窸窸窣窣的破裂声。	瑟瑞斯踩在鋪在地上、已經乾枯的巨大葉片上，腳下不斷傳來窸窸窣窣的破裂聲。	床に広がった巨大な枯れ葉の上に足を踏むと、足下から破裂音が聞こえてきた。	세리스가 바닥에 가득 깔린, 메마르고 거대한 잎사귀를 밟자, 발밑에서 바스락거리는 소리가 계속 들려왔다.	Her boots pressed down on the brittle, dried leaves strewn across the tiles.						0	3.2主线剧情
9	从中心不算大的黑洞来看，确实有孢子成熟并脱离母体的痕迹。	從中心不算大的黑洞來看，確實有孢子成熟並脫離母體的痕跡。	培養器の表面にぽっかりと開いた穴からして、確かに子個体が成熟して母体から離れた痕跡があった。	중간에 그리 크지 않은 검은 구멍이 난 걸 보니, 성숙기에 접어든 포자가 모체에서 분리된 흔적인 듯했다.	A hollow in the center of the plant confirmed it: a spore had fully matured and dispersed.						0	3.2主线剧情
10	瑟瑞斯小心翼翼地拿出注射装置，在花根处取得满满一管“退化酶”。	瑟瑞斯小心翼翼地拿出注射裝置，在花根處取得滿滿一管「退化酶」。	シーリスは慎重に注射装置を取り出し、根っこから「退化酵素」を注射管いっぱい採取した。	세리스는 조심스럽게 주사 장치를 꺼내, 꽃 뿌리 부분에서 '퇴화 효소'를 가득 추출했다.	Siris carefully withdrew a syringe and extracted a full tube of regression enzyme from the root at the base of the stalk.						0	3.2主线剧情
11	蓝色的液体在透明管壁中散发着淡淡的荧光。	藍色的液體在透明管壁中散發著淡淡的熒光。	青い液体は透明な管の中で淡く蛍光を放っていた。	파란색 액체가 투명한 관 속에서 희미한 형광을 발산했다.	The blue solution glowed faintly inside the transparent tube.						0	3.2主线剧情
12	这样的话应该就可以了吧？	這樣的話應該就可以了吧？	よし、これで大丈夫なはず。	이 정도면 됐겠지?	That should do it.						0	3.2主线剧情
13	赶紧去酒店大厅和分析员汇合吧。	趕快去飯店大廳和分析員會合吧。	早くロビーへ戻って分析員たちと合流しないと。	어서 호텔 로비로 가서 분석가님을 만나야겠어.	Time to head to the lobby and meet up with the Adjutant.						0	3.2主线剧情
14	就在瑟瑞斯沿着原路返回时，一声惨叫传来，吓得瑟瑞斯立刻止住了脚步。	就在瑟瑞斯沿著原路返回時，一聲慘叫傳來，嚇得瑟瑞斯立刻止住了腳步。	引き返そうとしたとき、突然悲鳴が聞こえた。その声に、シーリスはびっくりして足を止めた。	왔던 길로 되돌아가던 그때 누군가의 비명이 들려왔고, 깜짝 놀란 세리스는 곧바로 발걸음을 멈췄다.	Just as she had started her way back, a sharp scream pierced the silence, freezing her mid-step.						0	3.2主线剧情
15	啊——！	啊——！	きゃあああーー！	꺄악!	Aah—!						0	3.2主线剧情
16	这好像是米娅的声音？	這好像是米婭的聲音？	今のは、ミアさんの声……？	미아의 목소리 같은데?	Was that Mia!?						0	3.2主线剧情
17	心脏在胸腔里急促地跳动着。	心臟在胸腔裡急促地跳動著。	シーリスの鼓動が一気に早くなった。	가슴속에서 심장이 쿵쿵 날뛰었다.	Siris felt her heartbeat quicken.						0	3.2主线剧情
18	在确定声音来源于大厅方向后，瑟瑞斯拿出了比刚才更快的速度，跑向了目的地。	在確定聲音來源於大廳方向後，瑟瑞斯拿出了比剛才更快的速度，跑向了目的地。	声はロビーのほうから聞こえた。シーリスはさっきよりも速くロビーへ急いだ。	로비 쪽에서 난 소리임을 확인하고, 세리스는 아까보다 더 빠른 속도로 그곳을 향해 달렸다.	The scream had come from the direction of the hotel lobby — without wasting another second, she broke into a full sprint.						0	3.2主线剧情
19	尖叫同样惊动了我和芬妮。	尖叫同樣驚動了我和芬妮。	ロビーの方から悲鳴が聞こえた。	그 비명에 나와 페니도 깜짝 놀랐다.	The scream had also rattled Fenny and me.						0	3.2主线剧情
20	怎么回事？	怎麼回事？	一体何かしら……	무슨 일이지?	What was that?						0	3.2主线剧情
21	她微微蹙眉，脚下的动作不慢反快。	她微微皺眉，腳下的動作不慢反快。	となりのファニーは眉をひそめて、歩みを速めた。	그녀는 미간을 살짝 찌푸리더니 발걸음을 더 재촉했다.	Fenny frowned and picked up her pace without hesitation.						0	3.2主线剧情
22	奈莉德和米娅那边怕是出了意外，我们得再快些了。	奈莉德和米婭那邊恐怕是出意外了，我們得再快點了。	ネリーダとミアのほうで何かが起きたのかもしれない。急ぐぞ。	네리다와 미아한테 무슨 일이 생겼나 본데, 더 서둘러야겠어.	Something must be going on with Mia and Nerida. We need to hurry.						0	3.2主线剧情
23	等我们火急火燎冲到大厅，眼前的一切却又让我们摸不着头脑。	等我們火速地衝到大廳，眼前的一切卻又讓我們摸不著頭緒。	慌ててロビーに駆けつけると、目の前の光景に私たちは困惑した。	로비 쪽으로 부랴부랴 달려간 우리는 눈앞의 광경에 어리둥절해졌다.	We rushed into the lobby — only to be met with a baffling scene.						0	3.2主线剧情
24	只看到一个表面带着淡淡的荧光的蓝色圆球飘浮在空中，每挪动一下，就会发生咕噜咕噜的奇怪声响。	只看到一個表面帶著淡淡螢光的藍色圓球飄浮在空中，每移動一下，就會發生咕嚕咕嚕的奇怪聲響。	淡い蛍光を放つ青い球体が空中に浮かび、動くたびに「クルル」という奇妙な音を立てた。	희미한 형광색을 띠는 파란색 구체가 공중에 떠 있었고, 살짝 움직일 때마다 '꾸륵꾸륵' 하는 이상한 소리가 났다.	A faintly glowing blue sphere hovered mid-air, wobbling gently as it emitted odd, blooping sounds with each bob.						0	3.2主线剧情
