字符串索引	中文简体	中文繁体	日语	韩语	英语	法语	西班牙语	德语	泰语	印尼语	1=临时文案  0和不填都=正式文案	备注
Key	zh_CN	zh_TW	ja_JP	ko_KR	en_US	fr_FR	es_ES	de_DE	th_TH	id_ID	disable	Remark
1	遥远的星球上，传奇故事仍在上演——	遙遠的星球上，傳奇故事仍在上演——	遥か彼方の星で、伝説はなお続いている――	머나먼 별에서, 전설 이야기가 계속 펼쳐지고 있다.	In a galaxy super far away, the legend continues...						0	3.2异星守护开场剧情
2	勇敢的异星守护者playername，肩负着女领主安卡希雅的殷切期望。	勇敢的異星守護者playername，肩負著女領主安卡希雅的殷切期望。	勇敢なる異星防衛者playernameは、女領主アカシアの厚い信頼をその背に受ける。	용감한 은하 수호자 playername, 그는 여성 영주 아카시아의 간절한 기대를 짊어졌다.	playername, the brave Star Defender, carries the hopes of Lady Acacia.						0	3.2异星守护开场剧情
3	他操控着火力更加威猛的机枪塔，绝不放过任何一个异星闯入者。	他操控著火力更加威猛的機槍塔，絕不放過任何一個異星闖入者。	彼は火力を強化した機関銃架を操り、いかなる侵入者も逃さず、この美しい星を守り抜く……	그는 더욱 강력한 화력의 기관총탑을 조종하며, 단 하나의 외계 침입자도 놓치지 않았다.	Now armed with an upgraded turret, he stands firm against all invaders.						0	3.2异星守护开场剧情
3_1	星球的守护之战，仍在继续……	星球的守護之戰，仍在繼續……	星を守る戦い、これからも続いていく…	은하 수호 전쟁은 계속된다…	The fight... isn't over yet.						0	
4	而在他身边，越来越多炽热而充满期待的目光也追随而至。	而在他身邊，越來越多熾熱而充滿期待的目光也追隨而至。	そして彼のそばには、熱と期待を帯びた視線がますます集まっていく。	그의 곁에는 뜨겁고도 기대에 찬 시선이 점점 더 많이 따르게 된다.	And following his every move with expectation, are more and more passionate eyes.						0	3.2异星守护开场剧情
5	勇敢的playername哟，前方的战斗实在凶险，请从她们之中挑选一位做你的支援吧！	勇敢的playername哟，前方的戰鬥實在兇險，請從她們之中挑選一位做你的支援吧！	勇敢なplayername、前方は危険地帯だよ。彼女たちの中から、きみの支援役を一人選んで。	용감한 playername, 앞으로의 전투는 매우 위험하니, 그녀들 중에서 한 명을 선택해 당신의 지원자로 삼아라!	O valiant playername, the battle ahead is fierce! Choose one of these fair girls to fight alongside you!						0	3.2异星守护开场剧情
6	勇者playername的身边怎么能少得了我芬妮？	勇者playername的身邊怎麼能少得了我芬妮？	勇者playernameの隣に、このファニーがいないなんてあり得ないわよ！	용사 playername의 곁에 나, 페니가 빠질 수 있겠어?	The one destined to stand with the hero playername? It has to be me — Fenny!						0	3.2异星守护开场剧情
7	来，与我缔结蜜约，让我们携手面对这场激战吧！	來，與我締結蜜約，讓我們攜手面對這場激戰吧！	さあ、蜜約を結びましょ。手を取り合って、この激戦に挑むの！	자, 나랑 달콤한 계약을 맺어서 이 격전을 함께 헤쳐나가자고!	Make a pact with me. Let's take them on together!						0	3.2异星守护开场剧情
8	“星之激浪”奈莉德，将永远效忠于你。	“星之激浪”奈莉德，將永遠效忠於你。	「星の奔流」ネリーダ、永劫におまえに忠誠を誓うのだ。	 '돌진의 별' 네리다, 너에게 영원히 충성을 바치겠다.	I'm Surgestar Nerida. I pledge my loyalty to you.						0	3.2异星守护开场剧情
9	我的“<orange>背誓星束</>”只会为我所敬仰之人使用，一定可以助你一臂之力。	我的“<orange>背誓星束</>”只會為我所敬仰之人使用，一定可以助你一臂之力。	私の「<orange>反逆の星流</>」は敬う者にのみ振るう。必ず力になるぞ。	내 '<orange>맹세의 스타 빔</>'은 오직 내가 존경하는 이를 위해서만 사용하지. 분명 너에게 도움이 될 거야.	My <orange>Reckoning Starbeam</> is reserved only for serving those I admire. I will not fail you.						0	3.2异星守护开场剧情
10	守护着异星的分析员……啊！剧本上原话是……星球的拯救者playername！	守護著異星的分析員……啊！劇本上原話是……星球的拯救者playername！	異星を守る分析員……あっ！ 台本では……星を救うplayername、だよね！	은하를 수호하는 분석가님… 아! 각본 원문은… 행성의 구원자 playername!	Oh, Defender of the Stars, Adjutant... Wait, sorry! The script says... Savior of the Planet, playername!						0	3.2异星守护开场剧情
11	你去哪里，“星之浮游”瑟瑞斯也就跟你去哪里！	你去哪裡，“星之浮游”瑟瑞斯也就跟你去哪裡！	きみが行く所なら、「星の浮遊」シーリスも一緒に行くよ！	당신이 어디를 가든, '표류의 별' 세리스도 따르겠어요!	Wherever you go, I, Driftstar Siris will follow!						0	3.2异星守护开场剧情
