字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1			今天一下班，就收到了恩雅让我陪她去夹娃娃的邀请。		2.6版本恩雅随机事件
page1.2	H恩雅		分析员！这边这边！		2.6版本恩雅随机事件
page1.3	H主角		嗯哼，正好让我来看看，是哪只娃娃赢得了我们恩雅姐姐的欢心呢？		2.6版本恩雅随机事件
page1.4	H恩雅		倒不是看上哪只娃娃了啦。		2.6版本恩雅随机事件
page1.5	H恩雅		是有一只娃娃的衣服裂开了。想取出来补补。		2.6版本恩雅随机事件
page1.6	H主角		原来如此。需要打开娃娃机对吧？		2.6版本恩雅随机事件
page1.7	H恩雅		不是喔，是想分析员亲自帮忙夹出来。		2.6版本恩雅随机事件
page1.8	H恩雅		之前在某个视频看到过：两个人一起趴在玻璃前夹娃娃，是非常有助感情升温的约会方式之一呢。		2.6版本恩雅随机事件
page1.9	H主角		原来是这个打算。		2.6版本恩雅随机事件
page1.10	H恩雅		不过它的位置是不是不太好抓……		2.6版本恩雅随机事件
page1.11	H主角		嗯，确实有些麻烦，毕竟大半个身子都被其他娃娃压住了。		2.6版本恩雅随机事件
page1.12	H恩雅		那我们先打开机器挪……		2.6版本恩雅随机事件
page1.13	H主角		不必。		2.6版本恩雅随机事件
page1.14	H主角		问题不大。先把压住她的娃娃全抓上来就好了。		2.6版本恩雅随机事件
page1.15	H恩雅		诶！就知道分析员哥哥最厉害啦！		2.6版本恩雅随机事件
