字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H恩雅		今早又睡过头了唔。		2.6版本恩雅随机事件
page1.2	H主角		度假期间，作息有些混乱了呢。		2.6版本恩雅随机事件
page1.3	H恩雅		是啊，幸好有分析员叫我起来，不然就要错过赶海了。		2.6版本恩雅随机事件
page1.4	H主角		我晨练完回来看你还没醒，是这些天累坏了吧？		2.6版本恩雅随机事件
page1.5	H恩雅		怎么会呢？和分析员一起度过的每一天，都很幸福。		2.6版本恩雅随机事件
page1.6	H恩雅		不过……要是像分析员一样，忙了一晚还能精神抖擞就好了。		2.6版本恩雅随机事件
page1.7	H主角		那，要不今晚不忙活了？		2.6版本恩雅随机事件
page1.8	H主角		为了我们恩雅明天能精神百倍，今晚我们都早些休息。你觉得怎样？		2.6版本恩雅随机事件
page1.9	H恩雅		分析员……你这个问题可真是太狡猾了！		2.6版本恩雅随机事件
page1.10	H恩雅		我不想太早睡着错过与你相爱的时光，至于会不会影响明天的状态，我们今晚不妨再研究下？		2.6版本恩雅随机事件
