字符串索引	标记	立绘位置	说话人	实际说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Flag	Pos	Speaker	RealSpeaker	WwiseEventID	zh_CN	disable	Remark
1		0	卜卜			咳嗯！虽然早听说过这个“纺锤”系统是传奇天才芙提雅·伊格妮丝队员和……陶董一起开发的，但现在看来还是有很多不方便的地方嘛。	0	2.3版本主线故事
2		0	卜卜			调查和战斗两个模式之间还不能进行即时的热切换……看来只能先把这些边角料一样的信息记录在这里了。	0	2.3版本主线故事
3		0	卜卜			那位心细如发的分析员阁下应该能发现才对！	0	2.3版本主线故事
4		0	分析员			……心细如发吗。	0	2.3版本主线故事
5		0				没错，卜卜，你可以安心……即便是被你草草记录在战斗模块下的这些短篇幅的信息，我也确实注意到了。	0	2.3版本主线故事
6		0				只是这些看似不咸不淡的对白并不是什么边角料。	0	2.3版本主线故事
7		0				如果你当时能知道更多……如果你不是外勤特工，而是海姆达尔部队的一员的话……	0	2.3版本主线故事
8		0				你就会明白这些只言片语于我而言，到底是多么宝贵的情报！	0	2.3版本主线故事
9		4	胆小的流民			……我说，你可想好了！你真打算跟那些外人打交道啊？	0	2.3版本主线故事
10		5	直率的流民			有什么不可以的？两个肩膀一颗脑袋，外人也是人嘛，又不是怪物。	0	2.3版本主线故事
11		4	胆小的流民			要是让村里的长辈们知道了怎么办？	0	2.3版本主线故事
12		5	直率的流民			这种事啊……你不说，我不说……外人，哎你别乱动——	0	2.3版本主线故事
13		5	直率的流民			外人啊，更不会去说的！所以不会被那些老东西们知道！	0	2.3版本主线故事
14		0				藏身在绿洲地带茂密的灌木丛后，卜卜悄无声息地注视着面前相隔不过十几米的两个年轻女人。	0	2.3版本主线故事
15		0				她们年龄相仿，看着装打扮和谈吐举止毫无疑问都是北庭卫地区的本地人。	0	2.3版本主线故事
16		0				但奇怪的是，其中一个正在另一个的帮助下，换上一身与这里格格不入的装扮。	0	2.3版本主线故事
17		5	直率的流民			好了，这样就行了！我跟你说，我见过外面那些人的打扮，那种到处跑着跟人谈生意的，大概就穿成这样。	0	2.3版本主线故事
18		5	直率的流民			你记不记得前几年，有个什么大人物想来咱们北庭卫买块地，建个什么……避难所？当时负责帮那个大人物处理谈判的人就都穿成这样子！	0	2.3版本主线故事
19		0	胆小的流民			可是……	0	2.3版本主线故事
20		5	直率的流民			哎呀，哪有那么多可是可是的，快走啦。	0	2.3版本主线故事
21		0	胆小的流民			到底要去哪儿啊……还有，这种衣服你从哪里弄来的？	0	2.3版本主线故事
22		5	直率的流民			从哪儿弄来的你就别问啦，相信我，你不会想知道的。	0	2.3版本主线故事
23		5	直率的流民			至于去哪里嘛……嗯，反正现在泰古通达的那些家伙正把人都往峡谷里赶，我们就干脆跟他们反着来就好了。	0	2.3版本主线故事
24		5	直率的流民			你知道吗，现在咱们这里啊到处都是“眼睛”！	0	2.3版本主线故事
25		0				那个明显更大胆更有主见的姑娘双手叉腰，挺直了身体，一边说着，一边环视着周遭的一切。	0	2.3版本主线故事
26		6	直率的流民			一棵树，一块石头，搞不好一片水塘里都潜伏着想要打听消息，刺探情报的“外人”呐。	0	2.3版本主线故事
27		6	卜卜			……	0	2.3版本主线故事
28		5	直率的流民			所以你只要穿成这个样子，陪着我大摇大摆地到处走走，被那些外人看到我和你走在一起，他们就会认为我是个愿意跟外人接触的本地人。	0	2.3版本主线故事
29		0	胆小的流民			……这会不会太草率了点？	0	2.3版本主线故事
30		5	直率的流民			你能想到更好的办法吗？	0	2.3版本主线故事
31		0	胆小的流民			我……	0	2.3版本主线故事
32		5	直率的流民			好啦，就算后面真的有麻烦，火也烧不到你身上！看在一起长大的份上，你就帮我这一次嘛！	0	2.3版本主线故事
33		5	直率的流民			我实在是受不了这种压抑，闭塞又无聊的日子了。外面的世界那么好，我说什么也要抓住这次机会让人把我带出去看看！	0	2.3版本主线故事
34		0				她催促着同伴，连拉带扯地将对方拽着走远了。	0	2.3版本主线故事
35		0	卜卜			嗯……提到了很多很有意思的关键词呢！	0	2.3版本主线故事
36		0	卜卜			咳嗯，外勤特工卜卜记录！本地流民里有年轻一辈的人抱着很强烈的与外界接触的意愿……	0	2.3版本主线故事
37		0	卜卜			从言语中能够判断，北庭卫地区或许一直都有人在暗中与外界产生联系，而刚刚的年轻人似乎也掌握与之相关的情报。	0	2.3版本主线故事
38		0	卜卜			“生意”，“买地”，“避难所”……来吧，卜卜，脑筋转起来！	0	2.3版本主线故事
39		0	卜卜			像训练的时候那样……像那位分析员大人一样去思考！	0	2.3版本主线故事
40		0	卜卜			这些个关键词，跟北庭卫现在的状况结合起来……也跟北庭卫之外的，其他地方的局势结合起来……	0	2.3版本主线故事
41		0	卜卜			前董事奥米茄在耶洛沙的势力已经被瓦解了，那么与他蛇鼠一窝的其他前董事们一定会提高警惕。	0	2.3版本主线故事
