字符串索引	标记	立绘位置	说话人	实际说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Flag	Pos	Speaker	RealSpeaker	WwiseEventID	zh_CN	disable	Remark
1		0				蔚蓝的海面，一望无际。	0	3.0主线剧情
2		0				如果只是驻足观赏，海面便像是一块无瑕的蓝宝石，平静而迷人。	0	3.0主线剧情
3		0				但若是逆着风浪前进，大海就完全是另一副样子。它狂暴、桀骜，越是抵抗它的威严，就越是举步维艰。	0	3.0主线剧情
4		9	薇蒂雅天鹅座		Play_Vo_dlc30ep1_girl018_01	呜……	0	3.0主线剧情
5		0				许多人便是被这样的困难所阻止，不再追求于驯服海洋。	0	3.0主线剧情
6		9	薇蒂雅天鹅座		Play_Vo_dlc30ep1_girl018_02	太、太快了……	0	3.0主线剧情
7		0				而我，则一向是迎难而上的那一类人。	0	3.0主线剧情
8		9	薇蒂雅天鹅座		Play_Vo_dlc30ep1_girl018_03	所以说……分析员大人你实在开得太快啦！！！	0	3.0主线剧情
9		0	分析员无帽			现在时间紧急，你就稍微忍耐一下吧。	0	3.0主线剧情
10		0	分析员无帽			实在晕船的话，就抓紧我一些。	0	3.0主线剧情
11		0				狂风将薇蒂雅最后一点抗议也吹得无影无踪，我则重新将精力转移到了驾驶这艘小艇上。	0	3.0主线剧情
12		0				为了解决菲洛索亚地区迫在眉睫的危机，十小时前，我与天启者们在前端小镇制订了新的作战计划。	0	3.0主线剧情
13		0				我们需要在12小时内完成准备，前往位于海对面的卫城学院本部，阻止埃达的阴谋。	0	3.0主线剧情
14		0				芙提雅与伊切尔已经踏上了调查“树”的旅程，凯茜娅与苔丝则在我的安排下，在前端小镇进行着战术套装的升级。	0	3.0主线剧情
15		0				将一切安排妥当后，我在小镇的码头上借来了一艘快艇，带着薇蒂雅上了船，一路全速前进至此。	0	3.0主线剧情
16		6	薇蒂雅天鹅座		Play_Vo_dlc30ep1_girl018_04	我知道现在跨海大桥一时半会没办法修复，但是……我们一定要走海路吗？	0	3.0主线剧情
17		0	分析员无帽			因为信息风暴的影响，通讯系统全部停摆，现在各种飞行器都不太可靠。	0	3.0主线剧情
18		0	分析员无帽			虽然也可以从陆上绕路过去，但那要花的时间实在太多。综合来看，乘船过去是最优选择。	0	3.0主线剧情
19		0	分析员无帽			问题是，从跨海大桥修建之后，这条海上通道已经很久没有人使用了。所以趁着她们适应战术套装的这段时间，我才带着你提前走一遍这条海路。	0	3.0主线剧情
20		6	薇蒂雅天鹅座		Play_Vo_dlc30ep1_girl018_05	明白了，不……不愧是分析员大人。	0	3.0主线剧情
21		0				嘴上这么说着，薇蒂雅额头上的汗珠却是一点没少。对于没怎么出过海的她来说，在海上驰骋或许比直面泰坦更加可怕。	0	3.0主线剧情
22		0				眼见我没有降下速度的打算，薇蒂雅干脆从身后紧紧抱住了我，她声音中的颤抖也总算消减了许多。	0	3.0主线剧情
23		9	薇蒂雅天鹅座		Play_Vo_dlc30ep1_girl018_06	分析员大人，我们现在离学院本部还有多远？	0	3.0主线剧情
24		0	分析员无帽			这艘快艇的最快速度是60节，我们也快走了一个小时了，那就应该……还要十分钟吧。	0	3.0主线剧情
25		0	分析员无帽			这样的话，我们回到前端小镇的时候，凯茜娅和苔丝那边估计也完成升级了。	0	3.0主线剧情
26		9	薇蒂雅天鹅座		Play_Vo_dlc30ep1_girl018_07	十分钟……好，再坚持十分钟……	0	3.0主线剧情
27		0				薇蒂雅将头朝我的后背贴得更紧了些，似乎是不打算再睁眼面对海洋了。	0	3.0主线剧情
28		9	薇蒂雅天鹅座		Play_Vo_dlc30ep1_girl018_08	说到升级，她们俩的新战术套装真是够夸张的。	0	3.0主线剧情
29		0				出发前，我和薇蒂雅已经在实验室中见到了研发进度大约90%的两套战术套装。正因如此，我才放心离开了小镇。	0	3.0主线剧情
30		9	薇蒂雅天鹅座		Play_Vo_dlc30ep1_girl018_09	凯茜娅的那套是彻头彻尾的单兵重火力，而苔丝的那个……我都不知道是用什么办法实现的。	0	3.0主线剧情
31		9	薇蒂雅天鹅座		Play_Vo_dlc30ep1_girl018_10	卫城学院的这些研究者，简直和魔法师没什么区别。	0	3.0主线剧情
32		0	分析员无帽			为了这次的武装升级，她们也算是把压箱底的东西拿出来了。	0	3.0主线剧情
33		0	分析员无帽			那两套战术套装，都是在<orange>原型机</>的基础上进行改进开发的。	0	3.0主线剧情
34		9	薇蒂雅天鹅座		Play_Vo_dlc30ep1_girl018_11	原型机？	0	3.0主线剧情
35		0	分析员无帽			嗯，你可以理解成，是现在天启者所使用的战术套装的前身。	0	3.0主线剧情
36		0	分析员无帽			降临事件前，公司、军方以及其他组织，就在研究“终极武器”，也就是能够提供给普通士兵使用的一体化特战装备。	0	3.0主线剧情
37		0	分析员无帽			那时的研究者们试图打造一人成军的超级战士，因此这些装备的火力和性能都非常夸张，至少理论数据很好看。	0	3.0主线剧情
38		0	分析员无帽			但到了实战中，普通士兵的身体素质根本无法完全控制装备，故障率远超预期。	0	3.0主线剧情
39		0	分析员无帽			再加上这些装备普遍高昂的成本，投资者最终都失去了耐心，“终极武器”大多被销毁，只有少数保存在了卫城学院中，被称为原型机。	0	3.0主线剧情
40		0	分析员无帽			直到降临事件发生，得益于天启者的身体素质，许多过去的构想才被重新启用，最终促成了战术套装的诞生。	0	3.0主线剧情
41		9	薇蒂雅天鹅座		Play_Vo_dlc30ep1_girl018_12	哇……原来还有这种事情。在战斗方面，分析员大人好像什么都知道呢。	0	3.0主线剧情
42		0	分析员无帽			这是因为当时公司在开发“终极武器”时，我提供过一些实战建议。	0	3.0主线剧情
43		0				我的脑中由此浮现出了过去在安全部时的日子。作为安全部主管，我尝试使用过几套“终极武器”，而最终我确信了那些东西麻烦且无用。	0	3.0主线剧情
44		9	薇蒂雅天鹅座		Play_Vo_dlc30ep1_girl018_13	不过，明明战术套装是原型机的改进版，为什么现在要靠原型机来升级凯茜娅和苔丝的战术套装呢？	0	3.0主线剧情
45		0	分析员无帽			这就是卫城学院的特别之处了。	0	3.0主线剧情
46		0	分析员无帽			大多数“终极武器”都是因为无用而被销毁，而卫城学院所开发的恰恰相反。研究者们意识到自己创造出了真正的决战兵器，因此才将之封存。	0	3.0主线剧情
47		9	薇蒂雅天鹅座		Play_Vo_dlc30ep1_girl018_14	……啊？	0	3.0主线剧情
48		0				这件事情，是不久前我才从陶的口中得知的。	0	3.0主线剧情
49		0	分析员无帽			藏木于林，把货真价实的兵器与大量残次品保存在一起。这样一来，其他势力也不会盯上学院的研究。	0	3.0主线剧情
50		0	分析员无帽			所以你之前说得没错，她们的确和魔法师一样。	0	3.0主线剧情
51		0	分析员无帽			只不过，我问过她们，却没有一个人能猜到埃达到底是为什么盯上了卫城学院。	0	3.0主线剧情
52		0				我慢慢降下了快艇的速度，使其最终在海面上缓缓停下。	0	3.0主线剧情
