字符串索引	中文简体	中文繁体	日语	韩语	英语	法语	西班牙语	德语	泰语	印尼语	1=临时文案  0和不填都=正式文案	备注
Key	zh_CN	zh_TW	ja_JP	ko_KR	en_US	fr_FR	es_ES	de_DE	th_TH	id_ID	disable	Remark
1	给维欧尔哥哥明灯节祝福	給維歐爾哥哥明燈節祝福	ヴィオル兄さんへの明灯祭の祝福	비올 형에게 전하는 등명제 축복	Viaur, my brother, happy Mingdeng Jie.						0	
2	泰坦依旧存在，它让我们被分隔在零区。	泰坦依舊存在，它讓我們被分隔在零區。	「タイタンは未だ存在し、そのせいで私たちはエリアゼロに取り残される。	타이탄은 여전히 존재해. 타이탄 때문에 우리는 제로 구역에 격리됐고.	The Titans are ever-present, keeping us in the Containment Zone.						0	
3	它让人遭受污染，让人心变得奇怪。	它讓人遭受汙染，讓人心變得奇怪。	やつは人を汚染し、人の心を狂わせる。	타이탄은 사람들은 감염시키고, 사람들의 마음을 이상하게 변질시키고 있어.	It pollutes people, warping their minds.						0	
4	但现在，我要加入将泰坦奉若神明的组织了。	但現在，我要加入將泰坦奉若神明的組織了。	しかし今から、私はタイタンを神として崇拝する組織に参加する。	하지만 난 타이탄을 신으로 섬기는 조직에 가입하려 해.	But now, I'm joining an organization that worships the Titans.						0	
5	哥哥，我会去降临团找机会。	哥哥，我會去降臨團找機會。	兄さん、私は降臨団に行って、チャンスを待つ。	일단 강림단에 가서 한번 기회를 찾아볼게.	Brother, I'm joining the Adventists to open up new doors for myself.						0	
6	如果一直在天楼低层待着，我们永远都是被踩在最下面的泥土。	如果一直在天樓低層待著，我們永遠都是被踩在最下面的泥土。	スカイタワーの低区にいたままじゃ、私たちは永遠に他人に踏みにじられる泥も同然だ。	만약 스카이 타워 저층 구역에서 계속해서 머문다면, 아마 우리는 영원히 최하층의 흙만 밟아야 할 거야.	If we stay on the lower floors of the Towers, we'll always just be dirt for people to step on.						0	
7	如果有机会到楼上去，有机会成为降临团的主事，我们就不用再过这种生活了。	如果有機會到樓上去，有機會成為降臨團的主事，我們就不用再過這種生活了。	上に行く機会も、降臨団の司教になるチャンスもある。そうしたらこんな生活ともさよならだ。	기회가 돼서 스카이 타워 고층 구역으로 가게 되고, 강림단의 이사가 될 수만 있다면 이런 삶은 더 이상 살 필요가 없겠지.	If I had the chance to go upstairs, to become the Adventist Exarch, we wouldn't have to live like this anymore.						0	
8	哥哥你就不用再忍受成年病的疼痛了。	哥哥你就不用再忍受成年病的疼痛了。	兄さんもティーン症候群に苦しめられずに済む。	그렇게 되면 형도 더 이상 성인병으로 인한 고통을 참을 필요는 없을 거야.	Brother, you won't have to endure the pain of Juvosis anymore.						0	
9	今年的明灯节，我们一定要一起参加明灯新仪。	今年的明燈節，我們一定要一起參加明燈新儀。	今年の明灯祭、私たちはかならず明灯新祭に出るんだ。	올해 등불 의식은 꼭 같이 참가하자.	This year's Mingdeng Jie, we will go to the Mingdeng Ritual together.						0	
10	燃了灯，祈了福，我的所有愿望，都一定会实现。	燃了燈，祈了福，我的所有願望，都一定會實現。	灯をつけ、祈りを捧げれば、私たちの願いもきっと全て叶う。」	불을 밝히고, 축복을 기원하면 분명 소원이 이루어질 거야.	After lighting our lanterns and praying for good fortune, I'm sure all of my wishes will come true.						0	
11	（看来，无论是信石，还是配套的用来解读信石的月光透镜，都没有来得及送到收信人的手上。我会将这对兄弟的信石珍藏。）	（看來無論是信石，還是配套的用來解讀信石的月光透鏡，都沒來得及送到收信人的手上。我會好好珍藏這對兄弟的信石。）	（どうやら信石も、それと対を成す月光レンズも相手に届かなかったようだ。私がこの兄弟の信石を保管しておこう。）	(보아하니 전각석도 달빛 거울도 제시간에 수취인한테 전달되지 못한 것 같군. 브라기 형제를 대신해서 해당 전각석을 보관해야겠어)	(It seems that both the Letter Stone and the corresponding Moonlit Lens used to interpret the engravings weren't delivered to the recipient in time. I'll treasure the brothers' Letter Stone.)						0	
