字符串索引	中文简体	中文繁体	日语	韩语	英语	法语	西班牙语	德语	泰语	印尼语	1=临时文案  0和不填都=正式文案	备注
Key	zh_CN	zh_TW	ja_JP	ko_KR	en_US	fr_FR	es_ES	de_DE	th_TH	id_ID	disable	Remark
1	分析员长官！帮我要到签名照了吗！	分析員長官！幫我要到簽名照了嗎！	分析員さん！サイン付き写真、もらえた？	분석가님! 일전에 부탁했던 웬스데이님의 친필 사인 사진은 어떻게 됐죠?!	Senior Adjutant! Could you help me get that autographed picture!?						0	
b-1											0	
2	虽然你看起来不像坏人。	雖然你看起來不像壞人。	あなたは悪い人じゃなさそうだけど。	나쁜 사람이 아니라는 건 알지만…	You don't seem like a bad person...						0	
b-2											0	
3	但我没法答应不知来历的人的请求。	但我沒法答應不知來歷的人的請求。	名前すら知らない人からの頼みを簡単に聞くわけにはいかないんだよ。	정체도 모르는 사람의 부탁을 들어 줄 수는 없어요.	But I can't work with someone I don't know anything about.						0	
4	哎呀，我怎么把这事给忘记了！	哎呀，我怎麼把這事給忘記了！	あっ、あたし名乗ってなかったっけ！	아… 내 정신 좀 봐. 어떻게 이런 걸 까먹을 수가 있지!	Geez, what was I thinking?						0	
5	那么，请容我重新介绍。我是金琅，仓尧最得意的手下，就是他派我来协助分析员长官的。	那麼，請容我重新介紹。我是金瑯，倉堯最得意的手下，就是他派我來協助分析員長官的。	じゃあ、あらためて自己紹介させてもらうね。あたしは金琅、倉尭の一番の部下で、彼の指示で分析員さんの手伝いをしに来た。	그럼 다시 정식으로 제 소개부터 할게요. 전 금랑이라고 하고, 창요 님이 가장 아끼는 부하에요. 이번에 분석가님을 돕기 위해 파견된 거고요.	Allow me to introduce myself. I'm Jin Lang, Cangyao's most promising subordinate. He sent me to help you out.						0	
b-3											0	
6	听名字就知道你和赭毫、玄铠是一起的。	聽名字就知道你和赭毫、玄鎧是一起的。	赭毫や玄鎧と似た響きの名前だね。	이름을 들으니 자호, 현개와 같은 부류의 사람 같네요.	As soon as you said your name, I could tell that you were with Zhehao and Xuankai.						0	
7	哎哎哎！他们是他们，我是我。可不要把我们捆绑在一起哦。	哎哎哎！他們是他們，我是我。可不要把我們綁在一起哦。	いやいや！彼らは彼ら、あたしはあたし。一緒にしないでよ。	어머머… 그분들은 그분들이고, 전 저예요. 이름만 듣고 같은 부류의 사람 같다고 하는 건 좀 그렇네요.	Whoa, whoa, whoa! They're them. I'm me. Don't lump us together.						0	
b-4											0	
8	仓尧并没有向我提起过你。	倉堯並沒有向我提起過你。	倉尭からはあなたの名前を聞いたことがないな。	창요 님이 당신에 대해서는 언급한 적이 단 한 번도 없어서…	Cangyao never mentioned you.						0	
b-5											0	
9	我希望你说实话，你到底是来做什么的？	我希望你說實話，你到底是來做什麼的？	本当のことを言ってほしい。一体何をしに来た？	사실대로 말해줬으면 하는데, 대체 여긴 무슨 일로 오신 거죠?	Be honest — what are you actually here for?						0	
10	哎呀，不要这么严肃。既然知道星期三会作为明灯节大使来到这里，我怎么可能会错过嘛！	哎呀，不要這麼嚴肅。既然知道星期三會作為明燈節大使來到這裡，我怎麼可能會錯過嘛！	もう、そんな堅いこと言わないで。ウェンズデーが大使としてここに来るって知った以上、この好機を逃がすわけにはいかないじゃない？	어머… 그렇게 무서운 표정으로 쳐다보지 않으셨으면 좋겠어요. 웬스데이 님이 등명제 대사로 참가한다는데 제가 빠질 순 없죠!	Geez, don't be such a stick in the mud! Now that I know Wednesday is here as the Mingdeng Ritual ambassador, how could I miss it?						0	
11	不过我确实是仓尧最得意的手下，对这里的一切都很熟悉。请把我当作队友，带我一起吧！	不過我確實是倉堯最得意的手下，對這裡的一切都很熟悉。請把我當作隊友，帶我一起行動吧！	でも倉尭の一番の部下っていうのは本当。ここについてなら何でも知ってるよ。あたしのこと、仲間に入れてくれない？	전 정말 창요 님이 가장 아끼는 훌륭한 부하라고요. 이곳에 대해서도 모르는 게 없고요. 그냥 절 팀원이라 생각하고 같이 다니게 해주세요!	But I really am Cangyao's most promising subordinate, and I'm super familiar with this whole place. Please just treat me like an operative and take me with you!						0	
b-6											0	
12	……这，我倒是没问题，星期三你呢？	……這，我倒是沒問題，星期三你呢？	それは別に構わないが……ウェンズデー、どう思う？	… 난 크게 상관은 없는데. 웬스데이는 어떻게 생각해?	...Well, I guess I'm okay with it. What do you think, Wednesday?						0	
13	……不影响执行任务就可以。	……不影響執行任務就可以。	……ミッションに支障がなければ。	… 미션에 방해만 안되면 나도 상관없어.	...As long as you don't interfere with the mission.						0	
14	好耶！	好耶！	やった！	오예!	Yippee!						0	
b-7											0	
15	别急着开心，有事要问你。	別急著開心，有事要問你。	はしゃぐ前に1つ答えてほしい。	잠깐… 아직 물어볼 게 남았어요.	Not so fast. I still have something to ask you.						0	
b-8											0	
16	之前你带走的那些人是怎么回事？	之前你帶走的那些人是怎麼回事？	さっき、あなたが連れて行ったあの人たちはどういう？	전에 당신이 데려갔던 사람들은 어떻게 됐죠?	What happened to those guys you took away before?						0	
17	那些家伙啊……分析员长官放心，那些都是我在天楼的小伙伴，因为物资分配引发的一点小争执。	那些傢伙啊……分析員長官放心，那些都是我在天樓的同伴，因為物資分配引發的一點小爭執。	あいつらか……安心して分析員さん。あの人たちはみんなスカイタワーでの仲間なの。物資の分配のせいでちょっとギスギスしてたけどね。	흠… 그 녀석들은 스카이 타워에 있는 동료들인데 물자 분배 때문에 다툼이 있었던 거예요.	Those guys... Don't worry, Senior Adjutant! Those were my little friends from the Towers. It was just a minor argument over supply distribution.						0	
