字符串索引	中文简体	中文繁体	日语	韩语	英语	法语	西班牙语	德语	泰语	印尼语	1=临时文案  0和不填都=正式文案	备注
Key	zh_CN	zh_TW	ja_JP	ko_KR	en_US	fr_FR	es_ES	de_DE	th_TH	id_ID	disable	Remark
1	与此同时，某个实验室——	與此同時，某個實驗室——	一方その頃、ある実験室内――	같은 시각, 한 실험실에서…	Meanwhile, in a laboratory—						0	
2	进展如何，我希望听到的是好消息。	進展如何，我希望聽到的是好消息。	進展はどうだった？朗報が聞きたい。	어떻게 되어가고 있지? 좋은 소식이 있었으면 좋겠군.	How is everything progressing? I hope it's good news.						0	
3	比设想的还要顺利，舞台已经布置完毕。	比預想的還要順利，舞台已經布置完畢。	予想以上に順調で、舞台は整いました。	생각했던 것보다 순조롭게 진행되고 있습니다. 무대는 이미 다 준비되었습니다.	It's going smoother than expected. The stage has been set.						0	
4	我们重要的观众们也该差不多陆续入场了。	我們重要的觀眾們也差不多該陸續進場了。	大事な観客たちもそろそろ入場します。	중요한 관중들도 하나둘씩 모이고 있고요.	It's time for our important audience to enter the arena.						0	
5	嘻嘻……先来一点开场曲。当然，群舞必不可少。	嘻嘻……先來一點開場曲。當然，群舞必不可少。	クク……まずはオープニングから始めましょう。もちろん、群舞も必須です。	후후… 일단 오프닝 곡으로 시작을 알려야겠습니다. 관중들의 춤도 빼놓을 수 없으니.	Heh... let's start with the opening song. A group dance is, naturally, essential.						0	
6	看着吧。	看著吧。	見ていなさい。	그럼 어디 한번 지켜볼까요.	Just watch—						0	
7	那个天工福灯点亮的时候，我们的主角会在众人瞩目下登场。	那個天工福燈點亮的時候，我們的主角會成為眾所矚目的焦點。	あの天工福灯が灯る時、我々の主役は皆の注目を浴びながら登場します。	천공 행운 초롱에 불이 밝혀지는 순간, 대중들 앞에 주인공이 나타날 테니.	When the Blessed Lantern is lit, our protagonist will appear before the audience.						0	
8	到时所有人都会为它的美丽而轻叹！	到時所有人都會為它的美麗而驚嘆！	そして、その美しさに誰もが感嘆するでしょう！	때가 되면 모든 이들이 그의 아름다움에 감탄하겠죠! 하하하!	Everyone will gasp in awe at its beauty!						0	
9	谁在乎你那些无聊的把戏。	誰在乎你那些無聊的把戲。	そのくだらないパフォーマンスなんてどうでもいい。	누가 그런 시답잖은 연출을 보이라고 했어?	Enough with your boring tricks.						0	
10	给我看你的成果，证明我的投资没有白费。	給我看你的成果，證明我的投資沒有白費。	成果を見せなさい。私の投資が無駄ではなかったと証明するんだ。	성과를 가져와. 내가 투자했던 경비들이 허투루 쓰이지 않았다는 걸 증명해 보이도록 해.	Show me results. Prove my investment wasn't in vain.						0	
11	放心，你现在就可以开始准备庆功宴了。	放心，你現在就可以開始準備慶功宴了。	ご安心を。今から祝杯の支度をされても構いませんよ。	걱정하지 마세요. 그냥 축제를 즐기시기만 하면 됩니다.	Don't worry. You can simply get ready to celebrate.						0	
12	还是说……	還是說……	それとも……	혹시…	Or...						0	
13	你，在质疑我的研究？？	你在質疑我的研究？？	私の研究を疑っているのでしょうか？	제가 하는 연구에 의구심이라도 품고 계신 건지요?	Are you questioning my research!?						0	
