字符串索引	中文简体	中文繁体	日语	韩语	英语	法语	西班牙语	德语	泰语	印尼语	1=临时文案  0和不填都=正式文案	备注
Key	zh_CN	zh_TW	ja_JP	ko_KR	en_US	fr_FR	es_ES	de_DE	th_TH	id_ID	disable	Remark
1	两位落荒而逃的郊狼从眼前跑过，没想到被星期三捉住了。	兩位落荒而逃的郊狼從眼前跑過，沒想到被星期三捉住了。	逃げ惑う二人のコヨーテは目の前を駆け抜けて、ウェンズデーに捕まった。	눈앞에서 도망쳤던 두 명의 코요테가 웬스데이에게 잡혔다.	Two fleeing Coyotes ran by with Wednesday on their heels.						0	
2	没必要在我身上下功夫，我什么都不会说的。	沒必要在我身上下功夫，我什麼都不會說的。	俺に無駄な時間を掛けないほうがいいぜ、何も言わないからよ。	나한테 시간을 낭비해도 소용없을걸? 어차피 아무것도 얘기하지 않을 테니까.	Don't even bother trying to scare me. I won't talk!						0	
3	他不说我可以说！	他不說我可以說！	あいつが言わないなら俺が言うけど！	제가 대신 말할게요!	Well, I might!						0	
b-1											0	
4	或许你们都不用说，我认得你。	或許你們都不用說，我認得你。	君たちの話は聞く必要もないかもしれない。見覚えがある。	둘 다 말하지 않아도 돼. 이미 너희들이 누군지 알고 있거든.	No need for either of you to talk. I recognize you guys.						0	
b-2											0	
5	妮塔之前放走的就是你吧。	妮塔之前放走的就是你吧。	ニタが逃がした人だな。	니타가 놓아줬던 게 너희들이지?	You must be the one Nita let go earlier.						0	
6	我们来这里，只是拿回属于我们的东西。	我們來這裡，只是拿回屬於我們的東西。	俺たちは俺たちの物を取り戻しに来た。	저희는 그냥 저희 물건을 되찾으러 왔을 뿐이에요.	We're just here to take back what's ours.						0	
7	不用和这个人废话，这群人蛇鼠一窝的，怎么会想到我们的难处？郊狼做什么，他们都会觉得是错的。	不用和這個人廢話，這群人都是同一個鼻孔出氣的，怎麼可能會想到我們的難處？郊狼做什麼，他們都會覺得是錯的。	こいつと話すな。ろくでもねぇ、苦しんでる俺たちの事情なんてわからねぇよ。コヨーテが何をしようともこいつらはよしとしないんだぞ。	쓸데없는 소리할 필요 없어. 뱀과 쥐는 한통속이거든. 녀석들이 뭘 알겠어? 코요테가 뭘 하든 다 잘못된 거라 생각할 거야.	Don't waste your breath on this guy. They're all the same — how could they ever understand our struggle? No matter what Coyotes do, they always think we're in the wrong.						0	
b-3											0	
8	如果你不再惹事，可以自行离开。	如果你不再惹事，可以自行離開。	これ以上面倒事を起こさないでいてくれるなら、帰っていい。	더 이상 사고를 치지 않는다고 약속하면 그냥 보내주지.	If you don't cause any more trouble, you're free to leave.						0	
9	对面的郊狼低头沉思，在瞪了我一眼后，转身离去。	對面的郊狼低頭沉思，在瞪了我一眼後轉身離去。	コヨーテは少しの間考え込んで、私を睨んでから立ち去った。	코요테는 고개를 숙이고 잠시 깊은 생각에 빠진 것처럼 보이더니 날 한번 노려보고는 자리를 떠났다.	The Coyote opposite me lowered his head in thought. After shooting me a glare, he turned and left.						0	
