字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H芬妮		分析员，你过来一下！		
page1.2	H主角		嗯？芬妮，你好像很生气的样子？		
page1.3	H芬妮		我没生气！		
page1.4	H主角		（明明就很生气……）		
page1.5	H芬妮		我有话问你，你要老实回答哦！		
page1.6	H主角		好，我尽量。		
page1.7	H芬妮		你最近和那个女人走得很近，你们是什么关系啊？		
page1.8	H主角		啊？哪个女人？什么关系是指……？		
page1.9	H芬妮		少装了！我之前还看见你进她房间了！		
page1.10	H主角		房间？你说哪一个的？		
page1.11	H芬妮		不止她吗！？你到底和多少人有关系啊？		
page1.12	H主角		严格意义上来说，我和每个人都有关系。		
page1.13	H芬妮		啊？！		
page1.14	H芬妮		分析员你个花心大萝卜！		
page1.15			芬妮大吼一声后，快速跑开了。		
page1.16			周围逐渐响起了讨论声。		
page1.17	H主角		我怎么了吗……		
