字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H苔丝		分析员，你对动物学有了解吗？		
page1.2	H主角		姑且算有点了解吧。你问这个做什么？		
page1.3	H苔丝		我就是在想，大家对魔术里的鸽子、兔子应该都看腻了。魔术发展了这么多年，在动物助手方面好像没有什么里程碑式的进展。		
page1.4	H主角		好像是这么回事，一说到魔术里的动物搭档基本都是兔子、鸽子之类的。		
page1.5	H苔丝		对吧对吧！是时候创新了！		
page1.6	H主角		你先别激动，在那之前，你还有必须要确认的事。		
page1.7	H苔丝		什么？		
page1.8	H主角		首先是合法性，哪些动物是允许私人饲养和参与训练演出的。		
page1.9	H苔丝		对哦，差点忘了！		
page1.10	H主角		然后，训练动物是需要花时间的，鸽子和兔子是因为好控制才被频繁用在魔术表演中的，你的理查德先生除外。		
page1.11	H苔丝		这个嘛……我会努力训练好小助手们的！		
page1.12	H主角		别急，还有。		
page1.13	H苔丝		还有！？		
page1.14	H主角		训练动物这方面，好像每个地区的法律对“虐待动物”的标准不一样，如果你去不同的地方演出，可能会因为“虐待动物”被捕。		
page1.15	H苔丝		怎么这样啊！？		
page1.16	H主角		而且啊，养更多的动物意味着更多的花销，公司的房间面积也有限，你可能还要花钱租更大的房间……		
page1.17	H苔丝		啊啊啊不要说了！我放弃了！我还是继续和鸽子兔子作伴吧！		
page1.18	H主角		明智的选择。		
