字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H芙提雅		唔……唉……		
page1.2	H芙提雅		啊！这实在没办法选啊！		
page1.3	H主角		芙提雅老师难得有这么苦恼的表情，发生什么了？		
page1.4	H芙提雅		还不是因为要选礼服的事……		
page1.5	H主角		参加宴会的服装到现在还没定下来吗？		
page1.6	H芙提雅		嗯……		
page1.7	H芙提雅		芙提雅老师设计了一套评分系统，给备选的礼服都评了分。		
page1.8	H芙提雅		然而，在这套综合了美观性、便捷度、防御性能的完美评分系统计算下……		
page1.9	H芙提雅		每一套礼服的最终得分都很平均。		
page1.10	H主角		……用得上这么严谨吗？		
page1.11	H芙提雅		当然要严谨！		
page1.12	H芙提雅		如果晚宴上出现了坏人怎么办？如果分析员被抓走了怎么办？		
page1.13	H芙提雅		所以，芙提雅老师需要考虑到各种可能发生的情况。		
page1.14	H芙提雅		综合所有数据，才能选到最合适的那套！		
page1.15	H主角		你的选择困难症真的没救了……		
