字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H主角		你这架辅助机，貌似比其他人的要更“通人性”一些？		
page1.2	H猫汐尔		小凯贝是小凯贝，辅助机是辅助机。		
page1.3	H主角		是搭载了什么特殊的智能模组吗？		
page1.4	H猫汐尔		嗯，我为它搭载了“灵魂矩阵”模组。		
page1.5	H猫汐尔		搭配感知神经模组，它可以不断学习，更新思维习惯。		
page1.6	H猫汐尔		在未来硬件条件允许的情况下，其行为模式估计也会无限接近使用者吧。		
page1.7	H主角		听起来好像过去的科幻片一样……		
page1.8	H猫汐尔		以现在的技术是不可能实现的，当下只能算是比较聪明的宠物而已。		
page1.9	H主角		啊，不过倒是有“如果宠物养久了，会越来越像主人”的说法吗？		
page1.10	H主角		说不定原理是相通的……		
page1.11	H猫汐尔		你们人类有这种说法喵？		
page1.12	H主角		有的，很多养过宠物的人都有类似的感受吧。		
page1.13	H猫汐尔		难怪，最近感觉我越来越像分析员了。		
page1.14	H主角		哎？		
