字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H肴		唔……今天休假……		
page1.2	H肴		啊，原来是分析员。		
page1.3	H肴		分析员，找我有什么事吗？		
page1.4	H主角		别担心，不是什么大事。		
page1.5	H主角		公司临时加派了任务，我象征性地联系了你一下。		
page1.6	H肴		嘿嘿，果然分析员最懂我了。		
page1.7	H主角		好好的假期，你就躺在这里虚度时光吗？		
page1.8	H肴		这怎么能算虚度时光，我可是充分利用假期休养生息。		
page1.9	H肴		打工人一定要对自己足够好，还要谢谢分析员送来的躺椅呢。		
page1.10	H肴		所以，是哪个倒霉蛋加班了？		
page1.11	H主角		站在你对面的这个。		
page1.12	H肴		……		
page1.13	H肴		来来来，分析员，这躺椅很舒服的，快躺下来疏松一下筋骨。		
page1.14	H肴		改天我请你吃饭！		
