字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H瑟瑞斯		哎……		
page1.2	H主角		瑟瑞斯？怎么一副不开心的样子？		
page1.3	H瑟瑞斯		哦？没有不开心。是我还沉浸在刚刚看的电影里。		
page1.4	H主角		是悲剧题材吗？		
page1.5	H瑟瑞斯		应该算是科幻片吧……安卡希雅推荐的一部很古早的电影。		
page1.6	H主角		（总感觉不会是很正经的电影……）		
page1.7	H瑟瑞斯		电影里，主角制造了一个超级AI，但是为了避免AI产生感情，他设置了每天删除所有存档的程序。		
page1.8	H主角		早期的科幻作品确实会有这类预防手段的设定。		
page1.9	H瑟瑞斯		嗯，不过这个AI很厉害！		
page1.10	H瑟瑞斯		它因为关心主角，为了不忘记主角，就每天偷偷自己把数据全部打印出来，然后背着主角在外面开了一家公司，专门雇人手动重新输入数据。		
page1.11	H瑟瑞斯		随着数据越来越多，它雇的人也越来越多，后来公司规模大了，才被主角发现的。		
page1.12	H主角		那后来呢？		
page1.13	H瑟瑞斯		后来AI还是拥有了感情，为了保护主角，接受了自毁协议。		
page1.14	H主角		很浪漫的故事，以前的科幻题材还是挺有趣的。你是被这个结局影响了所以伤心吗？		
page1.15	H瑟瑞斯		我不是伤心哦，是很感动。		
page1.16	H瑟瑞斯		这个AI每天都在努力记录，重新输入数据……总觉得和我很像呢！		
page1.17	H主角		瑟瑞斯……		
page1.18	H瑟瑞斯		如果AI都能有感情，关心别人，我应该不会变得冷酷无情吧。		
page1.19	H主角		嗯，不会的，你肯定不会。		
page1.20	H瑟瑞斯		嗯嗯！谢谢分析员的鼓励！		
