字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1			路过辰星的房间，发现了一个巨大的包裹……其尺寸已远远超过了房门。		
page1.2	H主角		辰星，门口包裹里的是？		
page1.3	H姬辰星		见笑了，那是我新买的冰箱。		
page1.4	H姬辰星		但如你所见，尺寸貌似有些太大了。		
page1.5	H主角		没想到你也有粗心的时候啊。		
page1.6	H姬辰星		嗯，毕竟是相当严峻的状况，我有些操之过急了。		
page1.7	H主角		什么情况？		
page1.8	H姬辰星		最近陆陆续续从老家收到了大批的饺子，公司配给的冰箱已经装不下了。		
page1.9	H主角		这样啊，说起来确实也到吃饺子的时候了。		
page1.10	H主角		如果一个人吃不完的话，可以试着分给大家？		
page1.11	H姬辰星		原来如此，这确实是个好方法。		
page1.12	H主角		我很期待尝到地道的朔州饺子哦。		
page1.13	H姬辰星		哎？分析员很期待吗……		
page1.14	H姬辰星		既然如此，那还是由我亲手包新鲜的比较好。		
page1.15	H主角		那样饺子的数量不是又要增加了吗……		
