字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H凯茜娅		哟，中午好。		
page1.2	H凯茜娅		有外勤任务的计划和安排吗？		
page1.3	H主角		我没记错的话，今天是休息日。		
page1.4	H凯茜娅		嘁，那怎么办，就这样在沙发上坐一整天吗？		
page1.5	H主角		……你真没其他事可以做？		
page1.6	H凯茜娅		比如？		
page1.7	H主角		和别人聊聊天，看全息电影，打游戏，做饭之类的。		
page1.8	H凯茜娅		别，这些事我在15岁前已经做够了。		
page1.9	H凯茜娅		真羡慕你们，能在这些小事上源源不断地获得乐趣。		
page1.10	H主角		那除了战斗，你还对什么不是“小事”的东西感兴趣吗？		
page1.11	H凯茜娅		有哦，比如你。		
page1.12	H主角		所以为了不让你惹是生非，我现在是不是应该邀请你一起去吃午饭了？		
page1.13	H凯茜娅		呵，你还是这么上道我就放心了。		
