字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H主角		你的身体不要紧了吗？医疗部明明嘱咐过让你再多休息一段时间的。		
page1.2	H里芙		我想早点归队……早点回到分析员的身边。		
page1.3	H主角		前提是，你的身体要先恢复最佳状态。		
page1.4	H主角		你的体温又升高了，别逞强了，我扶你回房间。		
page1.5	H主角		要不，你先休息，我晚些时间再来看你？		
page1.6	H里芙		分析员，在这里坐一坐吧，陪我聊聊。		
page1.7	H主角		（里芙难得流露出这副脆弱的样子……）		
page1.8	H里芙		我又梦到了首次降临事件。		
page1.9	H主角		嗯？		
page1.10	H里芙		我在废墟中醒来，看到的是你在指挥安全部的成员救治伤者的身影。		
page1.11	H里芙		那时的我内心充满悲痛、仇恨以及无力感，唯独没有恐惧。		
page1.12	H里芙		在你加入海姆达尔部队后，我更加安心了。		
page1.13	H里芙		可断点事件中……我害怕了。		
page1.14	H里芙		在医疗部我曾短暂醒来一次，我忙向身边的医疗后勤打听你的情况。		
page1.15	H里芙		她说，你中了弹。		
page1.16	H里芙		那之后，我又陷入了昏睡。		
page1.17	H里芙		我做了好长的一场噩梦，梦里无论我如何拼命寻找就是找不到你的身影。		
page1.18	H主角		这只是一场噩梦。你看，我就在你的眼前。		
page1.19	H里芙		别像我父母那样离开我好吗，分析员？		
page1.20	H主角		我答应你。		
