字符串索引	中文简体	中文繁体	日语	韩语	英语	法语	西班牙语	德语	泰语	印尼语	1=临时文案  0和不填都=正式文案	备注
Key	zh_CN	zh_TW	ja_JP	ko_KR	en_US	fr_FR	es_ES	de_DE	th_TH	id_ID	disable	Remark
1000	你的对手是我，别想靠近他一步	你的對手是我，別想靠近他一步	お前の相手は私だ。彼には一歩も近づけさせない。	네 상대는 나야. 그에게 한 발짝도 다가가지 마.	Your fight's with me. You're not getting near him.						0	3.2新序章协议动画
1001	达令！这里就放心交给我们！	達令！這裡就放心交給我們！	ダーリン！ここは安心してあたし達に任せて！	달링! 여긴 걱정 말고 우리한테 맡겨!	Darling, we've got this!						0	3.2新序章协议动画
1002	除掉它我们就赢了！	除掉它我們就贏了！	ここを片づければ、私たちの勝ち！	저 녀석만 없애면 승리야!	Take it out and we win!						0	3.2新序章协议动画
1003	【这样的危机，也不知经历过多少次】	【這樣的危機，也不知經歷過多少次】	ーこんな危機、何度目だろうかー	[이런 위기를 몇 번이나 겪었는지 모르겠다.]	I've lost count of how many times we've faced a crisis like this.						0	3.2新序章协议动画
1004	【可以预见的，还有无数危难在未来等着我们】	【可以預見的，還有無數危難在未來等著我們】	ーこの先に待ち受けるのは、数多くの危険だ。それは予見できることだー	[예측 가능한, 무수히도 많은 위험이 미래에서 우리를 기다리고 있다.]	And surely, countless more trials await us in the future.						0	3.2新序章协议动画
1005	【但只要向前。只要一路往前走，只要——】	【但只要向前。只要一路往前走，只要——】	ー私たちがやるべきことは、ただ前に進むこと。ひたすら、進み続けるー	[하지만 앞으로 나아가기만 한다면, 그저 계속해서 나아간다면…]	But we must press onward. No matter what happens, if we keep moving forward...						0	3.2新序章协议动画
1006	【我们一定能做到。一定能拯救，一定能守护】	【我們一定能做到。一定能拯救，一定能守護】	ー私たちなら、きっとできる。救うことも、守ることも、必ず……ー	[우리는 반드시 해낼 것이다. 반드시 구해내고, 지켜낼 수 있을 것이다.]	We will prevail. We will save the world, and protect it.						0	3.2新序章协议动画
1007	分析员！	分析員！	あなた　　ダーリン　　分析員	분석가!	Adjutant!						0	3.2新序章协议动画
1008	【因为她们永远在我身边】	【因為她們永遠在我身邊】	ーなぜなら、彼女たちはいつもそばにいてくれるからだー	[그녀들이 영원히 내 곁에 있으니까.]	Because they are always by my side.						0	3.2新序章协议动画
