字符串索引	中文简体	中文繁体	日语	韩语	英语	法语	西班牙语	德语	泰语	印尼语	1=临时文案  0和不填都=正式文案	备注
Key	zh_CN	zh_TW	ja_JP	ko_KR	en_US	fr_FR	es_ES	de_DE	th_TH	id_ID	disable	Remark
1	对于不可言说的东西，人们必须以沉默待之。	對於不可言喻的東西，人們必須以沉默待之。	語りえぬものについては沈黙すべし。	말할 수 없는 것에 대해서는 침묵을 유지해야 한다.	Whereof one cannot speak thereof one must be silent.						0	
2	——路德维希·约瑟夫·约翰·维特根斯坦	——路德維希·約瑟夫·約翰·維根斯坦	――ルートヴィヒ・ヨーゼフ・ヨーハン・ウィトゲンシュタイン	…루트비히 요제프 요한 비트겐슈타인	- Ludwig Josef Johann Wittgenstein						0	
1000	冷冻舱解锁	冷凍艙解鎖	冷凍ポッドのロックを解除。	동면실 오픈 완료.	Cryo capsule is unlocked.						0	
1001	出舱人员请注意空间站内引力变化	出艙人員請注意太空站內引力變化	宇宙ステーション内の重力変化にご注意ください。	동면실에서 나오면 우주 정거장의 중력 변화에 주의해 주세요.	Take care when exiting the capsule to accommodate for any shifting gravimetric pull here on the station.						0	
1002	警告 氧气含量正在下降	警告 氧氣含量正在下降	警告、総酸素濃度が低下しています。	경고! 산소의 함량이 줄어들고 있습니다!	Warning, oxygenation levels are dropping.						0	
1003	逃生舱已准备就绪	逃生艙已準備就緒	脱出ポッド、セット完了。	탈출선 준비 완료.	Escape pod is armed for launch.						0	
1004	请按照指示灯更换航天服	請按照指示燈更換太空服	ランプの指示に従って宇宙服に着替えてください。	안내에 따라 우주복으로 환복해 주세요.	Please get into the vacuum suit indicated by the light.						0	
1005	生物信息识别成功	生物資訊識別成功	生体認証が成功しました。	정보 식별 완료.	Biometric data match confirmed.						0	
1006	正在授予操作权限……	正在授予操作許可權……	操作権限を付与しています……	조작 권한 부여 중…	Control permissions granted.						0	
