字符串索引	中文简体	中文繁体	日语	韩语	英语	法语	西班牙语	德语	泰语	印尼语	1=临时文案  0和不填都=正式文案	备注
Key	zh_CN	zh_TW	ja_JP	ko_KR	en_US	fr_FR	es_ES	de_DE	th_TH	id_ID	disable	Remark
1	关于扩充模拟战局类型这一点，就按照计划开始执行吧。	關於擴充模擬戰局類型這一點，就按照計畫開始執行吧。	模擬戦局タイプの拡充については、計画通りに進めておいてくれ。	시뮬레이션 대전을 확장한다는 점에서 계획대로 실행해 나가봐.	Let's kick off the expansion of our simulation battlefields according to plan.						0	
2	组长，这次我们采集分析了分析员全部作战记录，这次构建的模拟战局保准会让分析员满意吧！	組長，這次我們採集分析了分析員全部作戰記錄，這次建構的模擬戰局保準會讓分析員滿意吧！	分析員の全作戦記録を分析しておきました！今回の模擬戦は、分析員もきっと満足すると思います。	팀장님, 이번에는 분석가의 모든 작전 기록을 수집하고 분석했습니다. 이번에 확장한 시뮬레이션 대전은 분석가를 만족시킬 것입니다!	Chief, we've crunched all of the Adjutant's combat data. This new batch of simulation battlefields should definitely meet his expectations!						0	
3	等反馈吧……	等反饋吧……	フィードバックを待つとしよう……	피드백을 기다리자고…	We'll see once we get the feedback...						0	
4	负责定期升级悖论迷宫系统的小组长揉了揉自己的太阳穴。她并不想打消队员的积极性，但总觉得这次升级还差了点火候。	負責定期升級悖論迷宮系統的小組長揉了揉自己的太陽穴。她並不想打消隊員的積極性，但總覺得這次升級還差了點火候。	逆説迷宮の定期アップデートを担当するチームリーダーは、こめかみを揉みながらそう返事した。チームのやる気を損なうようなことは言いたくないが、彼女は今回の仕上がりについて満足できていなかった。	역설적 미로 시스템의 정기 업그레이드를 담당하는 팀장은 자신의 관자놀이를 주물렀다. 그는 선수들의 의욕을 꺾으려 하지 않았지만, 아무래도 이번 승급이 늦었다는 생각이 들었다.	The team lead in charge of regular updates of the Paradoxical Labyrinth system rubbed her temples. She didn't want to squash her team's enthusiasm, but she felt the update wasn't quite there yet.						0	
5	她想起最近收到的迷宫系统的故障报告，又想到了因公司高层变动而极其紧张的人力，觉得自己的头更疼了。	她想起最近收到的迷宮系統的故障報告，又想到了因公司高層變動而極度緊張的人力，覺得自己的頭更痛了。	最近受けた迷宮システムの故障報告や、会社の構成変更による人手不足の問題を考えると、どうしても頭が痛くなる。	그는 최근 들어온 미로 시스템의 고장 보고와 임원 변동으로 잔뜩 긴장한 인력들을 떠올리며 머리가 더 아팠다.	She recalled the recent bug reports for the labyrinth system and thought about the intense manpower shortages due to upper management changes. This only added to her headache.						0	
6	不过眼下，有一件重要的事情需要优先解决。	不過眼下，有一件重要的事情需要優先解決。	だが目下のところ、最優先で解決しなければならない課題がもうひとつあった。	하지만 지금 당장 해결해야 할 중요한 일이 하나 있다.	Yet, another pressing matter demanded her immediate attention.						0	
7	这是分析员近期的推演数据，还有他附的迷宫系统反馈表。	這是分析員近期的推演數據，還有他附的迷宮系統反饋表。	これは、分析員の最近の演繹データと、彼が出した迷宮システムに関するフィードバックだ。	이것은 분석가의 최근 추론 데이터와 그가 첨부한 미로 시스템 피드백 차트야.	Here's the Adjutant's recent Deduction data, along with his feedback on the labyrinth system.						0	
8	看出来什么了？	看出來什麼了？	何が書いてあるか分かるか？	뭘 알아냈어?	Notice anything?						0	
9	哇……分析员的数据居然这么好！反馈表里的这些改进建议……可以直接作为开发文档使用了呀！	哇……分析員的數據居然這麼好！反饋表裡的這些改進建議…可以直接作為開發文件使用了呀！	おお……凄いデータですね！この改良案……そのまま計画書として使えるレベルですよ！	와… 분석가의 데이터가 이렇게 좋을 줄이야! 피드백 표 안의 이러한 개선 건의는… 바로 개발 문서로 사용할 수 있습니다!	Wow, the Adjutant's performance metrics are off the charts! And his suggestions in the feedback... This could directly serve as dev documentation!						0	
10	等等！playername长官不是刚执行完任务回到基地——我们的这位分析员大人都不会累的吗？刚回来没几天，不仅加训这么多，还完成了这么完善的文档。	等等！playername長官不是剛執行完任務回到基地──我們的這位分析員大人不會累的嗎？才回來沒幾天，不只加訓這麼多，還完成了這麼完善的文檔。	でも、playernameさんは社員寮に戻ったばかりでは？仕事から戻ってきたばかりなのに、訓練量を増やしながら、ここまで完成された書類を提出してくれるなんて……	잠깐! playername 장관이 막 임무를 마치고 숙소로 돌아왔잖아. 우리 분석가 어른들도 지치지 않을 겁니다. 돌아온 지 며칠 안 됐는데, 이렇게 훈련도 많이 하고 문서도 잘 완성했습니다.	Hold on! Didn't Adjutant playername just return to the Base from a mission? Does he ever get tired? He's barely been back a few days and has already taken on extra training and produced such a thorough document...						0	
11	是啊，即便是他，也会累。	是啊，即便是他，也會累。	そうだ。あの人も疲れているはずだ。	그래, 그 사람이라도 피곤할 거야.	Yeah, but even he can get fatigued.						0	
12	不仅高强度地出任务，近期又频繁使用转化读取泰坦物质的能力……	不僅高強度地出任務，近期又頻繁使用轉化讀取泰坦物質的能力……	ミッションの連続で、しかも最近はタイタン物質の吸収も頻繁に行っている……	고강도 미션 수행은 물론 최근에는 타이탄 물질을 변환하고 읽는 능력까지…	Besides his intense missions, he's been using his abilities to access and transmute Titagen quite a bit lately...						0	
13	那这次系统升级后，更新的数据库会给分析员带来新的压力吧？	那這次系統升級後，更新的資料庫會為分析員帶來新的壓力吧？	システムをアップデートしたら、データ量が増えて、分析員の負担も更に大きくなりますよね？	그럼 이번 시스템 업그레이드 후 업데이트된 데이터베이스는 분석가들에게 새로운 스트레스를 주겠죠?	Could this system update add more pressure on him?						0	
14	没错，所以减轻迷宫系统给分析员带来的负担，是这次升级的重中之重。	沒錯，所以減輕迷宮系統對分析員的負擔，是這次升級的重中之重。	そうだ。だから、いかにその負担を軽減できるかが今回のキモなんだ。	맞아, 그래서 미로 시스템이 분석가에게 주는 부담을 덜어주는 게 이번 업그레이드의 최우선이야.	Exactly, which is why reducing the strain that the labyrinth system places on the Adjutant is a top priority in this update.						0	
15	好的，组长！	好的，組長！	なるほど！	네, 팀장님!	Understood, Chief!						0	
16	那具体该怎么做……对了，我去请求专家支援！	那具體該怎麼做……對了，我去請求專家支援！	でも、一体どうすれば……あ！やっぱり専門家に助けを求めるべきかと！	그럼 구체적으로 어떻게 해야……참, 전문가에게 지원을 요청하고 오겠습니다!	So, what exactly should we do... Ah, I know — I'll call in some expert help!						0	
17	批准。	批准。	そうしてくれ。	허락할게.	Go ahead.						0	
18	所以……专家们，请救救我！	所以……專家們，請救救我！	というわけで……お願いします！	그러니까… 전문가 여러분, 살려주세요!	So... experts, please help me!						0	
19	哼哼，你来问小老师这个问题……确实是问对人了！	哼哼，你來問小老師這個問題……確實是問對人了！	ふふーん。フリティア先生に聞いたのは正解だったね！	흥흥, 네가 이 선생님께 그 문제를 물어본다는 건… 사람을 제대로 찾았다는 거야!	Ha, you've come to the right person!						0	
20	毕竟，能搞得清你们那套系统，同时最了解分析员，非芙提雅老师莫属啦。	畢竟，能搞得清你們那套系統，同時最了解分析員，非芙提雅老師莫屬啦。	分析員のこともシステムのことも熟知しているのは、このフリティア先生以外いないからね。	결국, 당신들의 시스템을 정확히 파악하고 분석가를 가장 잘 이해하는 사람은 프티야 선생님이 아니겠어.	I mean, who better understands your system and knows the Adjutant inside out than Professor Fritia?						0	
21	如果是关于分析员的事，每一件我都有认真记录下来！我应该……能帮得上忙！	如果是關於分析員的事，每一件我都有認真記錄！我應該……能幫得上忙！	分析員のことなら、どんなに小さな事でも詳細に記録しているから……役に立てるはずだよ！	만약 분석가에 관한 일이라면, 저는 하나하나 열심히 기록했습니다! 제가 도울 수 있을 것 같아요!	If it's about the Adjutant, I've taken down every detail! I... should be able to help!						0	
22	那就拜托二位了！	那就拜託二位了！	それではお願いします！	그럼 두 분 부탁드려요!	Great! You two are my lifesavers!						0	
23	其实目前研发部已经有了初步的优化思路，但有几处问题无论如何需要两位专家帮忙评估！	其實目前研發部已經有了初步的優化思路，但有幾處問題無論如何需要兩位專家幫忙評估！	実は改良案の方向性はすでに決まっていたんです。でも、いくつかの問題点について、お二人の意見を聞いておきたくて。	사실 현재 연구 개발부는 이미 초보적인 최적화 아이디어를 가지고 있지만, 몇 가지 문제는 어쨌든 두 명의 전문가가 평가를 도와야 합니다.	We've sketched out some initial thoughts for optimization, but there are a few sticky points where we could really use your expert evaluation!						0	
24	我们根据分析员以往的作战数据，结合数据库里记录的全部战场环境，扩展了悖论迷宫的新战局。	我們根據分析員以往的作戰數據，結合資料庫裡所記錄的全部戰場環境，擴展了悖論迷宮的新戰局。	分析員の作戦記録と戦場のデータに基づいて、逆説迷宮の戦局を拡充しました。	우리는 분석가의 과거 작전 데이터와 데이터베이스에 기록된 전체 전장 환경을 결합해 역설적 미로라는 새로운 전세를 확장했습니다.	Based on the Adjutant's past combat data and all the battlefield stats from our database, we've expanded the scenarios within the Paradoxical Labyrinth.						0	
25	只不过，如果分析员接入目前的这套迷宫系统，精神负担也会加重。	只不過，如果分析員接上目前的這套迷宮系統，精神負擔也會加重。	ですが、分析員がこの新システムにアクセスしたら、精神的負担も大きくなってしまうのです。	다만 분석가가 현재의 미로 시스템에 접속할 경우 정신적 부담도 커질 수 있습니다.	However, plugging the Adjutant into the current system could ramp up his mental load.						0	
26	所以，你们打算怎么解决这个问题？	所以，你們打算怎麼解決這個問題？	で、君達はどうやってその問題を解決するつもりだったの？	그래서, 당신들은 이 문제를 어떻게 해결할 계획이야?	So, what's your plan to tackle this?						0	
27	之前分析员在进行推演时，只能调用根据数据模拟生成的队友来协助战斗，负担都在分析员一个人身上。	先前分析員在進行推演時，只能呼叫根據數據模擬產生的隊友來協助戰鬥，負擔都在分析員一個人身上。	これまでの演繹では、分析員は隊員のデータをもとに生成されたアバターとチームを組んでいたので、精神的負担がすべて分析員に向かっていました。	기존에는 분석가가 추정을 할 때 데이터 시뮬레이션에 의해 생성된 동료들만 불러와 전투를 보조할 수 있어 부담이 분석가 혼자였습니다.	Previously, when running Deductions, the Adjutant could only summon simulated allies for combat support, which would put all the strain on him.						0	
28	但如果各位老师也能同时接入悖论迷宫的话，情况就不一样了。	但如果各位老師也能同時接入悖論迷宮的話，情況就不一樣了。	ですが、お二人も逆説迷宮に入ってくれるなら、話は変わります。	하지만 선생님들도 동시에 역설적 미로에 접속할 수 있다면 얘기가 달라집니다.	But if other operatives could also plug into the Paradoxical Labyrinth, it'd be a different story.						0	
29	哦……所以你才来找我们！	喔……所以你才來找我們！	あ……だから私達を呼んだんだね！	아… 그래서 우리를 찾아왔네요!	Hmm... so that's why you came to us!						0	
30	没错。而且我们确实需要二位来确定这个计划的可行性。	沒錯。而我們確實需要二位來確定這個計劃的可行性。	はい。それに、この計画の実行性を確かめる為にも、お二人の協力は必要不可欠です。	맞아요. 그리고 우리는 정말로 이 계획의 타당성을 결정하기 위해 두 분이 필요합니다.	Exactly. And we really need your help to assess the feasibility of this plan.						0	
31	全部战场环境……和分析员一同接入迷宫系统……这么说的话，就有机会重新回到我未曾参与的战场与分析员并肩作战——	全部戰場環境……和分析員一同接入迷宮系統……這麼說的話，就有機會重新回到我未曾參與的戰場與分析員並肩作戰——	全戦場のデータに基づいた迷宮システムに……分析員と一緒に接続する……つまり、私がかつて参加できなかった戦場で、分析員と一緒に戦えるってことだね？	모든 전장 환경이… 분석가와 함께 미로 시스템에 접속하고… 그렇다면, 내가 관여하지 않았던 전장으로 다시 돌아와 분석가와 함께 싸울 기회가 있을 거야.	All battlefield environments... and joining the Adjutant in the labyrinth system... this could mean a chance to revisit battlefields I've never been on and fight alongside the Adjutant!						0	
32	没错，我们确实是按照这样的方向来优化的，没准分析员可以开发出新的合作战术。	沒錯，我們確實是按照這樣的方向來優化的，沒準分析員可以發展出新的合作戰術。	はい。まさにそのためにアップデートしたんです。それに、分析員が新しい協同戦術を開発するきっかけになるかもしれません。	맞아요, 저희는 확실히 이런 방향으로 최적화했어요, 분석가가 새로운 협력 전술을 개발할 수 있을지도 모르죠.	That's our goal. We hope the Adjutant can perhaps develop new cooperative tactics in this setup.						0	
33	放心！芙提雅老师会帮你们把这个构想实现的！	放心！芙提雅老師會幫你們把這個構想實現的！	分かった、任せて！その計画、フリティア先生が実現してあげるから！	걱정 마! 프티야 선생님이 이 아이디어를 실현시켜 드릴 거야!	Rest assured! Professor Fritia will help make this vision a reality!						0	
34	感谢两位专家的倾情相助，研发部全体成员一定向你们致谢！放心，我一定向组长申请更多的特别嘉勉——	感謝兩位專家的傾情相助，研發部全體成員一定要向你們致謝！放心，我一定向組長申請更多的特別嘉勉——	ありがとうございます！お二人の協力があれば百人力です！リーダーにも特別報酬を申請しておきますので——	두 전문가의 따뜻한 도움에 감사드리며 연구개발부의 모든 구성원은 반드시 당신들에게 감사를 표할 것입니다! 안심하세요, 제가 반드시 팀장님께 더 많은 특별 표창장을 신청하겠습니다.	Thank you so much for your help. The entire dev team is grateful to both of you! And I'll make sure to ask the chief for some special rewards for you.						0	
35	次日——	次日——	翌日。	다음날…	The next day...						0	
b-1											0	
36	思维深潜？	思維深潛？	イデアダイブ？	사유의 깊이?	Cerebral Dive?						0	
37	对，这个系统是研发部专门为了减轻分析员的精神压力而加设的。	對，這個系統是研發部專門為了減輕分析員的精神壓力而加設的。	そうです。分析員の精神的負担を軽減する為に、開発部が開発したものです。	네, 이 시스템은 분석가의 정신적 스트레스를 줄이기 위해 R&D 부서에서 특별히 설치한 것입니다.	Right, this system was specifically designed and added by the dev team to alleviate your mental strain.						0	
38	这还得感谢两位海姆达尔队员给我们的建议呢。	這也得感謝兩位海姆達爾隊員給我們的建議。	開発には、ヘイムダルのおふたりも協力していただいたんですよ。	이것은 두 명의 헤임달 팀원이 우리에게 건의해 준 것에 대해 감사해야 합니다.	And we owe a big thanks to two Heimdall operatives for their awesome suggestions.						0	
39	面前的研究员带着浓重的黑眼圈，依旧活力满满地讲述着悖论迷宫的升级内容。	眼前的研究員帶著濃厚的黑眼圈，依舊活力滿滿地講述著悖論迷宮的升級內容。	研究員はひどいクマだったが、生き生きと私に逆説迷宮のアップデートについて説明してくれた。	앞에 선 연구원은 다크서클이 짙게 깔린 채 역설적 미로 업그레이드 내용을 활기차게 들려줬다.	The researcher, sporting significant dark circles around her eyes yet still bursting with energy, continued detailing Paradoxical Labyrinth's upgrades.						0	
40	听过研究员的解说并命她去休息后，我转身进入训练室。没想到小小的房间中，挤满了人……	聽過研究員的解說並命她去休息後，我轉身進入訓練室。沒想到小小的房間中，擠滿了人……	説明を聞いたあと、私は彼女に休憩するようにと命じた。訓練室に入ると、そこは人でいっぱいだった……	연구원의 설명을 듣고 쉬라고 지시한 뒤 나는 돌아서서 훈련실로 들어갔다. 작은 방에 사람이 꽉 차 있을 줄이야…	After hearing her out and advising her to rest, I headed to the training room. To my surprise, it was packed with people...						0	
41	我就知道，你们一个一个的，都有自己的小心思。	我就知道，你們一個一個的，都有自己的小心思。	案の定、いろいろと企んでたわけね、あんた達。	다들 자기만의 속셈이 있을 줄 알았어.	I knew it — each of you has your own little hidden agenda.						0	
42	你们这么积极地给研发部提出建议，其实是自己制造机会来单独霸占分析员吧？	你們這麼積極地給研發部建議，其實是自己製造機會來單獨霸占分析員吧？	やけに積極的にアドバイスを出してると思ったら、本当は分析員を独り占めできるチャンスを狙ってたんでしょう？	이렇게 적극적으로 연구개발팀에 건의하는 건, 사실 분석가를 혼자 차지할 수 있는 기회를 만든 거겠지?	You're so eager to make suggestions for the dev team just to create chances to hog the Adjutant, huh?						0	
43	这不是因为我总被留在基地待命嘛……难道你不想和分析员并肩战斗吗！	這不是因為我總被留在基地待命嘛…難道你不想和分析員並肩戰鬥嗎！	そりゃ、いつも寮で待機させられてるから、どうしてもね……ファニーだって、分析員と一緒に戦いたいでしょ？	이게 내가 항상 숙소에 남아서 대기하고 있는 거 아니야? 분석가와 어깨를 나란히 하고 싶지 않냐고!	Well, it's just that I'm always left on standby at the Base... Don't you also want to fight alongside the Adjutant?						0	
44	就是想才过来了嘛……	就是想才過來了嘛……	そうよ。だからここに来たの。	그냥 생각나서 왔는데…	That's exactly why I'm here...						0	
45	啊……我不记得，我把这件事告诉大家了啊……	啊……我不記得，我把這件事告訴大家了啊……	でも……この件は、みんなに話してないはずだけど……	아… 기억이 안 나요. 제가 이 사실을 모두에게 말했네요…	Um... I don't remember telling everyone about this...						0	
46	嘿嘿，是你的备忘贴忘在大厅了，有这么好的事可不能让大家错过了。	嘿嘿，是你的備忘貼忘在大廳了，有這麼好的事可不能讓大家錯過了。	へへ。あんたがメモをホールに忘れたのがいけないんだよ？こんないいこと、みんなにも知らせないとね。	헤헤, 네가 로비에 두고 온 메모 게시물인데, 이 좋은 놀림 거리를 놓치면 안 되지.	Hehe, you left your notes in the hall. I just couldn't let such a good opportunity pass the girls by.						0	
47	我最近不忙，来帮帮你。	我最近不忙，來幫你。	最近はそんなに忙しくないから、手伝ってあげる。	내가 요즘 바쁘지 않아서 도와줄게.	I'm not too busy these days, so let me lend a hand.						0	
48	哼，不准再一个人偷偷顶着压力努力了！姐姐会帮你分担~	哼，不准再一個人偷偷頂著壓力努力了！姐姐會幫你分擔~	もうひとりですべてを背負わないでくださいね？お姉さんが助けてあげますから～	흥, 더 이상 혼자 몰래 스트레스를 이겨내고 노력하면 안 돼!누님이 나눠줄게~	You can't keep shouldering the stress alone! I'm here to help~						0	
49	分析员，请把压力都分摊给我吧……	分析員，請把壓力都分攤給我吧……	分析員さんの負担は、すべて私が引き受けます……	분석가님, 스트레스 다 나눠주세요…	Adjutant, please allow me to take on some of your burden...						0	
50	我是你的刃，等待着和你共同战斗。	我是你的兵刃，等待著和你共同戰鬥。	自分はお前の刃だ。お前とともに戦うことこそ、自分の望みなのだぞ。	나는 너의 칼이고 너와 함께 싸우기를 기다릴게	I am your blade, always ready to fight by your side.						0	
51	我们也想为分析员做点什么。	我們也想為分析員做點什麼。	私とムルソーも、分析員の為に何かしたいです。	우리도 분석가를 위해 무언가를 하고 싶어요.	We want to do something for the Adjutant too.						0	
52	我还好奇基地里突然一个人都没有了，你们团建不能落下我啊。这不算加班，嗯……不算。	我還好奇基地裡突然一個人都沒有了，你們團建不能落下我。這不算加班，嗯……不算。	寮に誰もいないから、おかしいなって思ってたんだよ。こういう集まりがあるなら私も呼んでよ！残業だとは言わないからさ。うん……残業、じゃないと思う。	숙소에 갑자기 아무도 없는데, 워크숍에 날 빼놓을 수 없지? 야근은 아닌데, 음… 그렇지.	I was wondering why the Base was suddenly empty. You can't leave me out of your team building. Hmm, this doesn't count as overtime, does it?						0	
53	我错过了这个男人的很多时光，这次我要全部补回来。	我錯過了這個男人的很多時光，這次我要全部補回來。	彼と一緒にいれる時間を、結構無駄にして来たからね。今度こそ逃がさないわ。	난 이 남자와의 많은 시간을 놓쳤어, 이번에 내가 전부 만회할 거야.	I've missed so much time with this man, so I'm making up for all of it this time.						0	
54	老师，我不想独自战斗了，也不想让您独自战斗……这次，可以和您一起吗？	老師，我不想獨自戰鬥了，也不想讓您獨自戰鬥……這次，可以和您一起嗎？	先生、もう一人で戦いたくないし、あなたにもひとりで戦ってほしくないから……今度こそ、あなたと一緒に行ってもいい？	선생님, 저는 혼자 싸우고 싶지도 않고 혼자 싸우고 싶지도 않아요… 이번에 같이 가도 될까요?	Teacher, I don't want to fight alone anymore, and I don't want you to either... Can I join you this time?						0	
55	伊切尔也想知道分析员的一切！	伊切爾也想知道分析員的一切！	イチェルも、分析員についてもっと知りたいぞ！	이첼도 분석가의 모든 것을 알고 싶어!	I want to know everything about the Adjutant, too!						0	
56	只要分析员需要，我会为你记住每一个细节。	只要分析員需要，我會為你記住每一個細節。	分析員がお望みでしたら、私は全てを記録しましょう。	분석가가 필요로 하는 한, 저는 당신을 위해 모든 세부 사항을 기억할 것입니다.	Just say the word, and I'll remember every detail for you, Adjutant.						0	
57	喵……这么多人一起的话，系统还撑得住喵？	喵……這麼多人一起的話，系統還撐得住喵？	にゃ……こんな大勢でアクセスしたら、システムが潰されないかにゃ？	냥… 이렇게 많은 사람이 모이면 시스템이 야옹을 버틸 수 있을까?	Nya... Can the system handle so many people at once, nya?						0	
58	分析员，走吧。	分析員，走吧。	行こう、分析員。	분석가, 가자.	Adjutant, let's go.						0	
