字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H卜卜		苍术……茯苓……	0	2.7版本随机剧情
page1.2	H主角		听上去好像都是中药的名称？	0	2.7版本随机剧情
page1.3	H卜卜		没错~我正打算给自己抓一副祛湿的中药。	0	2.7版本随机剧情
page1.4	H主角		没想到卜卜还懂医术。	0	2.7版本随机剧情
page1.5	H卜卜		一点点，就一点点。分析员不嫌弃的话，我也可以替分析员把把脉。	0	2.7版本随机剧情
page1.6	H主角		正好我这两天有些不舒服，就让卜卜帮我看看吧。	0	2.7版本随机剧情
page1.7	H卜卜		不舒服，具体是哪里不舒服？	0	2.7版本随机剧情
page1.8	H主角		晚上睡得少，醒得早，就连梦也和工作有关。	0	2.7版本随机剧情
page1.9	H卜卜		嗯……卜卜心里已经有药方了！	0	2.7版本随机剧情
page1.10	H卜卜		巧克力十枚、三两水果、五斤海鲜，再来一瓶快乐肥宅水！	0	2.7版本随机剧情
page1.11	H主角		这是药方？	0	2.7版本随机剧情
page1.12	H卜卜		分析员是因为工作太忙而肝气郁结，与其吃药，不如敞开肚子享受美食。	0	2.7版本随机剧情
page1.13	H卜卜		吃得好，心情就好，心情好，自然百病全消。	0	2.7版本随机剧情
page1.14	H主角		说得有点道理，不过这么多东西，我一个人可吃不了。	0	2.7版本随机剧情
page1.15	H主角		卜卜要一起吗？	0	2.7版本随机剧情
page1.16	H卜卜		好啊好啊！让我来陪分析员一起享用~	0	2.7版本随机剧情
