字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H卜卜		分析员，早上好！	0	2.7版本随机事件
page1.2	H主角		早上好。这么高兴，有什么好事发生吗？		2.7版本随机事件
page1.3	H卜卜		嘿嘿，本天师早上起卦，三卦都是大吉！		2.7版本随机事件
page1.4	H主角		所以说……今天会有三件好事发生？		2.7版本随机事件
page1.5	H卜卜		非也非也！呃，怎么说呢，就是说今天大概也许应该是个好日子！		2.7版本随机事件
page1.6	H卜卜		况且，一出门就遇见分析员，吉得不能再吉呀~		2.7版本随机事件
page1.7	H主角		……照你这么说，只要你没出外勤，岂不是每天都是吉？		2.7版本随机事件
page1.8	H卜卜		正是正是！来之后我就看了看，这里风水极佳！		2.7版本随机事件
page1.9	H卜卜		这里明堂开阔、高低有序，门开吉位、阴阳调和！		2.7版本随机事件
page1.10	H卜卜		连公司名字里都有个树字，树能生财呀！		2.7版本随机事件
page1.11	H主角		真有你说的那么好么……		2.7版本随机事件
page1.12	H卜卜		看来，公司建这个宿舍有高人指点呀~主人事事都能化险为夷，肯定有这宿舍的功劳！		2.7版本随机事件
page1.13	H主角		但愿吧……借你吉言了……		2.7版本随机事件
page1.14	H主角		（风水这种东西……）		2.7版本随机事件
page1.15	H主角		（回头问问陶，到底有没有请人指点过吧。）		2.7版本随机事件
