字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1			站在房间门口的瑟瑞斯好像用力捏着什么，等我走近时，咔嚓咔嚓的破裂声传入耳中。		2.7版本随机事件
page1.2	H主角		瑟瑞斯，在干什么？		2.7版本随机事件
page1.3	H瑟瑞斯		分析员~我刚刚捏碎了两枚核桃，要来一点吗？		2.7版本随机事件
page1.4	H主角		怎么突然喜欢上吃核桃了？		2.7版本随机事件
page1.5	H瑟瑞斯		因为，我听说核桃对恢复记忆力有些帮助。		2.7版本随机事件
page1.6	H主角		原来是这样。		2.7版本随机事件
page1.7			我接过瑟瑞斯手上的核桃，细细咀嚼，感受着油脂中蕴含的橡木风味。		2.7版本随机事件
page1.8	H主角		核桃虽然好吃，但可惜填不饱肚子。瑟瑞斯，要不要一起去餐厅吃晚饭？		2.7版本随机事件
page1.9	H瑟瑞斯		抱歉分析员，虽然没吃晚饭，但我觉得肚子好饱，暂时吃不下别的……		2.7版本随机事件
page1.10	H瑟瑞斯		而且，我记得我是打算去后勤部一趟……		2.7版本随机事件
page1.11	H主角		去后勤部做什么？		2.7版本随机事件
page1.12	H瑟瑞斯		唔……明明买了一大袋核桃，但现在只剩几个了。		2.7版本随机事件
page1.13	H瑟瑞斯		我怀疑房间里有老鼠，偷走了我的核桃！		2.7版本随机事件
page1.14	H主角		宿舍是不会有老鼠这种生物的，我倒觉得是……		2.7版本随机事件
page1.15	H瑟瑞斯		是什么？		2.7版本随机事件
page1.16	H主角		是有小金鱼记不起自己已经吃过核桃这件事……		2.7版本随机事件
page1.17	H主角		一颗接一颗，吃得肚子都圆滚滚了哦。		2.7版本随机事件
page1.18	H瑟瑞斯		啊呜！原来是这样……		2.7版本随机事件
