字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H主角		（什么时候睡着了……）		2.7版本随机事件
page1.2	H主角		恩雅姐？你怎么在这儿？		2.7版本随机事件
page1.3	H恩雅		路过疗愈中心，就进来看看。		2.7版本随机事件
page1.4	H恩雅		结果，发现你靠在沙发上睡着了。		2.7版本随机事件
page1.5	H主角		是恩雅扶我到床上的吗？		2.7版本随机事件
page1.6	H恩雅		嗯。我还点了熏香，顺便给你放松了一下肩膀。		2.7版本随机事件
page1.7	H恩雅		怎么样，睡得好吗？		2.7版本随机事件
page1.8	H主角		呼……		2.7版本随机事件
page1.9	H主角		大脑很放松，肩膀也不酸了。再好不过了。		2.7版本随机事件
page1.10	H恩雅		累的时候不要一个人扛着，要告诉我哦。		2.7版本随机事件
page1.11	H主角		知道了。		2.7版本随机事件
page1.12	H恩雅		时间还早，再睡一会儿吧？		2.7版本随机事件
page1.13	H主角		嗯……		2.7版本随机事件
