字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H主角		琴诺？怎么不去吃午饭？		2.7版本随机事件
page1.2	H琴诺		啊！是分析员……		2.7版本随机事件
page1.3	H主角		（怎么看上去很为难的样子……）		2.7版本随机事件
page1.4	H主角		遇到什么困难了吗？		2.7版本随机事件
page1.5	H琴诺		分析员……		2.7版本随机事件
page1.6	H琴诺		今天刚发了工资，本来打算吃顿好的庆祝一下……		2.7版本随机事件
page1.7	H主角		那不是挺好的吗？		2.7版本随机事件
page1.8	H琴诺		可是……我想试试朔州风味的餐馆，莫尔索却想吃高级牛排……		2.7版本随机事件
page1.9	H主角		所以陷入了选择困难？		2.7版本随机事件
page1.10	H琴诺		嗯……哎！		2.7版本随机事件
page1.11	H琴诺		分析员，莫尔索问你更想吃哪个……		2.7版本随机事件
page1.12	H琴诺		你想吃哪个，我们就去吃哪个！要是和分析员一起吃的话，吃什么都会很开心的！		2.7版本随机事件
page1.13	H琴诺		莫尔索也是这么想的！		2.7版本随机事件
page1.14	H主角		这样啊……		2.7版本随机事件
page1.15	H主角		那我请你们吃高档自助餐吧！朔州菜和牛排，咱们全都要！		2.7版本随机事件
