字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H茉莉安		唉~		2.7版本随机事件
page1.2	H主角		茉莉安怎么看起来有些不开心？		2.7版本随机事件
page1.3	H茉莉安		分析员……		2.7版本随机事件
page1.4			茉莉安指向角落里的花瓶，瓶中是我前几天送她的玫瑰。		2.7版本随机事件
page1.5			曾经饱满娇艳的花朵如今垂下了头颅，花瓣边缘有些微微卷曲发黑。		2.7版本随机事件
page1.6	H主角		原来是为这个……		2.7版本随机事件
page1.7	H主角		没关系的，茉莉安。之后我会再送你更好看的花。		2.7版本随机事件
page1.8	H茉莉安		谢谢分析员~不过想到是分析员送的，我还是有些舍不得扔。		2.7版本随机事件
page1.9	H茉莉安		而且我已经想到了让它恢复活力的方法。		2.7版本随机事件
page1.10			茉莉安找来几支蜡烛，一一点燃。		2.7版本随机事件
page1.11	H主角		你打算让这束花招供些什么？		2.7版本随机事件
page1.12	H茉莉安		噗~分析员真是会开玩笑。		2.7版本随机事件
page1.13	H茉莉安		“烫根法”是常用的醒花技巧~		2.7版本随机事件
page1.14	H茉莉安		有时候，小小的疼痛会成为美丽绽放的契机。		2.7版本随机事件
page1.15	H茉莉安		我也期待着，被你这样对待。		2.7版本随机事件
