字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H卜卜		分析员~分析员~我最近学会了一种新的占卜方法，要看看吗？	0	2.7版本随机剧情
page1.2	H主角		新的占卜方法？看来和你手上的树叶有关。	0	2.7版本随机剧情
page1.3	H卜卜		嘻嘻，这叫遇事不决~可问春风。	0	2.7版本随机剧情
page1.4			卜卜将三片树叶抛向空中，树叶慢悠悠落下，在地上形成了我看不懂的“卦象”。	0	2.7版本随机剧情
page1.5	H主角		小天师，此卦何解？	0	2.7版本随机剧情
page1.6	H卜卜		唔……我看看。	0	2.7版本随机剧情
page1.7	H卜卜		奇怪……卦象显示，我和分析员今天会很忙碌？	0	2.7版本随机剧情
page1.8	H主角		忙碌？也可不是什么好兆头，怕是很快就要被工作找上门了。	0	2.7版本随机剧情
page1.9	H主角		话说……这些叶子看着有些眼熟，你从哪儿摘的？	0	2.7版本随机剧情
page1.10	H卜卜		不是摘的，我是从公司门口的树那儿捡来的。	0	2.7版本随机剧情
page1.11	H主角		公司门口……那好像是后勤部特地买来的发财树。	0	2.7版本随机剧情
page1.12	H卜卜		什么？！那是发财树！公司发展的命脉！	0	2.7版本随机剧情
page1.13	H主角		哪有那么夸张。	0	2.7版本随机剧情
page1.14	H卜卜		才没有夸张，发财树对财运的影响可是很大的。	0	2.7版本随机剧情
page1.15	H卜卜		它掉了那么多叶子，一定是生了病根。	0	2.7版本随机剧情
page1.16	H卜卜		还好我经常去山林里找“干娘”，也稍微懂得些植物的栽培方法。	0	2.7版本随机剧情
page1.17	H卜卜		分析员，我们去给发财树“治病”吧！	0	2.7版本随机剧情
page1.18	H主角		你打算怎么治？	0	2.7版本随机剧情
page1.19	H卜卜		嗯……无非就是松土、控水、施肥，再给它挪到暖和的地方？	0	2.7版本随机剧情
page1.20	H主角		怪不得你说我们今天会很忙碌，这么看来你算得还真准。	0	2.7版本随机剧情
page1.21	H卜卜		哈哈哈~那当然了，我可是小天师嘛~	0	2.7版本随机剧情
