字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H姬辰星		唔……这里也不对，完全不对。		2.7版本随机事件
page1.2	H主角		什么不对？		2.7版本随机事件
page1.3	H姬辰星		是郎君来了~		2.7版本随机事件
page1.4	H姬辰星		郎君，我今早帮忙整理了下基地里的书籍，发现这几本的内容都大有问题。		2.7版本随机事件
page1.5	H主角		都有什么问题？		2.7版本随机事件
page1.6	H姬辰星		比如这本来自耶洛沙的书中提到了“逝者如斯夫”这句话……		2.7版本随机事件
page1.7	H姬辰星		这句朔州古言本意是时间像流水一样不停地流逝，一去不返。		2.7版本随机事件
page1.8	H姬辰星		但耶洛沙人却将其翻译成，只要站在河边，敌人的遗骸就会自己顺流而下……		2.7版本随机事件
page1.9	H主角		（总觉得这个解释还挺符合耶洛沙人的风格。）		2.7版本随机事件
page1.10	H姬辰星		放任这些错误信息留在书中总是不好的。		2.7版本随机事件
page1.11	H姬辰星		我会抽时间将它们一一勘误，批注。		2.7版本随机事件
page1.12	H主角		辰星一个人做这些会累的，我也来帮忙吧。		2.7版本随机事件
page1.13	H姬辰星		郎……郎君真是体贴，那我们就从这本开始吧。		2.7版本随机事件
