字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H主角		豆浆……猪蹄……你大早上吃这个？		2.7版本随机事件
page1.2	H芙提雅		哼哼，芙提雅老师正在做实验！		2.7版本随机事件
page1.3	H主角		豆浆能不能解腻的实验？		2.7版本随机事件
page1.4	H芙提雅		什么嘛……		2.7版本随机事件
page1.5	H芙提雅		这是亚麻籽磨的豆浆，这是黄豆炖猪蹄！		2.7版本随机事件
page1.6	H芙提雅		期刊上说，黄豆和亚麻籽都有丰胸的功效。我要看看这些营养物质对天启者有没有效果！		2.7版本随机事件
page1.7	H主角		我只听说过木瓜丰胸……		2.7版本随机事件
page1.8	H芙提雅		谣言哦！木瓜内的木瓜酶能够刺激雌激素分泌是不错……		2.7版本随机事件
page1.9	H芙提雅		但木瓜酶会被胃蛋白酶分解，根本没有办法被身体吸收哦！		2.7版本随机事件
page1.10	H主角		其实……		2.7版本随机事件
page1.11	H主角		芙提雅……		2.7版本随机事件
page1.12	H芙提雅		嗯？		2.7版本随机事件
page1.13	H主角		吃不下的话别勉强……		2.7版本随机事件
page1.14	H主角		如果是芙提雅的话……小小的也很可爱……		2.7版本随机事件
page1.15			芙提雅不语，只是一味地吃猪蹄……		2.7版本随机事件
