字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1			午夜悄然而至，基地大厅陷入静谧。		2.7版本随机事件
page1.2			妮塔蹑手蹑脚地推开房间门，探出半个脑袋，在警觉地扫视四周后，迅速溜到了零食柜前。		2.7版本随机事件
page1.3	H主角		妮塔！又被我抓住了吧。		2.7版本随机事件
page1.4	H妮塔		咦！！！分析员，你怎么还没睡。		2.7版本随机事件
page1.5	H主角		别岔开话题，半夜吃零食可不是什么好习惯。		2.7版本随机事件
page1.6	H妮塔		嘿嘿，分析员，能不能让我小小地狡辩一下~		2.7版本随机事件
page1.7	H主角		哦？那你说说看。		2.7版本随机事件
page1.8	H妮塔		咳……我在一本书上看到，半夜爱吃东西其实是英雄血脉觉醒的征兆！		2.7版本随机事件
page1.9	H妮塔		因为在远古时期，总要有人在夜晚守护部落免受野兽侵袭。		2.7版本随机事件
page1.10	H妮塔		而这些守护者，必须在夜间进食以维持充沛的体力！		2.7版本随机事件
page1.11	H妮塔		而我恰好就是英雄血脉的传承者~		2.7版本随机事件
page1.12	H主角		不得不承认……你的狡辩好像很有说服力。		2.7版本随机事件
page1.13	H妮塔		嘿嘿，守护分析员和大家的事儿就交给我吧！		2.7版本随机事件
page1.14	H妮塔		这些饼干肉干~我就统统搬回去啦~		2.7版本随机事件
