字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H主角		猫汐尔，你怎么从我房间里出来了？		2.7版本随机事件
page1.2	H猫汐尔		啊——分析员在这里喵……		2.7版本随机事件
page1.3	H主角		你找我有事？		2.7版本随机事件
page1.4	H猫汐尔		……我还有事，先走了喵！		2.7版本随机事件
page1.5	H主角		（猫汐尔怀里抱着的是什么东西？）		2.7版本随机事件
page1.6			思索一番后，我决定看看猫汐尔在搞什么名堂……		2.7版本随机事件
page1.7	H主角		猫汐尔？！你床上怎么全是我的衣服！		2.7版本随机事件
page1.8	H猫汐尔		啊，被发现了喵。		2.7版本随机事件
page1.9	H主角		不要摆出一副无事发生的表情……		2.7版本随机事件
page1.10	H猫汐尔		抱着分析员的衣服睡觉，睡眠质量很高喵。		2.7版本随机事件
page1.11	H主角		奇怪，我怎么没发现自己少了这么多衣服……		2.7版本随机事件
page1.12	H猫汐尔		已经没有味道的衣服，猫汐尔会洗好之后送回去喵。		2.7版本随机事件
page1.13	H主角		不，这还是没办法解释为什么你这里有这么多……		2.7版本随机事件
page1.14	H猫汐尔		一个月取一件喵。这是加入海姆达尔以来所有的战利品喵！		2.7版本随机事件
page1.15	H主角		真不知道该说你什么好……		2.7版本随机事件
