字符串索引	标记	立绘位置	说话人	实际说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Flag	Pos	Speaker	RealSpeaker	WwiseEventID	zh_CN	disable	Remark
1		0				不断下沉……我被污水吞没，身不由己。	0	
2		0				究竟是过了多久呢？等到能再次思考时，自己的眼前只剩下白色的光。	0	
3		0				虽然意识恢复了，但是依旧无法控制自己的身体，胸口好像压着一块石头般。	0	
4		6	真埃达			playername~醒过来了吗？	0	
5		0				低下头，女孩正死死地抱着我，树枝从她的身体生长出，深深地刺入了我的胸膛。	0	
6		0				我不会让你得逞的……	0	
7		0				是琴诺的声音……她就在附近……	0	
b-1	b-1	0					0	
8	b-1-1	0				向着声音传来的方向伸出手。	0	
9		0	分析员			冷静下来……	0	
10		6	真埃达			哎呀，居然还能发出声音吗？那就换个姿势欺负你吧~	0	
11		0				女孩冰冷纤细的手指死死地扣住了我的脖子。	0	
12		0	分析员			等着我……	0	
13		0				光芒渐渐消逝，黑暗再度将视野与意识吞没……	0	
14		0				但是——	0	
15		0	？？？			对不起，对不起……playername，求求你快醒过来！	0	
17		0				随着胸腔不断压缩回弹，我渐渐恢复了气息——	0	
18		0				在这之前……我被某人从水中拉起。	0	
19		0	分析员			咳——	0	
20		0	？？？			啊……	0	
21		0				嘴唇传来了被什么东西紧紧贴住的触感，一股暖流将我彻底从那片冰冷的黑暗中唤醒。	0	
22		0	分析员			呃……	0	
23		0	恩雅羽蜕			太好了……你醒过来了。	0	
24		0	分析员			啊……你哭了吗，恩雅。	0	
25		0	恩雅羽蜕			嗯……嗯……啊，我还以为再也看不到你了。	0	
26		0	恩雅羽蜕			对不起，那个时候没有拉住你……对不起，对不起……我这辈子再也，再也不会松开你的手了！	0	
27		0	分析员			嘿嘿嘿，这种话……要留到最重要的那天再说啊。	0	
28		0	恩雅羽蜕			嗯……但是在那天到来之前，不要再丢下我了……	0	
29		6	安卡希雅辉夜			都怪playername老喜欢随便插旗，如果不小心打出be的话，我可不介意重启整个世界。	0	
30		0	分析员			那可真是谢谢你了，安卡希雅。	0	
31		6	凯茜娅			呵呵呵，别打趣了，在恩雅的腿上躺够了没有？	0	
32		0				凯茜娅笑了笑弯下腰，示意我搭上她的肩膀。	0	
33		6	凯茜娅			你应该也坐不住了吧。	0	
34		0	分析员			呵，你是有读心术吗？	0	
35		6	凯茜娅			毕竟从某种层面来说我们也算一类人。	0	
36		6	凯茜娅			来吧，playername，继续投入到下一场战斗吧。	0	
37		0	分析员			嗯，她们还在等着我。	0	
40		0				但是到最后，我还是没能将她带回来。	0	
41		0				行走在地下通道，因为刚刚被公司“清扫”过的原因，这里既没有异化人也没有降临团，反倒显得有些“冷清”。	0	
42		0				是啊，“永恒乐土”事件已经过去两周了，零区在公司的正式介入下渐渐恢复了秩序，新的避难所被搭建了起来，补给品也得到了升级。	0	
43		0				在很多人眼里，我们已经成为了拯救耶洛沙和零区的英雄。	0	
44		0				只是……	0	
45		6	妮塔			哦呀，贩卖机里的巧克力居然还没卖光？真少见……	0	
46		6	安卡希雅			嗯，那个牌子的巧克力，只有琴诺会买吧。	0	
47		6	安卡希雅			她应该还要休养一段时间……	0	
48		6	芙提雅			呼啊……呼啊……总算是把这个病床搬进来了……	0	
49		6	芙提雅			这么一来精神治疗室就算是重建完毕了吧。	0	
50		6	恩雅			嗯，明天开始就能投入使用了，之后小琴诺和……	0	
51		6	芙提雅			怎么了恩雅姐？	0	
52		6	恩雅			唔，没什么……	0	
53		0	凯茜娅			啊，又弹错了……	0	
54		0	凯茜娅			真是的，最近总是不在状态……	0	
55		0				那次行动过后，心底依旧燃着一团火，无法被熄灭。	0	
56		0				于是，在她们的陪同下，我又回到了这里。	0	
57		0				映射着星空的全息投影设备依旧没有停止工作，只是水面上的结晶花丛早已被公司清理干净。	0	
58		0				耳边只有水波拍打台阶发出的枯燥声响，我随便找了个位子坐下，静静地盯着闪着星光的水面，发着呆。	0	
59		0				直至，一处微小的异常浮现在我的眼前——	0	
60		0				在水池的中央，一束小小的白花陡然绽放。	0	
b-2	b-2	0					0	
61	b-2-1	0				向着那一抹小小的纯白迈开了步伐。	0	
62		0				然而我并不知道，正是因为这个举动，我将亲手推动名为奇迹的齿轮。	0	
63		0				没错，这就是我回到这里的理由——	0	
64		0				身为海姆达尔部队的分析员，我要接我的队员回家，回到真正属于她的地方。	0	
65		0				而这朵小花也将再次为我锚定坐标，那将是——	0	
66		0				不久后的某天，与她再次相遇的坐标。	0	
67		0				终于……又见面了。	0	
