字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H瑟瑞斯		分析员，可以……请你抽出几个小时的时间吗？		
page1.2	H主角		嗯，当然没问题。		
page1.3	H瑟瑞斯		嘿嘿，分析员什么都不问，就答应我了呢。		
page1.4	H主角		只要是瑟瑞斯的请求，我都会尽量满足。		
page1.5	H主角		所以，需要我做什么？		
page1.6	H瑟瑞斯		陪我一起复习记忆吧。		
page1.7	H瑟瑞斯		最近我一直在练习加深部分的记忆。		
page1.8	H瑟瑞斯		这段……是和分析员一起看金鱼的记忆——		
page1.9	H瑟瑞斯		这段我想想，是和分析员一起给植物浇水的记忆。		
page1.10	H瑟瑞斯		还有还有，一起拍过照片的情景，我也能记下来了！		
page1.11	H主角		瑟瑞斯真的很棒。		
page1.12	H主角		除了以前的回忆，我们一起来创造些新的记忆吧。		
page1.13	H瑟瑞斯		嗯！		
