字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H里芙		playername……		
page1.2	H主角		我在。你醒了吗？		
page1.3	H主角		昨晚睡得怎么样？		
page1.4	H里芙		嗯……实际上，因为心脏怦怦直跳，我到很晚才睡着。		
page1.5	H主角		咳，其实我也一样。		
page1.6	H里芙		不过，多亏了有你在，我睡得很安稳。		
page1.7	H主角		那就好。今天有什么打算吗？		
page1.8	H里芙		我在资源部预订了一些食材。		
page1.9	H里芙		如果你有空的话，我想和你一起做饭……像家人那样。		
page1.10	H主角		当然没问题。		
page1.11	H里芙		在过去相处的时间中，我记住了你的许多事情。		
page1.12	H里芙		你的战术偏好、格斗技巧，你的思考方式和决断依据……		
page1.13	H里芙		而现在，作为一起生活的人，我想更多去了解你。		
page1.14	H里芙		比如，先从喜欢的味道开始。		
page1.15	H主角		里芙……		
page1.16	H主角		放心吧，我们还有很多时间去了解彼此。		
page1.17	H主角		毕竟，是“永恒之约”嘛。		
page1.18	H里芙		嗯。以后也拜托你了，亲爱的。		
