字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H主角		奇怪……这里原本有这扇门吗？		
page1.2	H妮塔		哟，分析员总算注意到了吗~		
page1.3	H妮塔		突然出现的门后面究竟藏着什么，你一定很好奇吧。		
page1.4	H妮塔		不如趁着四下没人，我们两个人偷偷溜进去探索一番？		
page1.5	H主角		……		
page1.6	H主角		喂，其实妮塔已经知道里面有什么了吧。		
page1.7	H妮塔		啊哈哈哈，被发现了啊……		
page1.8	H妮塔		既然如此那我就不卖关子了，这其实是新开放的疗愈中心，是让大家好好放松身心的地方。		
page1.9	H主角		疗愈……就好像“舒缓术”一样吗？		
page1.10	H妮塔		哎？分析员知道俱卢的“舒缓术”？		
page1.11	H主角		知道是知道，只是一直没机会体验。		
page1.12	H妮塔		新恒提罗不流行这个吗？		
page1.13	H主角		倒也还行，只是那段时间太忙了。		
page1.14	H妮塔		……那还真是可惜。		
page1.15	H妮塔		不过没关系，如果分析员感兴趣的话，到我房间交流一下？不瞒你说，我可是这方面的行家。		
page1.16	H主角		那就拜托妮塔了。		
page1.17	H妮塔		嘿嘿，放心好了，我保证让你精神焕发。		
page1.18	H主角		不，我想你弄错重点了。		
page1.19	H主角		比起单纯体验，我对这门手艺本身更感兴趣，到时候可以教教我吗？		
page1.20	H妮塔		哎？！啊……当然可以，你要想学我自然会倾囊相授。		
page1.21	H妮塔		不过作为学费，今晚请我吃个饭如何~回来后再教你。		
