字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H苔丝		分析员，你的身体有没有不一样的变化呀？		
page1.2	H主角		你为什么突然问这个？		
page1.3	H苔丝		因为和你同行的里芙和芬妮好像都获得了很不得了的力量！		
page1.4	H苔丝		所以我就在想……分析员是不是也有变化了呢？至少多一套新装备吧！		
page1.5	H主角		头发长了点算吗？		
page1.6	H苔丝		讨厌啦！分析员又开玩笑，我明明很认真的。		
page1.7	H主角		没有得到什么新东西吧，还差点弄丢原有的东西。		
page1.8	H苔丝		弄丢？什么东西啊？		
page1.9	H主角		不重要了。现在你面前的，是完好无损的我。		
page1.10	H苔丝		这样啊……		
page1.11	H苔丝		总觉得分析员看见的世界和我不一样呢。		
page1.12	H主角		怎么说？		
page1.13	H苔丝		我感觉你为了保护我，有很多都不告诉我，或许就算告诉我，我的理解也到不了你的那个深度。		
page1.14	H苔丝		虽然知道是为了我好，可我还是和以前一样想要知道更多关于老师的事。		
page1.15	H主角		苔丝，有的时候你懂事得让我觉得愧疚了。		
page1.16	H苔丝		不要愧疚，我都是自愿的！我是不是让你有压力了？		
page1.17	H主角		没有，谢谢你，苔丝。		
page1.18	H苔丝		分析员……		
page1.19	H主角		放心，不管发生什么，我还是我，不会离开。		
page1.20	H苔丝		嗯！我也会一直跟着分析员的！		
