字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H安卡希雅		哈啊——		
page1.2	H主角		你又熬夜测试游戏了？		
page1.3	H安卡希雅		熬夜了，但不是这个原因。		
page1.4	H主角		那你干什么去了？		
page1.5	H安卡希雅		匿名去和玩家讨论游戏了。		
page1.6	H主角		你不会和对面对骂了一晚上吧。		
page1.7	H安卡希雅		恰恰相反，是很和谐的讨论。		
page1.8	H主角		好难得。		
page1.9	H安卡希雅		做游戏的也好，玩游戏的也罢，大家都是喜欢游戏，只要讨论的话题有意义，提出的建议有道理，我为什么要吵架？		
page1.10	H主角		感觉经历过上次测试的网络争议后，你平和了很多？		
page1.11	H安卡希雅		那也算网络争议？		
page1.12	H主角		不算吗？		
page1.13	H安卡希雅		当年我四处征战的时候，这帮孩子还在穿开裆裤呢。		
page1.14	H主角		原来你也是争议的源头。		
page1.15	H安卡希雅		嗯？		
page1.16	H主角		开裆裤这个词也很有年代感了……		
page1.17	H安卡希雅		你在暗示什么吗？		
page1.18	H主角		别想太多，你加油，我先告辞了。		
