字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H姬辰星		分析员，日程表上今天您是有空闲的。		
page1.2	H姬辰星		那么……能麻烦您来我房间一下吗？		
page1.3	H主角		突然搞得这么正式，让我有点紧张。		
page1.4	H主角		需要我做什么？		
page1.5	H姬辰星		分析员，可以给我讲讲您在新恒提罗经历的事情吗……		
page1.6	H主角		呃……辰星一向过目不忘，应该已经看过任务记录了吧。		
page1.7	H主角		再听我讲一遍报告，岂不是很无聊。		
page1.8	H姬辰星		不是那样的。		
page1.9	H姬辰星		记住的那些都是毫无感情的文字而已。		
page1.10	H姬辰星		虽然不能和分析员一同去新恒提罗，但我也不希望错过你的这段时间。		
page1.11	H姬辰星		如果是分析员亲口讲出的话，在我的记忆里，它们就不再仅仅是文字了。		
page1.12	H主角		好……那就，一起经历一遍吧。		
page1.13			彻夜为辰星讲述了新恒提罗的冒险。		
