字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H肴		是分析员，你来得正好！		
page1.2	H肴		新恒提罗真像资料里说的这样吗？到处都是服务机器人？		
page1.3	H肴		那这样一来，人不就什么都不用干啦？		
page1.4	H主角		虽然你想得很美，但是我们认识的一位升格体说……		
page1.5	H主角		外地人购买新恒提罗机器人的费用可是非常非常昂贵的哦。		
page1.6	H肴		呜……我的彻底躺平梦想再一次轻轻地碎了。		
page1.7	H主角		自食其力吧，少女。		
page1.8	H肴		不过你说的那个……升格体，是什么？		
page1.9	H主角		粗略解释的话，升格体是将意识上传网络，并且多数时候在网络上活跃的一群人。		
page1.10	H主角		平常我们看到的升格体其实都是全息投影出的虚拟形象。		
page1.13	H肴		让意识去活动 ，身体就不用动了……妙哇！		
page1.14	H主角		不过话说回来，真实的身体长时间不活动的话，肌肉会萎缩的……		
page1.15	H肴		哎？		
page1.16	H肴		那不行，我还是维持现状好了！		
page1.17	H肴		啊，到时间了，分析员要不要和我一起做一套养生体操啊？		
