字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page0.1	H猫汐尔		分析员，听说新恒提罗的人，都很流行肉体改造喵？		
page0.2	H主角		嗯，只能说是一部分吧，但这些人也依据不同的理念分成了两派。		
page0.3	H主角		升格派选择了上传意识，刚体派则选择了替换义体。		
page0.4	H猫汐尔		唔……有意思。那分析员猜猜，我会是哪一派呢？		
					
choice01			刚体派		
page1.1	H主角		依据现状的话，应该会是刚体……不。		
page1.2	H猫汐尔		喵？		
page1.3	H主角		虽然有些冒犯，但我想如果是猫汐尔的话，应该还是想保留原本的身体吧。		
choice02			升格派		
page2.1	H主角		你那么天马行空，应该会选升格……不。		
page2.2	H猫汐尔		唔？		
page2.3	H主角		虽然有些冒犯，但我想如果是猫汐尔的话，应该还是想保留原本的身体吧。		
choice03			两者都不		
page3.1	H主角		答案是两者都不会选。		
page3.2	H主角		如果是猫汐尔的话，还是想保留原本的身体吧。		
					
page4.1	H猫汐尔		唔喵，真是什么都难不倒你。		
page4.2	H主角		因为我试着站在你的立场思考了下，最后才做出了选择。		
page4.3	H猫汐尔		是喵……分析员能理解我真是太好了……		
page4.4	H猫汐尔		如果我也有像大家一样的身体，是不是就更容易与你感同身受了呢？		
page4.5	H主角		没差别，在我眼里，你一直都是最棒的猫猫。		
page4.6	H猫汐尔		……		
page4.7	H猫汐尔		果然，你很擅长应付女孩。		
page4.8	H主角		哎？！		
page4.9	H猫汐尔		不过，我并不在意喵，以后请再多应付我两句吧。		
