字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H晴		分析员，你在新恒提罗时有见过“刚体”吗？		
page1.2	H主角		当然，那里有不少居民愿意让肉体机械化，来获得更强的能力。		
page1.3	H主角		晴对这个有兴趣吗？		
page1.4	H晴		嗯，有点好奇。我刚才看完了分析员带回来的有关新恒提罗的最新资料。		
page1.5	H晴		资料里说……刚体的改造方式与程度因人而异。		
page1.6	H晴		有点想象不出来新恒提罗的街上会是什么情景……		
page1.7	H主角		嗯，其实新恒提罗的街上……人人都长得五花八门呢。		
page1.8	H晴		原来如此。		
page1.9	H主角		是啊，新恒提罗的市民大约有三分之一是刚体，三分之一是升格体，还有三分之一是普通人。		
page1.10	H主角		我们起初还把刚体市民当成了角色扮演演员，差点想过去合个影什么的……		
page1.11	H晴		噗……		
page1.12	H主角		哈哈，晴也觉得很搞笑吧。		
page1.13	H晴		我也有生化义肢，分析员如果想的话，可以和我合影。		
