字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H主角		早啊……		
page1.2	H芬妮		大懒虫，现在可不早了。		
page1.3	H主角		芬妮平时不也是会睡懒觉的嘛。		
page1.4	H主角		我看到你刚才在发呆，是在想什么吗？		
page1.5	H芬妮		唔，其实我在想……就是说……那个永恒之约……		
page1.6	H芬妮		既然，我们已经……那是不是……		
page1.7	H主角		啊？		
page1.8	H芬妮		我的意思是我们现在是不是可以用其他词来互相称呼了！		
page1.9	H主角		（突然一口气说出来了……）		
page1.10	H主角		当然了，你喜欢哪一种？比如……		
page1.11	H芬妮		等等！		
page1.12	H芬妮		让，让我先说！		
page1.13	H芬妮		亲……亲……额……		
page1.14	H主角		亲爱的芬妮小姐？		
page1.15	H芬妮		……		
page1.16	H主角		眼神突然好可怕……好啦，不逗你了。		
page1.17	H芬妮		……		
page1.18	H芬妮		……果然我拿达令你一点办法也没有。		
