字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H芙提雅		吨吨吨……		
page1.2	H芙提雅		啊——实在是……喝不下了……		
page1.3	H主角		怎么喝这么多牛奶？		
page1.4	H芙提雅		没办法，我最近正在进行一场盛大的特训。		
page1.5	H主角		最近也没有紧急任务，怎么突然要特训？		
page1.6	H芙提雅		海姆达尔队员要随时做好战斗准备。		
page1.7	H芙提雅		虽然芙提雅老师已经在科学方面，获得了很多成就……		
page1.8	H芙提雅		但在分析员身边，我依旧觉得自己需要成长。		
page1.9	H芙提雅		这样，才能站在分析员身边，和你并肩作战！		
page1.10	H主角		并肩……		
page1.11	H主角		所以，你喝这么多牛奶，是想要长个子？		
page1.12	H芙提雅		哼哼，不止。		
page1.13	H芙提雅		其它的地方也一定可以成长的。		
page1.14	H芙提雅		等着看吧分析员！		
