字符串索引	标记	立绘位置	说话人	实际说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Flag	Pos	Speaker	RealSpeaker	WwiseEventID	zh_CN	disable	Remark
1		6	朝觐者			勇敢的星际冒险家，playername，非常感谢您拯救了我们！	0	
2		0	分析员			不必客气，举手之劳。	0	
3		6	朝觐者			这些物资不足以我们感谢之情的万分之一，还请您不要嫌弃！	0	
4		0	分析员			帮了大忙了，这样我的旅行就能继续了。那么就告辞了。	0	
5		6	朝觐者			等等！	0	
6		0	分析员			还有什么事？	0	
7		6	朝觐者			看到您的英姿后，奴家已深深爱上您，请带奴家走吧！	0	
8		0	分析员			不必了不必了。	0	
9		6	朝觐者			请接受奴家的心意吧！	0	
10		0	分析员			你解释解释怎么回事。	0	
11		6	安卡希雅			解释什么？	0	
12		0	分析员			这就是你说的刚实装的新剧情？	0	
13		6	安卡希雅			对，怎么了？	0	
14		0	分析员			你觉得没问题吗？	0	
15		6	安卡希雅			你觉得有问题吗？	0	
16		0	分析员			我帮他们打跑两只狼，这位姑娘就要嫁给我？	0	
17		6	安卡希雅			在前期的小任务里多给奖励，是很常见的设计。	0	
18		0	分析员			按一般常识来说，这个奖励会不会太丰厚了点。	0	
19		6	安卡希雅			从数值来说，这些物资都不够你撑到下个区域。	0	
20		0	分析员			我是说这个以身相许的女NPC。	0	
21		6	安卡希雅			前期需要个比较好用的初始伙伴，直接让她入队可以减低开荒难度。	0	
22		0	分析员			你别给我装傻，我说的是这个入队的理由有问题。	0	
23		6	安卡希雅			现在玩家不都喜欢这样的吗？	0	
24		0	分析员			谁跟你说的？	0	
25		6	安卡希雅			最近刚加入的文案策划。	0	
26		0	分析员			“最近刚加入”……不会是我想的那个人吧？	0	
27		6	安卡希雅			是你想的那个人。	0	
28		0	分析员			哎……难怪了。	0	
29		6	安卡希雅			那第一章的剧情也差不多测试完了，除了NPC太主动你没有别的意见吧？	0	
30		0	分析员			嗯，有优化空间，且很大。	0	
31		6	安卡希雅			我回头让她改改，接下来就测试新功能吧！	0	
32		0	分析员			还有新功能？	0	
33		6	安卡希雅			新做了钓鱼玩法，不过除我之外还没有人玩过。	0	
34		0	分析员			这个游戏不是叫新星开拓吗？怎么还能钓鱼？	0	
35		6	安卡希雅			没有钓鱼玩法的RPG是不完整的！	0	
36		0	分析员			你这是哪里来的理论？	0	
37		6	安卡希雅			是我研究了很多游戏论坛得出的总结，所以这段时间花了大量资源做这个功能。	0	
38		0	分析员			这就是你把两个星球砍成一个岛的理由？	0	
39		6	安卡希雅			上次测试很多玩家反馈说步子迈大了，重复的场景没有意义，不如先做好一个区域，我觉得有道理。	0	
40		6	安卡希雅			像我这样懂玩家的制作人是会虚心接受玩家建议的。	0	
41		0	分析员			那钓鱼玩法也是玩家要求加的？	0	
42		6	安卡希雅			不，是我自己要加的。	0	
43		0	分析员			那你纯粹是拿玩家当借口吧……	0	
44		6	安卡希雅			这个世界上不会有讨厌钓鱼的玩家！	0	
45		0	分析员			你从哪里来的自信？	0	
46		6	安卡希雅			老玩家的经验和直觉。	0	
47		0	分析员			我觉得你不跟团队商量就实装新功能还是太草率了。	0	
48		0	分析员			而且也没有实际的数据来证明<orange>现在的玩家</>喜好和你一致。	0	
49		6	安卡希雅			哦？话里有话？	0	
50		0	分析员			我只是觉得要再多收集点意见比较好，你现在去做个问卷调查应该来得及。	0	
51		6	安卡希雅			来不及。	0	
52		0	分析员			为什么？	0	
53		0	安卡希雅			现在各个平台发问卷的审核很麻烦，之前我有试过几次，但是没过审核。	0	
54		6	安卡希雅			审核问卷的AI就是垃圾，是违逆时代的产物。	0	
55		0	分析员			你就不反思一下自己的问卷做得不规范吗？问卷对格式、涉及范围这些要求严格也是为了提高AI审核的效率，你还是多适应下这个社会的节奏吧。	0	
56		6	安卡希雅			你说得很有道理，要不你来做个问卷？	0	
57		0	分析员			我就不该提这茬。	0	
58		0	分析员			要不直接做个内部调查？现在准备新的问卷也很花时间。	0	
59		6	安卡希雅			好主意，你召集一下大家吧。	0	
60		0	分析员			该你来吧？你不是制作人吗？	0	
61		6	安卡希雅			这种事还是分析员来做比较方便。	0	
62		0	分析员			服了你了。	0	
63		0				半小时后。	0	
64		2	安卡希雅			各位同事，你们觉得在主题是外星探索的游戏里有钓鱼玩法会不合理吗？	0	
65		1	芙提雅病号服			不会啊，只要设定的星球环境适合就没问题，而且芙提雅老师可以帮忙设计鱼的种类哦！可以既考虑到生物学又有幻想元素！那钓鱼点的分布也需要设计一下呢，水域的地图我重新规划一下吧！我现在就回去修改！	0	
66		2	里芙病号服			我觉得没什么问题，虽然没关系，但也不冲突。	0	
67		3	晴病号服			嗯……钓鱼也是很不错的休闲方式。	0	
68		4	凯茜娅病号服			不挺好的吗？既然有钓鱼了，不如再加个冲浪玩法吧？	0	
69		5	安卡希雅			好主意，不过目前的开发周期是来不及了，等以后做活动吧。	0	
70		0	分析员			别再随便增加工作量了……	0	
71		0				“新星开拓钓鱼玩法策划大会”结束后，队员们都分别回自己房间了。	0	
72		6	安卡希雅			你看，内部人员都觉得有钓鱼玩法是合理的。	0	
73		0	分析员			行吧，既然你们都认为没问题，那我也不反对了。	0	
74		6	安卡希雅			好了，讨论的事告一段落，继续测试吧，接下来是地图上所有钓鱼点位的测试。	0	
75		0	分析员			你去哪？	0	
76		6	安卡希雅			我去泡碗面，你加油。	0	
77		0				安卡希雅！！！	0	
