字符串索引	标记	立绘位置	说话人	实际说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Flag	Pos	Speaker	RealSpeaker	WwiseEventID	zh_CN	disable	Remark
1		4	研发部小组长			关于扩充模拟战局类型这一点，就按照计划开始执行吧。	0	
2		5	研发部研究员			组长，这次我们采集分析了分析员全部作战记录，这次构建的模拟战局保准会让分析员满意吧！	0	
3		4	研发部小组长			等反馈吧……	0	
4		0				负责定期升级悖论迷宫系统的小组长揉了揉自己的太阳穴。她并不想打消队员的积极性，但总觉得这次升级还差了点火候。	0	
5		0				她想起最近收到的迷宫系统的故障报告，又想到了因公司高层变动而极其紧张的人力，觉得自己的头更疼了。	0	
6		0				不过眼下，有一件重要的事情需要优先解决。	0	
7		4	研发部小组长			这是分析员近期的推演数据，还有他附的迷宫系统反馈表。	0	
8		4	研发部小组长			看出来什么了？	0	
9		5	研发部研究员			哇……分析员的数据居然这么好！反馈表里的这些改进建议……可以直接作为开发文档使用了呀！	0	
10		5	研发部研究员			等等！playername长官不是刚执行完任务回到基地——我们的这位分析员大人都不会累的吗？刚回来没几天，不仅加训这么多，还完成了这么完善的文档。	0	
11		4	研发部小组长			是啊，即便是他，也会累。	0	
12		4	研发部小组长			不仅高强度地出任务，近期又频繁使用转化读取泰坦物质的能力……	0	
13		5	研发部研究员			那这次系统升级后，更新的数据库会给分析员带来新的压力吧？	0	
14		4	研发部小组长			没错，所以减轻迷宫系统给分析员带来的负担，是这次升级的重中之重。	0	
15		5	研发部研究员			好的，组长！	0	
16		5	研发部研究员			那具体该怎么做……对了，我去请求专家支援！	0	
17		4	研发部小组长			批准。	0	
18		6	研发部研究员			所以……专家们，请救救我！	0	
19		4	芙提雅			哼哼，你来问小老师这个问题……确实是问对人了！	0	
20		4	芙提雅			毕竟，能搞得清你们那套系统，同时最了解分析员，非芙提雅老师莫属啦。	0	
21		5	瑟瑞斯			如果是关于分析员的事，每一件我都有认真记录下来！我应该……能帮得上忙！	0	
22		6	研发部研究员			那就拜托二位了！	0	
23		6	研发部研究员			其实目前研发部已经有了初步的优化思路，但有几处问题无论如何需要两位专家帮忙评估！	0	
24		6	研发部研究员			我们根据分析员以往的作战数据，结合数据库里记录的全部战场环境，扩展了悖论迷宫的新战局。	0	
25		6	研发部研究员			只不过，如果分析员接入目前的这套迷宫系统，精神负担也会加重。	0	
26		6	芙提雅			所以，你们打算怎么解决这个问题？	0	
27		5	研发部研究员			之前分析员在进行推演时，只能调用根据数据模拟生成的队友来协助战斗，负担都在分析员一个人身上。	0	
28		5	研发部研究员			但如果各位老师也能同时接入悖论迷宫的话，情况就不一样了。	0	
29		4	瑟瑞斯			哦……所以你才来找我们！	0	
30		5	研发部研究员			没错。而且我们确实需要二位来确定这个计划的可行性。	0	
31		4	芙提雅			全部战场环境……和分析员一同接入迷宫系统……这么说的话，就有机会重新回到我未曾参与的战场与分析员并肩作战——	0	
32		5	研发部研究员			没错，我们确实是按照这样的方向来优化的，没准分析员可以开发出新的合作战术。	0	
33		4	芙提雅			放心！芙提雅老师会帮你们把这个构想实现的！	0	
34		5	研发部研究员			感谢两位专家的倾情相助，研发部全体成员一定向你们致谢！放心，我一定向组长申请更多的特别嘉勉——	0	
35		0				次日——	0	
b-1	b-1	0					0	
36	b-1-1	0				思维深潜？	0	
37		6	研发部研究员			对，这个系统是研发部专门为了减轻分析员的精神压力而加设的。	0	
38		6	研发部研究员			这还得感谢两位海姆达尔队员给我们的建议呢。	0	
39		0				面前的研究员带着浓重的黑眼圈，依旧活力满满地讲述着悖论迷宫的升级内容。	0	
40		0				听过研究员的解说并命她去休息后，我转身进入训练室。没想到小小的房间中，挤满了人……	0	
41		5	芬妮			我就知道，你们一个一个的，都有自己的小心思。	0	
42		5	芬妮			你们这么积极地给研发部提出建议，其实是自己制造机会来单独霸占分析员吧？	0	
43		4	芙提雅			这不是因为我总被留在基地待命嘛……难道你不想和分析员并肩战斗吗！	0	
44		5	芬妮			就是想才过来了嘛……	0	
45		4	瑟瑞斯			啊……我不记得，我把这件事告诉大家了啊……	0	
46		5	妮塔			嘿嘿，是你的备忘贴忘在大厅了，有这么好的事可不能让大家错过了。	0	
47		6	安卡希雅			我最近不忙，来帮帮你。	0	
48		4	恩雅			哼，不准再一个人偷偷顶着压力努力了！姐姐会帮你分担~	0	
49		5	茉莉安			分析员，请把压力都分摊给我吧……	0	
50		4	晴			我是你的刃，等待着和你共同战斗。	0	
51		5	琴诺			我们也想为分析员做点什么。	0	
52		6	肴			我还好奇基地里突然一个人都没有了，你们团建不能落下我啊。这不算加班，嗯……不算。	0	
53		1	凯茜娅			我错过了这个男人的很多时光，这次我要全部补回来。	0	
54		2	苔丝			老师，我不想独自战斗了，也不想让您独自战斗……这次，可以和您一起吗？	0	
55		3	伊切尔			伊切尔也想知道分析员的一切！	0	
56		4	辰星			只要分析员需要，我会为你记住每一个细节。	0	
57		5	猫汐尔			喵……这么多人一起的话，系统还撑得住喵？	0	
58		6	里芙			分析员，走吧。	0	
