字符串索引	中文简体	中文繁体	日语	韩语	英语	法语	西班牙语	德语	泰语	印尼语	1=临时文案  0和不填都=正式文案	备注
Key	zh_CN	zh_TW	ja_JP	ko_KR	en_US	fr_FR	es_ES	de_DE	th_TH	id_ID	disable	Remark
1	说着，安卡希雅主动打开了这个半成品的游戏。	說著，安卡希雅主動打開了這個半成品的遊戲。	そう言うと、アカシアはその「半端なまま」のゲームを起動する。	그렇게 말하며 아카시아는 직접 그 미완성 게임을 실행했다.	Acacia opened the half-finished game.						0	3.5版本安卡希雅时之重奏个人故事
2	屏幕亮起，在正中央出现了安卡希雅的卡通形象。	螢幕亮起，在正中央出現了安卡希雅的卡通形象。	画面が灯り、中央にちょこんと現れたのは――アカシアのデフォルメ姿。	화면이 밝아지면서 정중앙에 아카시아의 캐릭터가 나타났다.	The screen lit up, and in the center appeared a cartoon version of Acacia.						0	3.5版本安卡希雅时之重奏个人故事
3	这个游戏……	這個遊戲……	このゲーム……	이 게임은…	This is...						0	3.5版本安卡希雅时之重奏个人故事
4	是与安卡希雅的恋爱模拟游戏。	是與安卡希雅的戀愛模擬遊戲。	アカシアとの恋愛シミュレーションだよ。	아카시아와의 연애 시뮬레이션 게임이야.	It's a romance simulation game where you date me.						0	3.5版本安卡希雅时之重奏个人故事
5	亲爱的看下去就知道了。	親愛的看下去就知道了。	見てれば分かるよ、あなた。	보면 알게 될 거야, 자기.	Just keep watching, darling. You'll see.						0	3.5版本安卡希雅时之重奏个人故事
6	整体来看，它是一个很经典的校园恋爱故事。	整體來看，它是一個很經典的校園戀愛故事。	内容は王道の学園ラブストーリー。	전체적으로는 아주 클래식한 캠퍼스 로맨스 스토리였다.	Looking at it as a whole, it was a very classic campus romance story.						0	3.5版本安卡希雅时之重奏个人故事
7	故事始于我和安卡希雅在校园中的初遇，一次偶然的邂逅让我们彼此相识。	故事始於我和安卡希雅在校園中的初遇，一次偶然的邂逅讓我們彼此相識。	物語は、私とアカシアの校内での出会いから始まる。偶然の邂逅をきっかけに、互いを知った。	이야기는 나와 아카시아가 학교에서 처음 만나는 것으로 시작되고, 우리는 우연한 인연으로 서로를 알게 된다.	The story began with my first encounter with Acacia on campus, a chance meeting that led us to get to know each other.						0	3.5版本安卡希雅时之重奏个人故事
8	后来，我和她共同创立一个两人的社团。	後來，我和她共同創立一個兩人的社團。	やがて私たちは、二人だけのサークルを立ち上げる。	그 후 나와 그녀는 함께 둘만의 동아리를 만들었다.	Later on, she and I founded a two-person club together.						0	3.5版本安卡希雅时之重奏个人故事
9	社团名义上做着“游戏文化研究”、“动漫设计考据”等内容，但更多的时候，是为我和她提供一个打游戏的空间。	社團名義上做著「遊戲文化研究」、「動漫設計考據」等內容，但更多的時候，是為我和她提供一個玩遊戲的空間。	名目は「ゲーム文化研究」だの「アニメ制作・設定考証」だの――それっぽいが、実際は彼女と私がゲームをするための場所でしかない。	동아리는 명목상 '게임 문화 연구', '애니메이션 디자인 고증' 같은 활동을 했지만, 대부분은 나와 그녀가 함께 게임하는 자리였다.	Officially, the club was for things like "game culture research" and "anime design analysis," but most of the time, it was really just a place for us to play games.						0	3.5版本安卡希雅时之重奏个人故事
10	日常的嬉笑中，时间一天天过去，我和她的感情也逐渐升温。	日常的嬉笑中，時間一天天過去，我和她的感情也逐漸升溫。	日々の他愛ない笑いの中で時間は過ぎ、私たちの距離も少しずつ近づいていく。	즐거운 일상 속 시간은 하루하루 흘러갔고, 나와 그녀의 감정도 점차 깊어져 갔다.	As the days passed with our everyday banter, our feelings for each other slowly grew.						0	3.5版本安卡希雅时之重奏个人故事
11	校庆展览即到来之际，在我的鼓励下，一份青涩的游戏企划案出现在我的案头，游戏开发也顺势启动。	校慶展覽即將到來之際，在我的鼓勵下，一份青澀的遊戲企劃案出現在我的桌上，遊戲開發也順勢啟動。	学園祭の展示が迫る頃、私の後押しを受けて、まだ青いゲーム企画書が私の机に届いた。――それを合図に、開発も動き出した。	학교 축제 전시회가 다가오는 가운데, 내 격려 속에서 풋풋한 게임 기획안이 내 책상 위에 나타났고, 자연스럽게 게임 개발이 시작되었다.	With the school anniversary exhibition approaching, spurred on by my encouragement, a budding game proposal landed on my desk, and development began in earnest.						0	3.5版本安卡希雅时之重奏个人故事
12	尽管中间有些波折，但在我们的共同努力下，游戏顺利完成，甚至还在校庆展览获奖。	儘管中間有些波折，但在我們的共同努力下，遊戲順利完成，甚至還在校慶展覽得獎。	途中いろいろあったけど、二人で手を動かして、なんとか完成まで持っていく。そして学園祭の展示で、まさかの受賞まで。	중간에 약간의 우여곡절은 있었지만, 우리가 함께 노력한 끝에 게임은 순조롭게 개발되었고, 심지어 학교 축제 전시회에서 수상까지 했다.	Although there were some twists and turns along the way, thanks to our joint efforts, the game was completed smoothly and even won an award at the exhibition.						0	3.5版本安卡希雅时之重奏个人故事
13	校庆的末尾，我和她一起走在黄昏中的校园，看样子是到了告白剧情。	校慶的末尾，我和她一起走在黃昏中的校園，看樣子是到了告白劇情。	学園祭の終わり、黄昏の校内を二人で歩く。――いよいよ告白、という流れだ。	축제가 끝나갈 무렵, 나와 그녀는 함께 노을 속에서 캠퍼스를 걸었고, 이제 고백 스토리가 시작될 때가 된 것 같았다.	At the end of the anniversary, she and I walked together through the campus at dusk. It looked like we had reached the love confession scene.						0	3.5版本安卡希雅时之重奏个人故事
14	《安卡希雅~致我的挚爱~》	《安卡希雅~致我的摯愛~》	『アカシア～愛しい人へ～』	<아카시아: 사랑을 위하여>	From Acacia~ To My Beloved~						0	3.5版本安卡希雅时之重奏个人故事
15	\n最终章-映入他的世界	\n最終章-映入他的世界	\n最終章――彼の世界へ	\n마지막 챕터-그의 세계로	\nFinal Chapter - Into His World						0	3.5版本安卡希雅时之重奏个人故事
16	……	……	……	……	...						0	3.5版本安卡希雅时之重奏个人故事
17	到这里就结束了啊……	到這裡就結束了啊……	ここで終わりか……	여기서 끝이야…	...It ends here?						0	3.5版本安卡希雅时之重奏个人故事
18	抱歉，让你失望了吗？	抱歉，讓你失望了嗎？	ごめん。期待外れだった？	미안해, 실망했어?	Sorry... are you disappointed?						0	3.5版本安卡希雅时之重奏个人故事
19	没有没有，倒不如说目前为止的体验都很棒，已经迫不及待地想要看接下来会发生什么了。	沒有沒有，倒不如說目前為止的體驗都很棒，已經迫不及待地想要看接下來會發生什麼了。	いや。ここまで、かなり良かった。むしろ続きが気になって仕方ない。	아니야 아니야, 지금까지 정말 재밌었어. 다음에 무슨 일이 일어날지 궁금해서 벌써 기다려지는데.	Not at all. If anything, everything up to this point has been great. So I really want to see what happens next.						0	3.5版本安卡希雅时之重奏个人故事
20	哎，可是……	欸，可是……	でもさ……	어, 하지만…	Really? But...						0	3.5版本安卡希雅时之重奏个人故事
21	她挠着头，尴尬地笑着。	她撓著頭，尷尬地笑著。	彼女は頭をかき、気まずそうに笑った。	그녀는 머리를 긁으며 어색하게 웃었다.	She scratched her head and gave an awkward smile.						0	3.5版本安卡希雅时之重奏个人故事
22	你难道不觉得有很多点想吐槽的？	你難道不覺得有很多點想吐槽的？	ツッコミどころ、多くない？	지적하고 싶은 게 많지 않아?	Don't you feel like there are tons of things in there worth teasing?						0	3.5版本安卡希雅时之重奏个人故事
23	其实都还好。	其實都還好。	別に、そこまででもない。	다 괜찮았어.	Honestly, it's all fine.						0	3.5版本安卡希雅时之重奏个人故事
24	这个创意本身很不错，可惜，你没有把它完成。	這個創意本身很不錯，可惜，你沒有把它完成。	発想自体はすごくいいと思う。だからこそ、最後まで見届けたかった。	아이디어 자체는 정말 좋아. 단지 네가 끝까지 다 만들지 못한 게 아쉽네.	The idea itself is really good. It's a shame you didn't finish it.						0	3.5版本安卡希雅时之重奏个人故事
25	为什么呢？	為什麼呢？	どうして止めた？	왜 그랬어?	So why didn't you?						0	3.5版本安卡希雅时之重奏个人故事
26	她的目光微微挪开，看着屋内的绿植，稍稍发呆了一会儿。	她的目光微微移開，看著屋內的綠植，稍稍發呆了一下。	彼女の視線がわずかに逸れ、部屋の観葉植物をぼんやり眺める。	그녀의 시선이 살짝 옆으로 향하더니, 방 안의 식물을 바라보며 잠시 멍해졌다.	Her gaze drifted away, resting on the greenery in the room for a while.						0	3.5版本安卡希雅时之重奏个人故事
27	随后长舒了一口气，重新看着我，露出了一个坦然的微笑。	隨後長呼了一口氣，重新看著我，露出了個坦然的微笑。	しばらくして息を吐き、こちらを見て、肩の力が抜けた笑みを浮かべた。	그러고는 길게 한숨을 내쉬고, 다시 나를 보며 담담한 미소를 지었다.	Then she let out a long breath, looked back at me, and gave me an honest smile.						0	3.5版本安卡希雅时之重奏个人故事
28	因为。	因為……	だって――	왜냐하면.	Because—						0	3.5版本安卡希雅时之重奏个人故事
29	当时独自开发的我，不知道怎么继续做下去。	當時獨自開發的我，不知道怎麼繼續做下去。	あの頃の私は、一人で作ってて、この先の進め方が分からなかったから。	그때 혼자 개발하던 나는, 어떻게 계속 이어가야 할지 알 수 없었으니까.	Back then, working on it alone, I didn't know how to keep going.						0	3.5版本安卡希雅时之重奏个人故事
30	决心为分析员制作游戏后，安卡希雅就一直待在自己的宿舍内。	決心為分析員製作遊戲後，安卡希雅就一直待在自己的宿舍內。	分析員のためにゲームを作ると決めてから、アカシアはずっと自室にこもっていた。	분석가를 위한 게임을 제작하기로 결심한 후, 아카시아는 줄곧 자신의 숙소에 머물렀다.	Ever since she decided to make a game for the Adjutant, Acacia had been holed up in her dorm room.						0	3.5版本安卡希雅时之重奏个人故事
31	终端的屏幕上，放着一个名为【安卡希雅~致我的挚爱~】的文件夹。	終端的螢幕上，放著一個名為「安卡希雅~致我的摯愛~」的資料夾。	端末の画面には、【アカシア～愛しい人へ～】というフォルダが開かれている。	단말기 화면에는 [아카시아: 사랑을 위하여]라는 이름의 폴더가 열려 있었다.	On the terminal screen sat a folder named [~From Acacia: To My Beloved~].						0	3.5版本安卡希雅时之重奏个人故事
