字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H奈莉德		外面好热闹。	0	3.5版本随机剧情
page1.2	H主角		嗯，过节了嘛。	0	3.5版本随机剧情
page1.3	H主角		我到处都没看见你，所以过来找你了。	0	3.5版本随机剧情
page1.4	H主角		怎么，不适应？	0	3.5版本随机剧情
page1.5	H奈莉德		也没有。	0	3.5版本随机剧情
page1.6	H奈莉德		就是……不知道怎么融入进这种节日的气氛。	0	3.5版本随机剧情
page1.7	H主角		什么融入不融入的，这是咱们自己家。	0	3.5版本随机剧情
page1.8	H奈莉德		我、我不知道说什么——	0	3.5版本随机剧情
page1.9	H主角		那我们一起去厨房帮厨。我带你炸丸子去。	0	3.5版本随机剧情
page1.10	H奈莉德		诶，我不会，搞砸了怎么办——	0	3.5版本随机剧情
page1.11	H主角		没事，你做成什么样我都爱吃！	0	3.5版本随机剧情
page1.12			在我的帮助下，奈莉德做的炸丸子受到了大家的一致好评。	0	3.5版本随机剧情
