字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1			清晨，悠扬的小提琴声从芬妮的房间传出。	0	3.5版本随机剧情
page1.2	H主角		芬妮每周这个时候都会练习小提琴吗？	0	3.5版本随机剧情
page1.3	H芬妮		嗯嗯，小提琴还是要一直保持练习。	0	3.5版本随机剧情
page1.4	H芬妮		不然太久不碰，慢慢也就生疏了。	0	3.5版本随机剧情
page1.5	H主角		看来你还蛮重视这项技能。	0	3.5版本随机剧情
page1.6	H芬妮		毕竟这可是本小姐基本的艺术素养。	0	3.5版本随机剧情
page1.7	H芬妮		达令什么时候想听，我可是都能演奏出来的！	0	3.5版本随机剧情
page1.8	H主角		正好我最近听了一些古典乐，芬妮要不要试试？	0	3.5版本随机剧情
page1.9			我将终端上的歌单给芬妮看了一下。	0	3.5版本随机剧情
page1.10	H芬妮		这个嘛……确实是一些我不太熟悉的曲目。	0	3.5版本随机剧情
page1.11	H芬妮		达令等我半天，晚上我们二人烛光晚餐的时候给你演奏怎么样？	0	3.5版本随机剧情
page1.12	H主角		这些半天就能都学会了吗？	0	3.5版本随机剧情
page1.13	H芬妮		那当然，本小姐可是海姆达尔最好的小提琴演奏者！	0	3.5版本随机剧情
page1.14	H芬妮		达令就瞧好吧！	0	3.5版本随机剧情
