字符串索引	中文简体	中文繁体	日语	韩语	英语	法语	西班牙语	德语	泰语	印尼语	1=临时文案  0和不填都=正式文案	备注
Key	zh_CN	zh_TW	ja_JP	ko_KR	en_US	fr_FR	es_ES	de_DE	th_TH	id_ID	disable	Remark
TxtRichManAKXY1	锦囊，无中生有。	錦囊，無中生有。	秘技・小遣い稼ぎ	포커 룰로 원페어 발동!	Hitting the jackpot is a pipedream.						0	
TxtRichManAKXY2	就这点钱，打发我？	就這點錢，想打發我?	しょーもな。	고작 몇 푼으로 날 보내려고?	That's all you're giving me?						0	
TxtRichManAKXY3	洒洒水啦。	灑灑水啦。	気にしない気にしない。	이 정돈 식은 죽 먹기지.	It's nothing.						0	
TxtRichManAKXY4	无懈可击！无懈可击……没这张牌？	無懈可擊!無懈可擊……沒這張牌?	トラップカード発動！え、無効？	스트레이트! 아… 이런 건 없나?	Immunity! Immunity! ...Does that card exist?						0	
TxtRichManAKXY5	抱歉，我就试试看好不好用。	抱歉，我只是試試看好不好用。	ごめん、試してみたいだけ。	미안, 좋은지 안 좋은지 내가 한 번 확인해 볼게.	Sorry, I'm gonna try it out to see if it's any good.						0	
TxtRichManAKXY6	没看到是我？	沒看到是我?	……ゲームの恨みは恐いんだぞ。	난 줄 몰랐다고?	You didn't see it was me?						0	
TxtRichManAKXY7	咳咳，今夜做梦也会笑。	咳咳，今晚作夢都會笑。	Foo～、嬉しい～、今夜眠れるかなぁ～。	크큭, 오늘 밤엔 꿈속에서도 웃겠군.	Heh, I'll be laughing in my dreams tonight.						0	
TxtRichManAKXY8	要打背水了。	要背水一戰了。	背水の陣。	물러설 수 없어.	Nowhere to hide.						0	
TxtRichManAKXY9	让我看看你的牌吧。	讓我看看你的牌吧。	持ってるカード見せて。	네가 쥔 패를 보여줘.	Lemme see your cards.						0	
TxtRichManAKXY10	犹豫，就会破产……	一猶豫，就會導致破產……	まぁ、お金って巡って来るものだから	망설이면 파산이야…	One slip up and you can lose everything...						0	
TxtRichManAKXY11	越过去，直接对本体造成暴击吧。	越過去，直接給本體暴擊吧。	そこ、本体にダイレクトアタック。	넘어가서 본체에 바로 치명타를 입히자.	Cross over and hit them straight on.						0	
TxtRichManAKXY12	干得漂亮。	幹得好!	GJ、GJ。	잘했어!	Not bad.						0	
TxtRichManAKXY13	我最后的力量就交给你们了！	我最後的力量就交給你們了!	最後の力……お前たちに託す……	내 마지막 힘을 너희에게 줄게!	I'll leave my last bit of strength to you guys!						0	
TxtRichManAKXY14	有眼光。	有眼光。	意外と見る目あるんだね。	안목이 있군.	You have a good eye.						0	
TxtRichManAKXY15	不错的判断。	不錯的判斷。	いい判断だね。	좋은 판단이야.	That was the correct decision.						0	
TxtRichManAKXY16	嗯~你还是知道谁跟你关系最铁的。	嗯~你也知道誰是最挺你的吧。	うん、やっぱり私たちが一番仲良しだよね。	응~ 역시 누가 네 편인지 알고 있구나?	Mm. You know which operative you're closest to~						0	
TxtRichManAKXY17	谢了，新赛季我帮你上分吧。	謝了，新賽季我幫你打排名吧。	ありがとう。代わりに……ランク上げはしないけど、新シーズンは私が協力してあげる！	고마워, 새 시즌에서는 네가 이기도록 도와줄게.	Thanks. I can help you level up in the next version, if you need.						0	
TxtRichManAKXY18	你确定不用这个？	你確定不用這個?	なんで使わないの？	이걸 안 쓴다고? 진심이야?	Aren't we going to use this?						0	
