字符串索引	中文简体	中文繁体	日语	韩语	英语	法语	西班牙语	德语	泰语	印尼语	1=临时文案  0和不填都=正式文案	备注
Key	zh_CN	zh_TW	ja_JP	ko_KR	en_US	fr_FR	es_ES	de_DE	th_TH	id_ID	disable	Remark
chess1	饕享券	饕享券	プレミアム交換券	프리미엄 카드	Deluxe Voucher						0	
chess1.desc	明灯新仪期间限定发放的稀有数字卡券，凭此可以在明灯新仪中享受贵宾服务，换取高价商品，通常只有一些“特殊贵宾”持有。但对于分析员来说，没什么用处。	明燈新儀期間限定發放的稀有數字卡券，憑此可以在明燈新儀中享受貴賓服務，換取高價商品，通常只有一些“特殊貴賓”持有。但對分析員來說沒什麼用處。	明灯新祭期間限定で配られたレアなデジタル券。明灯新祭にてVIPサービスを受けることができ、高価な商品と交換できます。通常は一部の「VIP」しか持たないが、分析員とにとっては、何の意味もないだろう。	등불 의식 기간에 한정 지급되는 숫자 카드. 보유 시, 등불 의식에서 VIP 서비스를 받을 수 있으며 고가의 상품을 교환할 수 있다. 일부 '스페셜 VIP'만 카드를 지급받을 수 있다. 분석가에겐 딱히 필요 없을지도 모른다.	A rare, limited-edition digital voucher issued during the Mingdeng Ritual. Typically, only held by "Special VIPs," it is used to enjoy VIP services during the Mingdeng Ritual and can be exchanged for extravagant products. However, it's practically useless to the Adjutant.						0	
chess2	泰古通达门禁卡	泰古通達門禁卡	タグ物流のカードキー	타이구 물류회사 출입 카드	Taigu-Connect Door Alarm Card						0	
chess2.desc	伊尔提供的门禁卡，仅从外观看与泰古通达员工的门禁卡别无二致，但被磨去的名字和编号已经说明，这是一张使用非常规手段获得的门禁卡。	伊爾提供的門禁卡，僅從外觀看與泰古通達員工的門禁卡並無區別，但被磨去的名字和編號已經說明，這是一張使用非正規手段獲得的門禁卡。	イールからもらったカードキー。見た目はタグの社員のカードキーとそっくりだが、抹消された名前とコードはこれが特別な手段で手に入れたものだと物語る。	이엘이 지급하는 출입 카드. 외관은 타이구 물류회사 직원 출입 카드와 구별할 수 없을 만큼 똑같지만, 지워진 이름과 코드란은 이 출입 카드가 비정식적인 방법으로 얻은 출입증이라는 것을 나타내고 있다.	The door alarm card provided by Yier. Although it appears similar to a Taigu-Connect employee card, the worn-out name and number make it clear that this card was obtained through unconventional means.						0	
chess3	还原装置	還原裝置	還元装置	복구 장치	Reset Device						0	
chess3.desc	当转运路线规划错误时，可以使用该装置重现货箱最初的分布位置，重新进行转运路线规划。	當轉運路線規劃錯誤時，可以使用該裝置重現貨箱最初的分布位置，重新進行轉運路線規劃。	搬送の計画を間違った時、この装置を使うと貨物専用箱を最初の位置へリセットさせ、搬送ルートの計画を作り直すことができます。	운송 루트 계획에 차질이 생겼을 경우, 해당 장치를 사용해 화물 상자의 위치를 초기화하고 운송 루트를 다시 리셋할 수 있다.	When the planned shipping route is incorrect, this device can be used to reset the cargo box to its original position and re-plan the transfer route.						0	
chess4	信石	信石	信石	전각석	Letter Stone						0	
chess4.desc	精致打磨的龟背石，龟背花纹的另一面能摸到一些凹凸感，似乎刻了些东西，用肉眼很难看清内容，据说是天楼十分流行的一种礼物。	精緻打磨的龜背石，龜背花紋的另一面能摸到一些凹凸感，似乎刻了些東西，用肉眼很難看清內容，據說是天樓十分流行的一種禮物。	細密に磨き上げられた亀甲石。亀甲の模様の反対側に触れると凸凹を感じられ、何かが刻まれているようだが、肉眼ではよく見えない。スカイタワーでの流行りの贈り物と言われている。	정교하게 연마된 셉타리안. 무늬의 한 면은 무언가를 새긴 듯 촉감이 울퉁불퉁하며 육안으로는 내용을 알아보기 어렵다. 스카이 타워에서 크게 유행하고 있는 선물이라고 한다.	An exquisite polished tortoiseshell stone. On the side opposite the pattern, some small bumps can be felt. It seems that something is carved into the stone, but it is difficult to see with the naked eye. It is a popular gift in the Towers.						0	
chess5	送福宝箱-小	送福寶箱-小	福の宝箱-小	축복 보물상자(소)	Fortune Chest - Small						0	
chess5.desc	明灯节这一天，仓尧为世界树前来协助安保工作的伙伴们准备了一些基础补给。	明燈節這一天，倉堯為世界樹前來協助保全工作的夥伴們準備了一些基礎補給。	明灯祭の日に警備の協力をしに来てくれたユグドラシル社の仲間たちのために倉尭が用意した基礎的な補給品。	등명제 당일, 보안 업무를 협조하러 온 위그드라실 동료들을 위해 창요가 준비한 기초 보급.	On the day of the Mingdeng Jie *Sky-Lantern Festival*, Cangyao prepared some basic supplies for the Yggdrasil Operatives assisting with security.						0	
chess6	送福宝箱-大	送福寶箱-大	福の宝箱-大	축복 보물상자(대)	Fortune Chest - Large						0	
chess6.desc	明灯节这一天，仓尧为世界树前来协助安保工作的伙伴们准备了一些特别的礼物。	明燈節這一天，倉堯為世界樹前來協助保全工作的夥伴們準備了一些特別的禮物。	明灯祭の日に警備の協力をしに来てくれたユグドラシル社の仲間たちのために倉尭が用意した特別なプレゼント。	등명제 당일, 보안 업무를 협조하러 온 위그드라실 동료들을 위해 창요가 준비한 특별 선물.	On the day of the Mingdeng Jie *Sky-Lantern Festival*, Cangyao prepared some basic supplies for the Yggdrasil Operatives assisting with security.						0	
chess7	未知事件	未知事件	未知イベント	미지의 사건	Unknown Incident						0	
chess7.desc	前面似乎发生了事件，作为会场安保负责人，你需要及时处理。	前面似乎發生了事件，作為會場保全負責人，你需要及時處理。	この先で事件が発生したらしい。一警備責任者として、早急に対処しなければなりません。	전방에 심상치 않은 일이 벌어진 듯하다. 행사장의 보안 책임자로서, 사건을 제때 처리하자.	Something seems to be happening up ahead. Seeing as you're in charge of security at the venue, you'll need to deal with it in a timely manner.						0	
chess8	偶遇事件	偶遇事件	偶発イベント	기묘한 만남	Meeting Incident						0	
chess8.desc	熟悉的身影出现，是海姆达尔的伙伴们。	熟悉的身影出現，是海姆達爾的夥伴們。	見慣れた姿が現れた。ヘイムダルの仲間たちだ。	익숙한 모습이 나타났다. 헤임달 부대의 동료들이다.	Familiar figures appeared, revealing themselves as the Heimdall Operatives.						0	
chess9	纷乱四起	紛亂四起	二次災害	곳곳의 소동	Complete Chaos						0	
